TREECODE,TREESP,SITENUM,SITE,YEAR,TREENUM,NLEAVES,LEAFMASS,NGALLS,GALLMASS,NAME,STEM,LEAF
223,douglasi,3,POZO,2003,19,70,2.791,0,0,Andricus brunneus,0,1
172,douglasi,2,JASPER R,2005,45,72,8.87,0,0,Andricus brunneus,0,1
480,lobata,12,SIERRA F,2004,42,22,3.69,0,0,Andricus brunneus,0,1
178,lobata,2,JASPER R,2005,59,64,9.482,2,2.00E-04,Andricus brunneus,0,1
439,lobata,9,HOPLAND,2006,71,28,9.026,0,0,Andricus brunneus,0,1
112,lobata,1,HNHR,2004,213,32,4.81,0,0,Andricus brunneus,0,1
400,douglasi,12,SIERRA F,2004,19,45,2.99,0,0,Andricus brunneus,0,1
99,douglasi,1,HNHR,2004,192,62,4.13,0,0,Andricus brunneus,0,1
241,lobata,3,POZO,2000,46,74,6.491,0,0,Andricus brunneus,0,1
436,lobata,9,HOPLAND,2000,68,74,11.661,0,0,Andricus brunneus,0,1
360,douglasi,11,DYE CRK,2003,18,64,6.264,6,0.033,Andricus brunneus,0,1
346,douglasi,11,DYE CRK,2004,4,45,3.38,0,0,Andricus brunneus,0,1
11,douglasi,1,HNHR,2004,25,64,3.6,3,0.27,Andricus brunneus,0,1
433,lobata,9,HOPLAND,2002,65,60,5.841,0,0,Andricus brunneus,0,1
373,lobata,11,DYE CRK,2005,31,57,4.571,0,0,Andricus brunneus,0,1
432,lobata,9,HOPLAND,2002,64,34,8.259,0,0,Andricus brunneus,0,1
370,lobata,11,DYE CRK,2005,28,48,7.611,0,0,Andricus brunneus,0,1
344,douglasi,11,DYE CRK,2005,2,54,6.321,0,0,Andricus brunneus,0,1
469,lobata,8,LIEBRE M,2002,45,32,4.742,0,0,Andricus brunneus,0,1
464,douglasi,16,KAWEAH R,2003,24,48,3.571,1,0.007,Andricus brunneus,0,1
9,lobata,1,HNHR,2004,17,28,7.8,0,0,Andricus brunneus,0,1
173,douglasi,2,JASPER R,2003,46,89,9.747,0,0,Andricus brunneus,0,1
225,douglasi,3,POZO,2005,21,100,5.605,5,0.042,Andricus brunneus,0,1
90,lobata,1,HNHR,2004,179,42,9.72,0,0,Andricus brunneus,0,1
34,lobata,1,HNHR,2002,66,61,5.391,0,0,Andricus brunneus,0,1
25,lobata,1,HNHR,2001,52,29,4.861,0,0,Andricus brunneus,0,1
122,lobata,1,HNHR,2004,225,19,9.25,0,0,Andricus brunneus,0,1
182,lobata,2,JASPER R,2004,63,28,5.12,0,0,Andricus brunneus,0,1
334,lobata,10,TOWER HS,2004,9,25,2.03,0,0,Andricus brunneus,0,1
241,lobata,3,POZO,2001,46,53,6.857,0,0,Andricus brunneus,0,1
440,lobata,9,HOPLAND,2006,72,24,6.335,0,0,Andricus brunneus,0,1
275,douglasi,4,SEDGWICK,2004,30,58,4.16,0,0,Andricus brunneus,0,1
453,douglasi,16,KAWEAH R,2005,13,43,1.305,0,0,Andricus brunneus,0,1
336,lobata,10,TOWER HS,2006,11,16,3.812,0,0,Andricus brunneus,0,1
303,douglasi,8,LIEBRE M,2005,36,60,3.77,0,0,Andricus brunneus,0,1
428,douglasi,14,SAN JOAQ,2005,23,78,4.9,4,0.104,Andricus brunneus,0,1
102,lobata,1,HNHR,2000,197,31,4.73,0,0,Andricus brunneus,0,1
89,lobata,1,HNHR,2005,177,40,9.347,0,0,Andricus brunneus,0,1
78,lobata,1,HNHR,2003,160,46,11.013,0,0,Andricus brunneus,0,1
375,lobata,11,DYE CRK,2005,33,25,5.214,0,0,Andricus brunneus,0,1
130,douglasi,1,HNHR,2004,236,37,5.17,0,0,Andricus brunneus,0,1
302,douglasi,8,LIEBRE M,2003,35,51,2.591,0,0,Andricus brunneus,0,1
29,lobata,1,HNHR,2002,57,59,6.235,0,0,Andricus brunneus,0,1
462,douglasi,16,KAWEAH R,2005,22,42,3.916,0,0,Andricus brunneus,0,1
389,douglasi,12,SIERRA F,2005,8,21,2.073,0,0,Andricus brunneus,0,1
215,lobata,3,POZO,2005,10,28,4.011,0,0,Andricus brunneus,0,1
63,lobata,1,HNHR,2004,139,78,9.09,0,0,Andricus brunneus,0,1
280,lobata,4,SEDGWICK,2000,44,22,4.221,0,0,Andricus brunneus,0,1
43,lobata,1,HNHR,2000,98,71,6.589,0,0,Andricus brunneus,0,1
473,lobata,8,LIEBRE M,2004,49,37,5.98,0,0,Andricus brunneus,0,1
362,douglasi,11,DYE CRK,2004,20,49,4.62,0,0,Andricus brunneus,0,1
111,lobata,1,HNHR,2005,212,29,9.307,0,0,Andricus brunneus,0,1
45,lobata,1,HNHR,2005,106,37,4.044,0,0,Andricus brunneus,0,1
350,douglasi,11,DYE CRK,2004,8,78,5.165,0,0,Andricus brunneus,0,1
336,lobata,10,TOWER HS,2005,11,20,5.675,0,0,Andricus brunneus,0,1
469,lobata,8,LIEBRE M,2004,45,27,4.54,0,0,Andricus brunneus,0,1
475,lobata,8,LIEBRE M,2006,51,34,3.272,0,0,Andricus brunneus,0,1
107,lobata,1,HNHR,2006,207,29,4.496,0,0,Andricus brunneus,0,1
360,douglasi,11,DYE CRK,2005,18,58,3.11,0,0,Andricus brunneus,0,1
204,douglasi,2,JASPER R,2005,93,62,5.626,0,0,Andricus brunneus,0,1
85,lobata,1,HNHR,2003,171,125,14.673,0,0,Andricus brunneus,0,1
35,lobata,1,HNHR,2003,68,63,6.138,0,0,Andricus brunneus,0,1
170,douglasi,2,JASPER R,2003,43,36,7.086,0,0,Andricus brunneus,0,1
3,lobata,1,HNHR,2006,4,19,2.442,0,0,Andricus brunneus,0,1
186,lobata,2,JASPER R,2003,68,89,4.403,0,0,Andricus brunneus,0,1
273,ldoug,4,SEDGWICK,2004,25,45,3.89,0,0,Andricus brunneus,0,1
246,lobata,3,POZO,2006,53,20,3.978,0,0,Andricus brunneus,0,1
355,douglasi,11,DYE CRK,2005,13,105,5.082,2,0.051,Andricus brunneus,0,1
437,lobata,9,HOPLAND,2002,69,31,7.498,0,0,Andricus brunneus,0,1
90,lobata,1,HNHR,2000,179,32,6.437,0,0,Andricus brunneus,0,1
376,lobata,11,DYE CRK,2003,34,38,2.962,0,0,Andricus brunneus,0,1
97,lobata,1,HNHR,2005,189,32,5.185,0,0,Andricus brunneus,0,1
236,lobata,3,POZO,2002,35,68,2.673,0,0,Andricus brunneus,0,1
454,douglasi,16,KAWEAH R,2004,14,30,3.83,0,0,Andricus brunneus,0,1
1,lobata,1,HNHR,2003,1,76,8.208,0,0,Andricus brunneus,0,1
211,douglasi,3,POZO,2003,4,81,6.021,0,0,Andricus brunneus,0,1
435,lobata,9,HOPLAND,2004,67,31,3.5,0,0,Andricus brunneus,0,1
252,lobata,3,POZO,2003,59,54,5.485,0,0,Andricus brunneus,0,1
27,douglasi,1,HNHR,2005,55,99,7.094,0,0,Andricus brunneus,0,1
144,lobata,2,JASPER R,2000,7,31,6.512,0,0,Andricus brunneus,0,1
196,douglasi,2,JASPER R,2004,80,54,5.5,0,0,Andricus brunneus,0,1
29,lobata,1,HNHR,2004,57,31,7.71,0,0,Andricus brunneus,0,1
376,lobata,11,DYE CRK,2004,34,41,2.85,0,0,Andricus brunneus,0,1
426,douglasi,14,SAN JOAQ,2003,21,62,4.173,0,0,Andricus brunneus,0,1
335,lobata,10,TOWER HS,2000,10,54,6.173,0,0,Andricus brunneus,0,1
234,lobata,3,POZO,2002,32,40,6.936,0,0,Andricus brunneus,0,1
164,lobata,2,JASPER R,2004,36,41,4.96,0,0,Andricus brunneus,0,1
143,lobata,2,JASPER R,2001,6,47,4.215,0,0,Andricus brunneus,0,1
373,lobata,11,DYE CRK,2003,31,46,6.525,0,0,Andricus brunneus,0,1
241,lobata,3,POZO,2004,46,58,6.87,0,0,Andricus brunneus,0,1
34,lobata,1,HNHR,2005,66,31,5.74,0,0,Andricus brunneus,0,1
372,lobata,11,DYE CRK,2004,30,61,3.62,0,0,Andricus brunneus,0,1
334,lobata,10,TOWER HS,2001,9,31,5.132,0,0,Andricus brunneus,0,1
236,lobata,3,POZO,2003,35,125,3.836,0,0,Andricus brunneus,0,1
461,douglasi,16,KAWEAH R,2005,21,105,2.392,0,0,Andricus brunneus,0,1
94,douglasi,1,HNHR,2005,185,100,3.688,0,0,Andricus brunneus,0,1
375,lobata,11,DYE CRK,2002,33,45,9.367,0,0,Andricus brunneus,0,1
352,douglasi,11,DYE CRK,2005,10,62,3.716,0,0,Andricus brunneus,0,1
369,lobata,11,DYE CRK,2003,27,40,4.345,0,0,Andricus brunneus,0,1
272,lobata,4,SEDGWICK,2003,23,41,4.3,0,0,Andricus brunneus,0,1
163,douglasi,2,JASPER R,2005,34,100,9.924,0,0,Andricus brunneus,0,1
366,lobata,11,DYE CRK,2003,24,39,3.827,0,0,Andricus brunneus,0,1
42,lobata,1,HNHR,2004,92,30,4.84,0,0,Andricus brunneus,0,1
395,douglasi,12,SIERRA F,2005,14,54,4.554,0,0,Andricus brunneus,0,1
245,lobata,3,POZO,2003,51,35,6.294,0,0,Andricus brunneus,0,1
64,lobata,1,HNHR,2000,140,50,5.87,0,0,Andricus brunneus,0,1
280,lobata,4,SEDGWICK,2003,44,36,4.322,0,0,Andricus brunneus,0,1
167,douglasi,2,JASPER R,2003,40,55,5.87,0,0,Andricus brunneus,0,1
77,lobata,1,HNHR,2001,159,63,8.305,0,0,Andricus brunneus,0,1
182,lobata,2,JASPER R,2002,63,36,4.329,0,0,Andricus brunneus,0,1
45,lobata,1,HNHR,2002,106,47,4.529,0,0,Andricus brunneus,0,1
283,lobata,4,SEDGWICK,2001,47,38,6.612,0,0,Andricus brunneus,0,1
98,lobata,1,HNHR,2006,191,37,2.869,0,0,Andricus brunneus,0,1
240,lobata,3,POZO,2000,45,29,3.709,0,0,Andricus brunneus,0,1
387,douglasi,12,SIERRA F,2004,6,42,3.82,0,0,Andricus brunneus,0,1
181,douglasi,2,JASPER R,2003,62,34,0,0,0,Andricus brunneus,0,1
329,lobata,10,TOWER HS,2006,3,51,4.374,0,0,Andricus brunneus,0,1
59,lobata,1,HNHR,2003,130,71,5.572,0,0,Andricus brunneus,0,1
478,lobata,12,SIERRA F,2001,40,26,4.207,0,0,Andricus brunneus,0,1
482,lobata,12,SIERRA F,2004,44,28,3.05,0,0,Andricus brunneus,0,1
375,lobata,11,DYE CRK,2003,33,31,9.894,0,0,Andricus brunneus,0,1
95,douglasi,1,HNHR,2003,186,37,4.621,5,0.054,Andricus brunneus,0,1
193,lobata,2,JASPER R,2002,75,72,5.296,0,0,Andricus brunneus,0,1
456,douglasi,16,KAWEAH R,2005,16,59,4.431,0,0,Andricus brunneus,0,1
138,lobata,1,HNHR,2004,248,29,6,0,0,Andricus brunneus,0,1
353,douglasi,11,DYE CRK,2003,11,123,6.533,0,0,Andricus brunneus,0,1
167,douglasi,2,JASPER R,2004,40,50,3.63,0,0,Andricus brunneus,0,1
337,lobata,10,TOWER HS,2002,52,46,5.925,0,0,Andricus brunneus,0,1
272,lobata,4,SEDGWICK,2006,23,22,2.465,0,0,Andricus brunneus,0,1
244,lobata,3,POZO,2005,50,17,3.928,0,0,Andricus brunneus,0,1
160,douglasi,2,JASPER R,2005,29,44,4.389,0,0,Andricus brunneus,0,1
441,lobata,15,KAWEAH O,2002,1,27,7.251,0,0,Andricus brunneus,0,1
33,lobata,1,HNHR,2001,64,30,5.53,0,0,Andricus brunneus,0,1
409,douglasi,14,SAN JOAQ,2004,4,46,2.47,5,0.12,Andricus brunneus,0,1
14,douglasi,1,HNHR,2005,36,180,14.671,0,0,Andricus brunneus,0,1
330,lobata,10,TOWER HS,2003,4,38,2.85,0,0,Andricus brunneus,0,1
282,lobata,4,SEDGWICK,2003,46,33,6.85,0,0,Andricus brunneus,0,1
279,lobata,4,SEDGWICK,2005,43,82,9.04,0,0,Andricus brunneus,0,1
240,lobata,3,POZO,2001,45,66,6.038,0,0,Andricus brunneus,0,1
483,lobata,12,SIERRA F,2005,45,28,6.384,0,0,Andricus brunneus,0,1
462,douglasi,16,KAWEAH R,2004,22,30,3.68,0,0,Andricus brunneus,0,1
314,douglasi,9,HOPLAND,2003,8,78,6.999,0,0,Andricus brunneus,0,1
28,lobata,1,HNHR,2002,56,29,6.786,0,0,Andricus brunneus,0,1
117,douglasi,1,HNHR,2003,219,53,0,0,0,Andricus brunneus,0,1
416,douglasi,14,SAN JOAQ,2004,11,56,4.93,7,0.23,Andricus brunneus,0,1
105,lobata,1,HNHR,2005,201,28,6.83,0,0,Andricus brunneus,0,1
164,lobata,2,JASPER R,2001,36,35,4.04,0,0,Andricus brunneus,0,1
319,douglasi,9,HOPLAND,2004,52,49,4.09,0,0,Andricus brunneus,0,1
402,douglasi,12,SIERRA F,2005,22,55,3.27,0,0,Andricus brunneus,0,1
306,douglasi,8,LIEBRE M,2004,39,44,2.57,0,0,Andricus brunneus,0,1
97,lobata,1,HNHR,2003,189,53,4.305,0,0,Andricus brunneus,0,1
385,douglasi,12,SIERRA F,2005,4,56,6.29,0,0,Andricus brunneus,0,1
197,lobata,2,JASPER R,2002,81,41,6.992,0,0,Andricus brunneus,0,1
317,douglasi,9,HOPLAND,2005,11,58,4.252,0,0,Andricus brunneus,0,1
200,lobata,2,JASPER R,2001,88,56,5.492,0,0,Andricus brunneus,0,1
1,lobata,1,HNHR,2006,1,19,3.204,0,0,Andricus brunneus,0,1
467,lobata,8,LIEBRE M,2004,43,25,6.63,0,0,Andricus brunneus,0,1
450,lobata,15,KAWEAH O,2002,10,35,5.702,0,0,Andricus brunneus,0,1
214,douglasi,3,POZO,2005,9,82,3.703,23,0.568,Andricus brunneus,0,1
181,douglasi,2,JASPER R,2005,62,63,8.754,0,0,Andricus brunneus,0,1
155,douglasi,2,JASPER R,2003,23,113,5.269,0,0,Andricus brunneus,0,1
379,lobata,11,DYE CRK,2002,37,30,5.925,0,0,Andricus brunneus,0,1
393,douglasi,12,SIERRA F,2003,12,96,4.339,6,0.05,Andricus brunneus,0,1
382,douglasi,12,SIERRA F,2003,1,87,5.433,0,0,Andricus brunneus,0,1
13,douglasi,1,HNHR,2004,27,36,3.46,0,0,Andricus brunneus,0,1
466,lobata,8,LIEBRE M,2005,42,34,5.489,0,0,Andricus brunneus,0,1
437,lobata,9,HOPLAND,2001,69,40,6.606,0,0,Andricus brunneus,0,1
239,lobata,3,POZO,2003,43,27,4.915,0,0,Andricus brunneus,0,1
434,lobata,9,HOPLAND,2003,66,102,8.02,0,0,Andricus brunneus,0,1
60,lobata,1,HNHR,2004,131,48,5.6,0,0,Andricus brunneus,0,1
332,lobata,10,TOWER HS,2005,7,31,2.385,0,0,Andricus brunneus,0,1
332,lobata,10,TOWER HS,2006,7,28,2.665,0,0,Andricus brunneus,0,1
450,lobata,15,KAWEAH O,2003,10,56,6.641,0,0,Andricus brunneus,0,1
238,lobata,3,POZO,2003,40,49,3.298,0,0,Andricus brunneus,0,1
289,douglasi,8,LIEBRE M,2003,22,72,5.624,0,0,Andricus brunneus,0,1
439,lobata,9,HOPLAND,2000,71,63,5.263,0,0,Andricus brunneus,0,1
136,douglasi,1,HNHR,2003,246,79,6.294,0,0,Andricus brunneus,0,1
258,douglasi,4,SEDGWICK,2005,2,52,2.774,0,0,Andricus brunneus,0,1
134,lobata,1,HNHR,2005,243,45,8.702,0,0,Andricus brunneus,0,1
237,douglasi,3,POZO,2004,39,81,4.72,0,0,Andricus brunneus,0,1
305,douglasi,8,LIEBRE M,2003,38,89,2.621,0,0,Andricus brunneus,0,1
331,lobata,10,TOWER HS,2005,5,25,4.575,0,0,Andricus brunneus,0,1
413,douglasi,14,SAN JOAQ,2004,8,78,3.38,0,0,Andricus brunneus,0,1
206,lobata,2,JASPER R,2004,98,40,6.48,0,0,Andricus brunneus,0,1
442,lobata,15,KAWEAH O,2004,2,19,4.04,0,0,Andricus brunneus,0,1
65,lobata,1,HNHR,2005,142,26,5.402,0,0,Andricus brunneus,0,1
143,lobata,2,JASPER R,2000,6,34,3.417,0,0,Andricus brunneus,0,1
431,lobata,9,HOPLAND,2005,63,29,2.886,0,0,Andricus brunneus,0,1
57,lobata,1,HNHR,2005,127,34,3.669,0,0,Andricus brunneus,0,1
432,lobata,9,HOPLAND,2006,64,21,3.721,0,0,Andricus brunneus,0,1
286,lobata,4,SEDGWICK,2006,50,22,3.15,0,0,Andricus brunneus,0,1
24,douglasi,1,HNHR,2004,51,78,5.08,1,0.01,Andricus brunneus,0,1
217,lobata,3,POZO,2002,12,73,7.406,0,0,Andricus brunneus,0,1
96,lobata,1,HNHR,2000,188,26,8.486,0,0,Andricus brunneus,0,1
152,douglasi,2,JASPER R,2003,20,55,9.352,0,0,Andricus brunneus,0,1
174,lobata,2,JASPER R,2006,48,17,1.906,0,0,Andricus brunneus,0,1
85,lobata,1,HNHR,2004,171,38,6.32,0,0,Andricus brunneus,0,1
60,lobata,1,HNHR,2005,131,49,6.488,0,0,Andricus brunneus,0,1
241,lobata,3,POZO,2003,46,69,7.607,0,0,Andricus brunneus,0,1
220,douglasi,3,POZO,2003,16,38,2.278,1,0.001,Andricus brunneus,0,1
369,lobata,11,DYE CRK,2002,27,68,7.129,0,0,Andricus brunneus,0,1
207,lobata,2,JASPER R,2005,99,54,11.195,0,0,Andricus brunneus,0,1
159,douglasi,2,JASPER R,2005,28,35,11.309,2,0.108,Andricus brunneus,0,1
199,lobata,2,JASPER R,2003,83,88,12.132,0,0,Andricus brunneus,0,1
432,lobata,9,HOPLAND,2005,64,42,4.762,0,0,Andricus brunneus,0,1
155,douglasi,2,JASPER R,2005,23,121,6.121,0,0,Andricus brunneus,0,1
78,lobata,1,HNHR,2005,160,29,7.666,0,0,Andricus brunneus,0,1
366,lobata,11,DYE CRK,2001,24,46,6.351,0,0,Andricus brunneus,0,1
192,lobata,2,JASPER R,2001,74,19,2.781,0,0,Andricus brunneus,0,1
35,lobata,1,HNHR,2006,68,103,8.336,0,0,Andricus brunneus,0,1
337,lobata,10,TOWER HS,2000,52,61,6.783,0,0,Andricus brunneus,0,1
253,lobata,3,POZO,2003,60,35,6.526,0,0,Andricus brunneus,0,1
64,lobata,1,HNHR,2005,140,38,7.886,0,0,Andricus brunneus,0,1
340,lobata,10,TOWER HS,2005,55,35,5.235,0,0,Andricus brunneus,0,1
192,lobata,2,JASPER R,2006,74,7,1.477,0,0,Andricus brunneus,0,1
104,lobata,1,HNHR,2006,199,19,3.39,0,0,Andricus brunneus,0,1
419,douglasi,14,SAN JOAQ,2003,14,81,3.99,15,0.053,Andricus brunneus,0,1
114,lobata,1,HNHR,2005,215,43,6.789,0,0,Andricus brunneus,0,1
483,lobata,12,SIERRA F,2003,45,56,8.375,0,0,Andricus brunneus,0,1
403,douglasi,12,SIERRA F,2005,23,64,6.54,6,0.047,Andricus brunneus,0,1
213,lobata,3,POZO,2000,7,37,10.041,0,0,Andricus brunneus,0,1
32,lobata,1,HNHR,2000,62,72,6.972,0,0,Andricus brunneus,0,1
138,lobata,1,HNHR,2006,248,16,3.538,0,0,Andricus brunneus,0,1
242,lobata,3,POZO,2004,48,37,5.48,0,0,Andricus brunneus,0,1
26,lobata,1,HNHR,2004,53,22,7.27,0,0,Andricus brunneus,0,1
475,lobata,8,LIEBRE M,2005,51,34,9.101,0,0,Andricus brunneus,0,1
255,lobata,3,POZO,2003,74,54,7.142,0,0,Andricus brunneus,0,1
480,lobata,12,SIERRA F,2003,42,72,8.796,0,0,Andricus brunneus,0,1
335,lobata,10,TOWER HS,2001,10,25,4.522,0,0,Andricus brunneus,0,1
234,lobata,3,POZO,2003,32,38,5.711,0,0,Andricus brunneus,0,1
373,lobata,11,DYE CRK,2004,31,46,7.06,0,0,Andricus brunneus,0,1
145,lobata,2,JASPER R,2006,8,11,3.853,0,0,Andricus brunneus,0,1
192,lobata,2,JASPER R,2002,74,22,2.453,0,0,Andricus brunneus,0,1
433,lobata,9,HOPLAND,2000,65,32,2.731,0,0,Andricus brunneus,0,1
33,lobata,1,HNHR,2000,64,49,8.317,0,0,Andricus brunneus,0,1
470,lobata,8,LIEBRE M,2000,46,26,4.943,0,0,Andricus brunneus,0,1
251,lobata,3,POZO,2000,58,61,4.086,0,0,Andricus brunneus,0,1
460,douglasi,16,KAWEAH R,2004,20,59,3,0,0,Andricus brunneus,0,1
287,lobata,4,SEDGWICK,2001,51,71,4.629,0,0,Andricus brunneus,0,1
148,douglasi,2,JASPER R,2004,11,38,3.53,0,0,Andricus brunneus,0,1
44,lobata,1,HNHR,2003,103,66,7.603,0,0,Andricus brunneus,0,1
115,douglasi,1,HNHR,2003,217,43,4.876,0,0,Andricus brunneus,0,1
281,lobata,4,SEDGWICK,2003,45,17,6.79,0,0,Andricus brunneus,0,1
230,douglasi,3,POZO,2003,27,93,3.564,0,0,Andricus brunneus,0,1
234,lobata,3,POZO,2004,32,52,5.31,0,0,Andricus brunneus,0,1
278,douglasi,4,SEDGWICK,2005,40,64,6.929,0,0,Andricus brunneus,0,1
19,lobata,1,HNHR,2006,45,43,7.943,0,0,Andricus brunneus,0,1
335,lobata,10,TOWER HS,2002,10,26,7.189,0,0,Andricus brunneus,0,1
430,douglasi,14,SAN JOAQ,2003,25,77,7.159,0,0,Andricus brunneus,0,1
21,douglasi,1,HNHR,2005,47,51,3.066,9,0.076,Andricus brunneus,0,1
26,lobata,1,HNHR,2005,53,37,5.35,0,0,Andricus brunneus,0,1
444,lobata,15,KAWEAH O,2001,4,65,5.644,0,0,Andricus brunneus,0,1
253,lobata,3,POZO,2005,60,63,7.612,0,0,Andricus brunneus,0,1
421,douglasi,14,SAN JOAQ,2004,16,64,3.14,13,0.14,Andricus brunneus,0,1
439,lobata,9,HOPLAND,2004,71,25,7.7,0,0,Andricus brunneus,0,1
275,douglasi,4,SEDGWICK,2003,30,84,5.71,0,0,Andricus brunneus,0,1
467,lobata,8,LIEBRE M,2003,43,37,9.238,0,0,Andricus brunneus,0,1
465,lobata,8,LIEBRE M,2002,41,33,4.426,0,0,Andricus brunneus,0,1
348,douglasi,11,DYE CRK,2003,6,93,6.771,3,0.014,Andricus brunneus,0,1
79,lobata,1,HNHR,2001,161,93,8.851,0,0,Andricus brunneus,0,1
475,lobata,8,LIEBRE M,2001,51,53,6.937,0,0,Andricus brunneus,0,1
122,lobata,1,HNHR,2006,225,16,4.281,0,0,Andricus brunneus,0,1
119,douglasi,1,HNHR,2003,221,42,4.145,0,0,Andricus brunneus,0,1
77,lobata,1,HNHR,2006,159,31,5.351,0,0,Andricus brunneus,0,1
468,lobata,8,LIEBRE M,2006,44,35,1.374,0,0,Andricus brunneus,0,1
460,douglasi,16,KAWEAH R,2005,20,95,4.825,0,0,Andricus brunneus,0,1
406,douglasi,14,SAN JOAQ,2003,1,76,3.932,0,0,Andricus brunneus,0,1
133,lobata,1,HNHR,2002,242,32,5.602,0,0,Andricus brunneus,0,1
206,lobata,2,JASPER R,2002,98,37,6.813,0,0,Andricus brunneus,0,1
87,lobata,1,HNHR,2000,173,22,4.323,0,0,Andricus brunneus,0,1
125,douglasi,1,HNHR,2003,229,78,6.639,0,0,Andricus brunneus,0,1
457,douglasi,16,KAWEAH R,2003,17,45,2.771,0,0,Andricus brunneus,0,1
414,douglasi,14,SAN JOAQ,2005,9,58,3.896,0,0,Andricus brunneus,0,1
205,lobata,2,JASPER R,2003,97,42,7.196,0,0,Andricus brunneus,0,1
279,lobata,4,SEDGWICK,2000,43,59,6.957,0,0,Andricus brunneus,0,1
360,douglasi,11,DYE CRK,2004,18,38,4.08,0,0,Andricus brunneus,0,1
433,lobata,9,HOPLAND,2003,65,89,7.738,0,0,Andricus brunneus,0,1
400,douglasi,12,SIERRA F,2005,19,47,2.392,0,0,Andricus brunneus,0,1
189,lobata,2,JASPER R,2002,71,39,5.607,0,0,Andricus brunneus,0,1
159,douglasi,2,JASPER R,2003,28,57,5.874,0,0,Andricus brunneus,0,1
339,lobata,10,TOWER HS,2002,54,37,9.539,0,0,Andricus brunneus,0,1
129,lobata,1,HNHR,2006,235,19,4.584,0,0,Andricus brunneus,0,1
296,douglasi,8,LIEBRE M,2004,29,38,3.3,0,0,Andricus brunneus,0,1
475,lobata,8,LIEBRE M,2002,51,59,4.977,0,0,Andricus brunneus,0,1
469,lobata,8,LIEBRE M,2003,45,33,4.599,0,0,Andricus brunneus,0,1
335,lobata,10,TOWER HS,2004,10,16,5.358,0,0,Andricus brunneus,0,1
205,lobata,2,JASPER R,2004,97,25,5.92,0,0,Andricus brunneus,0,1
418,douglasi,14,SAN JOAQ,2004,13,46,4.49,1,0.005,Andricus brunneus,0,1
312,douglasi,9,HOPLAND,2005,6,32,4.348,0,0,Andricus brunneus,0,1
254,lobata,3,POZO,2006,72,26,1.966,0,0,Andricus brunneus,0,1
203,lobata,2,JASPER R,2001,92,42,5.944,0,0,Andricus brunneus,0,1
11,douglasi,1,HNHR,2005,25,100,7.038,0,0,Andricus brunneus,0,1
202,lobata,2,JASPER R,2001,91,32,5.418,0,0,Andricus brunneus,0,1
166,douglasi,2,JASPER R,2004,39,25,5.28,0,0,Andricus brunneus,0,1
137,lobata,1,HNHR,2004,247,24,4.87,0,0,Andricus brunneus,0,1
399,douglasi,12,SIERRA F,2003,18,81,6.669,1,0.035,Andricus brunneus,0,1
262,douglasi,4,SEDGWICK,2003,6,79,3.62,2,0.008,Andricus brunneus,0,1
121,douglasi,1,HNHR,2004,224,40,4.64,0,0,Andricus brunneus,0,1
479,lobata,12,SIERRA F,2004,41,26,4.57,0,0,Andricus brunneus,0,1
24,douglasi,1,HNHR,2003,51,77,5.757,0,0,Andricus brunneus,0,1
33,lobata,1,HNHR,2003,64,58,6.927,0,0,Andricus brunneus,0,1
364,douglasi,11,DYE CRK,2005,22,110,6.066,9,0.264,Andricus brunneus,0,1
112,lobata,1,HNHR,2006,213,29,6.176,0,0,Andricus brunneus,0,1
20,douglasi,1,HNHR,2004,46,41,5.85,0,0,Andricus brunneus,0,1
79,lobata,1,HNHR,2003,161,53,5.322,0,0,Andricus brunneus,0,1
239,lobata,3,POZO,2004,43,41,4.27,0,0,Andricus brunneus,0,1
156,lobata,2,JASPER R,2005,24,88,10.117,3,0.029,Andricus brunneus,0,1
359,douglasi,11,DYE CRK,2003,17,54,5.699,0,0,Andricus brunneus,0,1
285,lobata,4,SEDGWICK,2000,49,30,3.768,0,0,Andricus brunneus,0,1
191,lobata,2,JASPER R,2006,73,8,2.804,0,0,Andricus brunneus,0,1
444,lobata,15,KAWEAH O,2004,4,60,3.8,1,0.005,Andricus brunneus,0,1
83,douglasi,1,HNHR,2003,168,55,10.758,0,0,Andricus brunneus,0,1
34,lobata,1,HNHR,2006,66,35,3.548,0,0,Andricus brunneus,0,1
164,lobata,2,JASPER R,2003,36,52,4.362,0,0,Andricus brunneus,0,1
418,douglasi,14,SAN JOAQ,2005,13,43,2.255,4,0.145,Andricus brunneus,0,1
89,lobata,1,HNHR,2001,177,31,5.348,0,0,Andricus brunneus,0,1
22,douglasi,1,HNHR,2005,48,58,6.457,1,0.005,Andricus brunneus,0,1
322,douglasi,9,HOPLAND,2003,55,43,6.671,0,0,Andricus brunneus,0,1
308,douglasi,9,HOPLAND,2005,2,29,1.874,0,0,Andricus brunneus,0,1
191,lobata,2,JASPER R,2000,73,23,6.663,0,0,Andricus brunneus,0,1
433,lobata,9,HOPLAND,2005,65,33,6.759,0,0,Andricus brunneus,0,1
291,douglasi,8,LIEBRE M,2003,24,99,7.971,0,0,Andricus brunneus,0,1
307,douglasi,8,LIEBRE M,2003,40,125,3.79,0,0,Andricus brunneus,0,1
235,lobata,3,POZO,2001,34,68,8.453,0,0,Andricus brunneus,0,1
69,lobata,1,HNHR,2002,150,53,5.393,0,0,Andricus brunneus,0,1
