"Obs.ID","Obs.Date","Sub.Date","Update.Date","User","Taxon.ID","Taxon.Name","Taxon.Common.Name","Grade","Latitude","Longitude","Accuracy..m.","Place.Description","Life.Stage","Evidence.of.Presence","Gall.Generation","Gall.Phenophase","observed_on","agdd","phenogen"
99649774,"2021-10-28T14:33:53+00:00","2021-10-28T19:36:01+00:00","2022-05-21T18:19:19+00:00","ej1099",1195335,"Belonocnema kinseyi",NA,"research",30.2478922857,-97.7473231127,4,"Drake Ave, Austin, TX, US",NA,"29","unisexual","developing","2021-10-28",11778.5761719,"Agamic Developing"
99647583,"2021-10-28T14:04:09+00:00","2021-10-28T19:06:54+00:00","2022-05-21T18:22:31+00:00","sabolcik",1195335,"Belonocnema kinseyi",NA,"research",30.3279914904,-97.7693988604,84,"Spanish Oak Trail, Austin, TX, US",NA,"29","unisexual","perimature","2021-10-28",11737.3447266,"Agamic Perimature"
99639187,"2021-10-28T10:56:10-10:00","2021-10-28T07:04:04-10:00","2022-05-21T08:19:11-10:00","tylercannon",1195335,"Belonocnema kinseyi",NA,"research",30.2884716667,-97.7003633333,4,"Manor Rd, Austin, TX, US",NA,"29","unisexual","developing","2021-10-28",11687.2138672,"Agamic Developing"
99624510,"2021-10-26T12:46:20-05:00","2021-10-28T08:27:29-05:00","2022-05-21T13:22:43-05:00","marymaddux6272",1195335,"Belonocnema kinseyi",NA,"research",30.44357,-97.7716039722,NA,"Hunter's Chase, Austin, TX 78729, USA",NA,"29","unisexual","perimature","2021-10-26",11381.5498047,"Agamic Perimature"
99624124,"2021-10-27T17:37:07-05:00","2021-10-28T08:20:03-05:00","2022-05-21T13:22:52-05:00","marymaddux6272",1195335,"Belonocnema kinseyi",NA,"research",30.443165,-97.772621,NA,"Hunter's Chase, Austin, TX 78729, USA",NA,"29","unisexual","perimature","2021-10-27",11467.1748047,"Agamic Perimature"
99541814,"2021-10-27T08:46:01+00:00","2021-10-27T13:46:24+00:00","2022-05-21T18:18:56+00:00","mvp2020",1195335,"Belonocnema kinseyi",NA,"research",29.8047445545,-98.2830285514,4,"Pinotage, New Braunfels, TX, US",NA,"29","unisexual","developing","2021-10-27",11098.4082031,"Agamic Developing"
99489228,"2021-10-25T15:47:51-05:00","2021-10-26T15:48:32-05:00","2022-05-21T13:23:02-05:00","pynklynx",1195335,"Belonocnema kinseyi",NA,"research",32.936571585,-97.4863950537,153,"Eagle Mountain Park, Fort Worth, TX, US",NA,"29","unisexual","perimature","2021-10-25",10651.3701172,"Agamic Perimature"
99353608,"2021-10-25T10:28:14-05:00","2021-10-25T10:28:55-05:00","2022-05-21T13:18:47-05:00","wafflemaster135",1195335,"Belonocnema kinseyi",NA,"research",29.5850333333,-98.6188966667,4,"The University of Texas at San Antonio, San Antonio, TX, US",NA,"29","unisexual","developing","2021-10-25",11559.2265625,"Agamic Developing"
99276359,"2021-10-24T17:45:31-05:00","2021-10-24T17:46:15-05:00","2022-05-21T13:18:42-05:00","ramosvas",1195335,"Belonocnema kinseyi",NA,"research",30.5434054319,-97.8790972191,4,"Harvest Dance Dr, Leander, TX, US",NA,"29","unisexual","developing","2021-10-24",10935.2617188,"Agamic Developing"
99267878,"2021-09-28T18:50:23+00:00","2021-10-24T21:28:31+00:00","2022-05-21T16:27:48+00:00","saumyak_",1195335,"Belonocnema kinseyi",NA,"research",30.430725,-97.7398083333,65,"Riata Park, Austin, TX, US",NA,"29","unisexual","developing","2021-09-28",10238.0332031,"Agamic Developing"
99233263,"2021-10-24T10:59:12-10:00","2021-10-24T06:51:27-10:00","2022-05-21T08:18:38-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.883745,-97.9799716667,5,"San Marcos, TX, US",NA,"29","unisexual","developing","2021-10-24",11305.5517578,"Agamic Developing"
99233174,"2021-10-24T11:14:04-10:00","2021-10-24T06:50:56-10:00","2022-05-21T08:18:33-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.88295,-97.9789666667,7,"San Marcos, TX, US",NA,"29","unisexual","developing","2021-10-24",11305.5517578,"Agamic Developing"
99142018,"2021-10-23T16:50:03-05:00","2021-10-23T17:21:45-05:00","2022-05-21T13:18:28-05:00","colubridcarol",1195335,"Belonocnema kinseyi",NA,"research",30.4350643472,-98.2668271274,62,"Texas, US",NA,"29","unisexual","developing","2021-10-23",10874.1835938,"Agamic Developing"
99091227,"2021-10-23T09:47:24-05:00","2021-10-23T09:56:05-05:00","2022-05-21T13:23:29-05:00","sambiology",1195335,"Belonocnema kinseyi",NA,"research",32.9218658173,-97.0173439729,8,"W Royal Ln, Irving, TX, US",NA,"29","unisexual","perimature","2021-10-23",10846.7373047,"Agamic Perimature"
98918454,"2021-10-21T16:28:50+00:00","2021-10-21T21:30:09+00:00","2022-05-21T18:18:18+00:00","jaycrossley",1195335,"Belonocnema kinseyi",NA,"research",28.0519721667,-97.0529861667,3,"Rockport Country Club, Rockport, TX, US",NA,"29","unisexual","developing","2021-10-21",12397.0722656,"Agamic Developing"
98891799,"2021-10-21T11:22:18+00:00","2021-10-21T16:23:02+00:00","2022-05-21T18:18:14+00:00","pjuneau",1195335,"Belonocnema kinseyi",NA,"research",29.5822029608,-98.6147852988,5,"The University of Texas at San Antonio, San Antonio, TX, US",NA,"29","unisexual","developing","2021-10-21",11502.5380859,"Agamic Developing"
98835739,"2021-10-20T18:02:01-05:00","2021-10-20T18:06:50-05:00","2022-05-21T13:18:08-05:00","jaquiring",1195335,"Belonocnema kinseyi",NA,"research",30.5403466667,-97.6941916667,4,"Hoppe Trail, Round Rock, TX, US",NA,"29","unisexual","developing","2021-10-20",11012.6923828,"Agamic Developing"
98642988,"2021-10-18T15:09:04-05:00","2021-10-18T16:10:23-05:00","2022-05-21T13:18:04-05:00","firstcoffee",1195335,"Belonocnema kinseyi",NA,"research",30.6288578714,-97.6877431199,399,"Georgetown, TX, USA",NA,"29","unisexual","developing","2021-10-18",10862.7080078,"Agamic Developing"
98625322,"2021-10-18T12:29:26-04:00","2021-10-18T14:01:56-04:00","2022-05-21T13:29:01-04:00","nympis",1195335,"Belonocnema kinseyi",NA,"research",30.417318637,-97.8469282016,195,"10713 Ranch Rd 620 Building E #524, Austin, TX 78726, USA",NA,"29","unisexual","developing","2021-10-18",11057.0371094,"Agamic Developing"
98618615,"2021-10-16T15:01:00-05:00","2021-10-18T11:51:22-05:00","2022-05-21T12:28:57-05:00","annikaml",1195335,"Belonocnema kinseyi",NA,"research",31.269929,-98.622644,7,"Timberlake Field Station, Mills Co., Texas, USA",NA,"29","unisexual","developing","2021-10-16",10414.2744141,"Agamic Developing"
98618348,"2021-10-18T11:39:00-10:00","2021-10-18T06:47:56-10:00","2022-05-21T07:28:52-10:00","companyink",1195335,"Belonocnema kinseyi",NA,"research",29.9053,-97.9969033333,4,"RM-12, San Marcos, TX, US",NA,"29","unisexual","developing","2021-10-18",10955.8525391,"Agamic Developing"
98610990,"2021-10-15T16:58:16+00:00","2021-10-18T15:21:18+00:00","2022-05-21T17:28:47+00:00","luisalanmedina",1195335,"Belonocnema kinseyi",NA,"research",30.1883133333,-97.81778,19,"Keepsake Dr, Austin, TX, US",NA,"29","unisexual","developing","2021-10-15",10930.0507812,"Agamic Developing"
98566446,"2021-10-17T12:13:31-05:00","2021-10-17T20:59:45-05:00","2022-05-21T12:28:42-05:00","jsdunnington",1195335,"Belonocnema kinseyi",NA,"research",29.8134557545,-98.0776852518,8,"Hunters Cove, New Braunfels, TX, US",NA,"29","unisexual","developing","2021-10-17",11040.8808594,"Agamic Developing"
98531039,"2021-10-17T14:43:18-05:00","2021-10-17T15:06:19-05:00","2022-05-21T12:29:32-05:00","sambiology",1195335,"Belonocnema kinseyi",NA,"research",32.6534055787,-97.3826316885,12,"Southwest Park and Community Center, Fort Worth, TX, US",NA,"29","unisexual","perimature","2021-10-17",10650.9482422,"Agamic Perimature"
98524285,"2021-10-16T18:17:14-10:00","2021-10-17T09:12:06-10:00","2022-05-21T07:28:33-10:00","tylercannon",1195335,"Belonocnema kinseyi",NA,"research",30.3119883333,-97.69023,5,"Westminster Dr, Austin, TX, US",NA,"29","unisexual","developing","2021-10-16",11154.1455078,"Agamic Developing"
98486024,"2021-10-15T16:24:46-05:00","2021-10-17T08:27:31-05:00","2022-05-21T12:28:28-05:00","josephmarlin",1195335,"Belonocnema kinseyi",NA,"research",30.3850888889,-97.6912416667,NA,"North Park Estates, Austin, TX, USA",NA,"29","unisexual","developing","2021-10-15",11015.8417969,"Agamic Developing"
98446662,"2021-10-16T10:18:05-05:00","2021-10-16T20:57:07-05:00","2022-05-21T12:28:24-05:00","bbebow",1195335,"Belonocnema kinseyi",NA,"research",29.67305,-98.3384716667,NA,"BCI Bracken Cave Preserve, TX, US",NA,"29","unisexual","developing","2021-10-16",10866.2558594,"Agamic Developing"
98430076,"2021-10-16T08:33:07+00:00","2021-10-16T22:48:09+00:00","2022-05-21T17:28:18+00:00","betty153",1195335,"Belonocnema kinseyi",NA,"research",29.4583472222,-98.4559694444,NA,"Mahncke Park, San Antonio, TX, USA",NA,"29","unisexual","developing","2021-10-16",11460.5888672,"Agamic Developing"
98385587,"2021-10-16T10:32:05+00:00","2021-10-16T15:33:09+00:00","2022-05-21T17:28:14+00:00","slmull09",1195335,"Belonocnema kinseyi",NA,"research",30.4381386889,-97.633103924,5,"Wagon Wheel Trail, Pflugerville, TX, US",NA,"29","unisexual","developing","2021-10-16",10901.1708984,"Agamic Developing"
98338023,"2021-10-15T13:11:29-05:00","2021-10-15T20:38:09-05:00","2022-05-21T12:28:09-05:00","rtaylorb2",1195335,"Belonocnema kinseyi",NA,"research",29.5304569722,-98.5075039722,NA,"Greater Harmony Hills, San Antonio, TX, USA",NA,"29","unisexual","developing","2021-10-15",11280.2275391,"Agamic Developing"
98331524,"2021-10-14T09:53:37-05:00","2021-10-15T19:19:15-05:00","2022-05-21T12:28:05-05:00","pynklynx",1195335,"Belonocnema kinseyi",NA,"research",32.6519720417,-97.437872138,65,"Ridgewood Dr, Fort Worth, TX, US",NA,"29","unisexual","developing","2021-10-14",10312.3398438,"Agamic Developing"
98329179,"2021-10-15T18:39:04-05:00","2021-10-15T18:47:51-05:00","2022-05-21T12:28:00-05:00","rolandia",1195335,"Belonocnema kinseyi",NA,"research",29.5061133333,-98.581795,4,"Audie L. Murphy Memorial Veterans' Hospital, San Antonio, TX, US",NA,"29","unisexual","developing","2021-10-15",11351.3808594,"Agamic Developing"
98320270,"2021-10-15T16:55:38+00:00","2021-10-15T21:56:28+00:00","2022-05-21T17:27:55+00:00","angela_bruenger",1195335,"Belonocnema kinseyi",NA,"research",30.0987706008,-98.4265582637,4,"Mesquite St, Blanco, TX, US",NA,"29","unisexual","developing","2021-10-15",10469.0273438,"Agamic Developing"
98302623,"2021-10-15T13:27:53-05:00","2021-10-15T13:53:03-05:00","2022-05-21T11:31:53-05:00","polylepis",1195335,"Belonocnema kinseyi",NA,"research",29.309854,-94.777955,4,"Galveston, TX 77555, USA",NA,"29","unisexual","perimature","2021-10-15",11695.6308594,"Agamic Perimature"
98280551,"2021-09-01T10:08:00-05:00","2021-10-15T10:10:55-05:00","2022-05-21T11:27:44-05:00","djbrandes",1195335,"Belonocnema kinseyi",NA,"research",29.0431496442,-95.4203585526,2,"Lake Jackson, TX, USA",NA,"29","unisexual","developing","2021-09-01",9318.24804688,"Agamic Developing"
98129972,"2021-10-12T10:20:00+00:00","2021-10-13T19:23:21+00:00","2022-05-21T17:27:50+00:00","ruth427",1195335,"Belonocnema kinseyi",NA,"research",30.2446232596,-97.6988635534,1399,"Pleasant Valley, Austin, TX 78741, USA",NA,"29","unisexual","developing","2021-10-12",10881.5625,"Agamic Developing"
98062271,"2021-10-11T15:11:56-05:00","2021-10-12T19:47:42-05:00","2022-05-21T12:27:46-05:00","rolandia",1195335,"Belonocnema kinseyi",NA,"research",30.1754083333,-97.7310333333,9,"McKinney Falls State Park, Austin, TX, US",NA,"29","unisexual","developing","2021-10-11",10801.2695312,"Agamic Developing"
97918585,"2021-10-11T13:05:12-05:00","2021-10-11T13:13:48-05:00","2022-05-21T12:27:41-05:00","samwilhelm",1195335,"Belonocnema kinseyi",NA,"research",33.0158881494,-98.2334589107,8,"Jacksboro, TX, US",NA,"29","unisexual","developing","2021-10-11",9740.29296875,"Agamic Developing"
97846120,"2021-10-10T16:39:07-05:00","2021-10-10T19:50:55-05:00","2022-05-13T10:15:08-05:00","firebugzy",1195335,"Belonocnema kinseyi",NA,"research",30.49375,-98.8212883333,5,"Enchanted Rock State Natural Area, Fredericksburg, TX, US",NA,"29","unisexual","developing","2021-10-10",10258.5947266,"Agamic Developing"
97827894,"2021-10-10T16:52:34+00:00","2021-10-10T21:53:32+00:00","2022-05-21T17:27:36+00:00","x_sine",1195335,"Belonocnema kinseyi",NA,"research",30.4295870838,-97.7328206611,8,"Yett Creek Neighborhood Park, Austin, TX, US",NA,"29","unisexual","developing","2021-10-10",10774.9375,"Agamic Developing"
97823883,"2021-10-10T15:37:00-05:00","2021-10-10T16:20:48-05:00","2022-05-21T12:27:31-05:00","rtaylorb2",1195335,"Belonocnema kinseyi",NA,"research",29.555837974,-98.4411671851,50,"Texas, US",NA,"29","unisexual","developing","2021-10-10",11129.8671875,"Agamic Developing"
97808552,"2021-10-10T14:26:16+00:00","2021-10-10T19:28:51+00:00","2022-05-21T17:27:26+00:00","jchapac",1195335,"Belonocnema kinseyi",NA,"research",29.7302446122,-98.4612293796,92,"Obst Rd, Bulverde, TX, US",NA,"29","unisexual","developing","2021-10-10",10577.2490234,"Agamic Developing"
97773327,"2021-10-10T09:52:27+00:00","2021-10-10T14:52:31+00:00","2022-05-21T17:27:21+00:00","samantha_maxwell",1195335,"Belonocnema kinseyi",NA,"research",32.8973677536,-96.7384359591,16,"Dallas County, US-TX, US",NA,"29","unisexual","developing","2021-10-10",10439.7373047,"Agamic Developing"
97773240,"2021-10-10T09:51:48+00:00","2021-10-10T14:51:54+00:00","2022-05-21T17:27:17+00:00","samantha_maxwell",1195335,"Belonocnema kinseyi",NA,"research",32.89739206,-96.7385146452,22,"Flint Falls Dr, Dallas, TX, US",NA,"29","unisexual","developing","2021-10-10",10439.7373047,"Agamic Developing"
97716553,"2021-10-09T13:31:51+00:00","2021-10-10T00:27:43+00:00","2022-05-13T15:14:52+00:00","christyreed",1195335,"Belonocnema kinseyi",NA,"research",29.6890083333,-98.35267,32,"Garden Ridge, TX, US",NA,"29","unisexual","developing","2021-10-09",10706.3183594,"Agamic Developing"
97713256,"2021-10-01T11:13:17+00:00","2021-10-09T23:49:33+00:00","2022-05-21T17:27:12+00:00","cmixon",1195335,"Belonocnema kinseyi",NA,"research",30.33033,-97.76976167,5,"Ridge Oak Dr, Austin, TX, US",NA,"29","unisexual","developing","2021-10-01",10605.6152344,"Agamic Developing"
97698989,"2021-10-09T08:41:48-05:00","2021-10-09T16:27:06-05:00","2022-05-21T12:27:08-05:00","courtneygrove",1195335,"Belonocnema kinseyi",NA,"research",29.550277,-98.7409899722,NA,"Helotes, TX 78023, USA",NA,"29","unisexual","developing","2021-10-09",10789.8544922,"Agamic Developing"
97698816,"2021-10-09T11:01:00-05:00","2021-10-09T16:25:21-05:00","2022-05-21T12:27:03-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.8308233333,-97.4746766667,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2021-10-09",10181.3564453,"Agamic Developing"
97694030,"2021-10-09T10:27:00-05:00","2021-10-09T15:49:33-05:00","2022-05-21T12:26:59-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.835535,-97.472085,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2021-10-09",10181.3564453,"Agamic Developing"
97683773,"2021-10-09T09:40:00-05:00","2021-10-09T14:30:21-05:00","2022-05-21T12:26:55-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.8339716667,-97.4734183333,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2021-10-09",10181.3564453,"Agamic Developing"
97677570,"2021-10-09T09:23:00-05:00","2021-10-09T13:41:43-05:00","2022-05-21T12:26:50-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.8308466667,-97.4766466667,NA,"Fort Worth, TX, USA",NA,"29","unisexual","developing","2021-10-09",10181.3564453,"Agamic Developing"
97676697,"2021-10-09T09:20:00-05:00","2021-10-09T13:33:59-05:00","2022-05-21T12:30:11-05:00","bob777",1195335,"Belonocnema kinseyi",NA,"research",32.8309433333,-97.4766266667,NA,"Fort Worth, TX, USA",NA,"29","unisexual","perimature","2021-10-09",10181.3564453,"Agamic Perimature"
97642375,"2021-10-09T08:45:56-05:00","2021-10-09T08:48:04-05:00","2022-05-21T12:18:49-05:00","bobbailey",1195335,"Belonocnema kinseyi",NA,"research",30.2669539722,-97.7752219722,NA,"Barton Hills, Austin, TX, USA",NA,"29","unisexual","developing","2021-10-09",10838.8525391,"Agamic Developing"
97487958,"2021-10-07T16:40:54-05:00","2021-10-07T16:42:51-05:00","2022-05-21T12:18:45-05:00","joefinn01",1195335,"Belonocnema kinseyi",NA,"research",29.7538416667,-98.1232528333,19,"Bluff Ridge Ct, New Braunfels, TX, US",NA,"29","unisexual","developing","2021-10-07",10670.6132812,"Agamic Developing"
97413003,"2021-10-06T16:28:40-05:00","2021-10-06T21:27:23-05:00","2022-05-21T12:18:40-05:00","calebhelsel",1195335,"Belonocnema kinseyi",NA,"research",30.2723399784,-97.8110402096,19,"Ripple Creek Dr, Austin, TX, US",NA,"29","unisexual","developing","2021-10-06",10638.6308594,"Agamic Developing"
97405512,"2021-10-06T11:26:40+00:00","2021-10-07T00:53:04+00:00","2022-05-13T15:08:59+00:00","nflowers",1195335,"Belonocnema kinseyi",NA,"research",30.5063583333,-97.7480783333,65,"Queens Park Cove, Austin, TX, US",NA,"29","unisexual","developing","2021-10-06",10550.8339844,"Agamic Developing"
97388361,"2021-10-06T09:31:00-05:00","2021-10-06T16:30:12-05:00","2022-05-21T12:18:35-05:00","ronstephens",1195335,"Belonocnema kinseyi",NA,"research",29.6165033333,-98.6306983333,NA,"Friends of Friedrich Wilderness, San Antonio, TX, USA",NA,"29","unisexual","developing","2021-10-06",10554.6318359,"Agamic Developing"
97383319,"2021-10-06T15:41:45-05:00","2021-10-06T15:42:10-05:00","2022-05-21T12:18:30-05:00","romietafoya",1195335,"Belonocnema kinseyi",NA,"research",30.1643416565,-97.871726351,71,"Shady Hollow West, TX 78739, USA",NA,"29","unisexual","developing","2021-10-06",10399.8320312,"Agamic Developing"
97280557,"2021-10-05T15:31:11-10:00","2021-10-05T10:31:20-10:00","2022-05-13T05:11:13-10:00","amveach",1195335,"Belonocnema kinseyi",NA,"research",29.5841144119,-98.6287532375,10,"The University of Texas at San Antonio, San Antonio, TX, US",NA,"29","unisexual","developing","2021-10-05",10718.7226562,"Agamic Developing"
97212655,"2021-10-04T22:01:31+00:00","2021-10-05T03:15:02+00:00","2022-05-21T17:18:26+00:00","tiffany504",1195335,"Belonocnema kinseyi",NA,"research",30.493345,-97.89598,16,"Johnson Rd, Leander, TX, US",NA,"29","unisexual","developing","2021-10-04",10566.4472656,"Agamic Developing"
97205790,"2021-10-03T13:05:50+00:00","2021-10-05T01:42:20+00:00","2022-05-13T15:13:15+00:00","vivianemarioneauxmaguire",1195335,"Belonocnema kinseyi",NA,"research",29.550305,-98.4198616667,4416,"Oak Grove Estates, San Antonio, TX, US",NA,"29","unisexual","developing","2021-10-03",10782.0605469,"Agamic Developing"
97199115,"2021-10-03T12:32:10-05:00","2021-10-04T19:18:01-05:00","2022-05-13T10:11:28-05:00","katiecushen",1195335,"Belonocnema kinseyi",NA,"research",30.2772666667,-97.8057722222,NA,"Shepard Of The Hills, West Lake Hills, TX 78746, USA",NA,"29","unisexual","developing","2021-10-03",10507.0234375,"Agamic Developing"
97183523,"2021-10-03T12:07:47-05:00","2021-10-04T16:20:11-05:00","2022-05-21T12:18:22-05:00","fotosmurf",1195335,"Belonocnema kinseyi",NA,"research",29.3473466667,-99.1053471667,4,"US-90 E, Hondo, TX, US",NA,"29","unisexual","developing","2021-10-03",10784.8164062,"Agamic Developing"
97171743,"2021-10-04T14:14:26-05:00","2021-10-04T14:18:47-05:00","2022-05-21T12:18:17-05:00","fatehound",1195335,"Belonocnema kinseyi",NA,"research",30.532298,-97.7162969722,NA,"Round Rock, TX 78681, USA",NA,"29","unisexual","developing","2021-10-04",10412.5253906,"Agamic Developing"
97161067,"2021-10-02T12:51:00-05:00","2021-10-04T12:23:08-05:00","2022-05-21T12:18:13-05:00","khashagen",1195335,"Belonocnema kinseyi",NA,"research",30.4582509057,-91.1853369356,8,"Downtown, Baton Rouge, LA, USA",NA,"29","unisexual","developing","2021-10-02",10437.1845703,"Agamic Developing"
97161059,"2021-10-02T13:39:00-05:00","2021-10-04T12:23:05-05:00","2022-05-21T12:18:08-05:00","khashagen",1195335,"Belonocnema kinseyi",NA,"research",30.4582509057,-91.1853369356,8,"Downtown, Baton Rouge, LA, USA",NA,"29","unisexual","developing","2021-10-02",10437.1845703,"Agamic Developing"
97097267,"2021-10-03T17:44:50-05:00","2021-10-03T20:07:32-05:00","2022-05-21T12:18:04-05:00","bbebow",1195335,"Belonocnema kinseyi",NA,"research",29.6087116667,-98.2388133333,1,"Old Wiederstein Rd, Schertz, TX, US",NA,"29","unisexual","developing","2021-10-03",10588.1298828,"Agamic Developing"
97097246,"2021-10-03T17:44:26-05:00","2021-10-03T20:07:24-05:00","2022-05-21T12:17:59-05:00","bbebow",1195335,"Belonocnema kinseyi",NA,"research",29.6087166667,-98.2387966667,1,"Old Wiederstein Rd, Schertz, TX, US",NA,"29","unisexual","developing","2021-10-03",10588.1298828,"Agamic Developing"
97080485,"2021-10-03T15:33:33+00:00","2021-10-03T22:28:07+00:00","2022-05-21T17:17:54+00:00","chjars",1195335,"Belonocnema kinseyi",NA,"research",30.1538368423,-95.4973476398,40,"Creekwood Park, Spring, TX, US",NA,"29","unisexual","developing","2021-10-03",10792.0615234,"Agamic Developing"
97018949,"2021-10-03T09:40:38-05:00","2021-10-03T09:41:34-05:00","2022-05-21T12:17:49-05:00","renarogue",1195335,"Belonocnema kinseyi",NA,"research",29.62161518,-98.58317156,7,"San Antonio, TX 78257, USA",NA,"29","unisexual","developing","2021-10-03",10502.0947266,"Agamic Developing"
96984710,"2021-10-02T17:33:16-10:00","2021-10-02T19:19:52-10:00","2022-05-21T07:17:45-10:00","cmharper",1195335,"Belonocnema kinseyi",NA,"research",29.8207197228,-97.987279442,6,"Texas, US",NA,"29","unisexual","developing","2021-10-02",10487.8486328,"Agamic Developing"
96953404,"2021-10-01T18:39:42-05:00","2021-10-02T17:48:40-05:00","2022-05-21T12:17:41-05:00","mattmsa",1195335,"Belonocnema kinseyi",NA,"research",29.5548805556,-98.5107527778,NA,"San Antonio, TX 78216, USA",NA,"29","unisexual","developing","2021-10-01",10679.5498047,"Agamic Developing"
96952829,"2021-10-02T17:42:22-05:00","2021-10-02T17:42:47-05:00","2022-05-21T12:17:36-05:00","samwilhelm",1195335,"Belonocnema kinseyi",NA,"research",32.9931350344,-98.2246981351,6,"Palo Pinto County, US-TX, US",NA,"29","unisexual","developing","2021-10-02",9447.8984375,"Agamic Developing"
96935644,"2021-10-02T11:19:13-05:00","2021-10-02T15:24:48-05:00","2022-05-21T12:17:31-05:00","bbebow",1195335,"Belonocnema kinseyi",NA,"research",29.6081,-98.2404466667,14,"Old Wiederstein Rd, Schertz, TX, US",NA,"29","unisexual","developing","2021-10-02",10542.8779297,"Agamic Developing"
96931415,"2021-10-02T14:52:50-05:00","2021-10-02T14:53:38-05:00","2022-05-21T12:17:26-05:00","sherylsr",1195335,"Belonocnema kinseyi",NA,"research",30.1040733699,-98.426331617,5,"Ninth St, Blanco, TX, US",NA,"29","unisexual","developing","2021-10-02",9921.73925781,"Agamic Developing"
96931222,"2021-10-02T14:51:27-05:00","2021-10-02T14:52:01-05:00","2022-05-21T12:17:22-05:00","sherylsr",1195335,"Belonocnema kinseyi",NA,"research",30.1040576119,-98.4262831696,5,"Ninth St, Blanco, TX, US",NA,"29","unisexual","developing","2021-10-02",9921.73925781,"Agamic Developing"
96902791,"2021-10-02T10:54:17-05:00","2021-10-02T10:57:04-05:00","2022-05-21T12:17:17-05:00","peterjoseph",1195335,"Belonocnema kinseyi",NA,"research",29.1099585314,-98.1732389611,5,"SH-97, Floresville, TX, US",NA,"29","unisexual","developing","2021-10-02",10970.3935547,"Agamic Developing"
96851699,"2021-10-01T18:48:04+00:00","2021-10-02T02:28:16+00:00","2022-05-21T17:17:12+00:00","lc80series",1195335,"Belonocnema kinseyi",NA,"research",32.6377833333,-96.938255,65,"Rock Springs Rd, Duncanville, TX, US",NA,"29","unisexual","developing","2021-10-01",9759.99511719,"Agamic Developing"
96848019,"2021-10-01T18:39:05-05:00","2021-10-01T20:38:39-05:00","2022-05-21T12:17:07-05:00","courtneygrove",1195335,"Belonocnema kinseyi",NA,"research",29.5548929722,-98.5107629722,NA,"San Antonio, TX 78216, USA",NA,"29","unisexual","developing","2021-10-01",10679.5498047,"Agamic Developing"
96844997,"2021-10-01T18:38:45+00:00","2021-10-02T00:59:21+00:00","2022-05-21T17:17:03+00:00","ghostess",1195335,"Belonocnema kinseyi",NA,"research",29.6410223858,-98.4715637192,199,"Stone Oak, San Antonio, TX, USA",NA,"29","unisexual","developing","2021-10-01",10295.0341797,"Agamic Developing"
96844581,"2021-10-01T07:44:21-05:00","2021-10-01T19:54:13-05:00","2022-05-15T23:14:56-05:00","starlawd",1195335,"Belonocnema kinseyi",NA,"research",30.207900691,-92.0162838524,26,"Oil Center Dr, Lafayette, LA, US",NA,"29","unisexual","developing","2021-10-01",10463.6162109,"Agamic Developing"
96842468,"2021-10-01T17:30:50-05:00","2021-10-01T19:28:31-05:00","2022-05-21T12:16:58-05:00","althesquid",1195335,"Belonocnema kinseyi",NA,"research",32.9165790708,-96.8695084378,203,"3240 Myra Lane",NA,"29","unisexual","developing","2021-10-01",9845.40527344,"Agamic Developing"
96838431,"2021-10-01T09:33:01-05:00","2021-10-01T18:32:40-05:00","2022-05-21T12:16:54-05:00","bbebow",1195335,"Belonocnema kinseyi",NA,"research",29.6774116667,-98.3426666667,NA,"BCI Bracken Cave Preserve, TX, US",NA,"29","unisexual","developing","2021-10-01",10222.8730469,"Agamic Developing"
96838132,"2021-10-01T18:15:39+00:00","2021-10-01T23:29:35+00:00","2022-05-21T17:16:49+00:00","moni_ca88",1195335,"Belonocnema kinseyi",NA,"research",32.404795,-96.853872,6774,"Southwestern Assemblies of God University, Waxahachie, TX, US",NA,"29","unisexual","developing","2021-10-01",9716.64160156,"Agamic Developing"
96834822,"2021-10-01T10:38:38-05:00","2021-10-01T17:48:21-05:00","2022-05-21T12:16:45-05:00","bbebow",1195335,"Belonocnema kinseyi",NA,"research",29.67268,-98.3583916667,NA,"BCI Bracken Cave Preserve, TX, US",NA,"29","unisexual","developing","2021-10-01",10372.8369141,"Agamic Developing"
96795089,"2021-10-01T10:17:57+00:00","2021-10-01T16:15:15+00:00","2022-05-16T04:36:28+00:00","jessica209",1195335,"Belonocnema kinseyi",NA,"research",30.3995583333,-88.7950216667,32,"Gulf Islands National Seashore, Ocean Springs, MS, US",NA,"29","unisexual","developing","2021-10-01",10152.6953125,"Agamic Developing"
96778278,"2021-09-29T09:05:25-05:00","2021-10-01T08:08:31-05:00","2022-05-21T11:27:40-05:00","will460",1195335,"Belonocnema kinseyi",NA,"research",31.57768663,-97.15372666,11,"North Waco, Waco, TX, USA",NA,"29","unisexual","developing","2021-09-29",9954.25585938,"Agamic Developing"
