"id","observed_on","taxon.name","Latitude","Longitude","uri","Evidence_of_Presence","Life_Stage","Gall_generation","Gall_phenophase","Host_Plant_ID","agdd","adj","doy","phenogen"
77460230,"2021-05-03","Andricus quercuspetiolicola","38.4526633333","-77.2589716667","https://www.inaturalist.org/observations/77460230","Gall","","bisexual","developing","128686",1655.46813965,1638.48912190332,123,"developing_"
77532642,"2021-05-05","Andricus quercuspetiolicola","37.603418","-88.385021","https://www.inaturalist.org/observations/77532642","Gall","","bisexual","developing","",1614.8873291,1579.38942511524,125,"developing_"
77536113,"2021-05-02","Andricus quercuspetiolicola","38.9966383333","-77.2493583333","https://www.inaturalist.org/observations/77536113","Gall","","bisexual","developing","",1487.49230957,1478.07943994322,122,"developing_"
77585094,"2021-04-30","Andricus quercuspetiolicola","38.8394878","-76.9780465997","https://www.inaturalist.org/observations/77585094","Gall","","bisexual","developing","",1534.01330566,1522.71412338362,120,"developing_"
77667743,"2021-05-06","Andricus quercuspetiolicola","35.0741969722","-92.494084","https://www.inaturalist.org/observations/77667743","Gall","","bisexual","developing","82754",2176.66723633,2017.4707504159,126,"developing_"
77801793,"2021-05-07","Andricus quercuspetiolicola","40.6520790129","-73.9984379495","https://www.inaturalist.org/observations/77801793","Gall","","bisexual","developing","54780",1489.41821289,1489.05243503856,127,"developing_"
77804449,"2021-05-05","Andricus quercuspetiolicola","33.8649783333","-84.2273416667","https://www.inaturalist.org/observations/77804449","Gall","","bisexual","developing","54779",2487.59008789,2220.54655071928,125,"developing_"
77822251,"2021-05-07","Andricus quercuspetiolicola","39.1100362997","-76.4406771","https://www.inaturalist.org/observations/77822251","Gall","","bisexual","developing","",1798.21704102,1790.02626283986,127,"developing_"
77963670,"2021-05-08","Andricus quercuspetiolicola","39.3607666667","-74.6500333333","https://www.inaturalist.org/observations/77963670","Gall","","bisexual","developing","",1533.32922363,1527.45533481442,128,"developing_"
77981334,"2021-05-08","Andricus quercuspetiolicola","38.9549743245","-78.0190278032","https://www.inaturalist.org/observations/77981334","Gall","","bisexual","developing","54779",1250.03649902,1240.14578250044,128,"developing_"
78003828,"2021-05-02","Andricus quercuspetiolicola","38.9503861117","-77.0054638883","https://www.inaturalist.org/observations/78003828","Gall","","bisexual","developing","128686",1554.99243164,1545.04812520014,122,"developing_"
78003830,"2021-05-02","Andricus quercuspetiolicola","38.9503583333","-77.005394445","https://www.inaturalist.org/observations/78003830","Gall","","bisexual","developing","128686",1554.99243164,1545.04780016277,122,"developing_"
78083851,"2021-05-09","Andricus quercuspetiolicola","41.9716877238","-87.7037276","https://www.inaturalist.org/observations/78083851","Gall","","bisexual","developing","",1092.82434082,1092.88730810538,129,"developing_"
78160980,"2021-04-30","Andricus quercuspetiolicola","39.0038027833","-77.2447583333","https://www.inaturalist.org/observations/78160980","Gall","","bisexual","developing","54779",1429.36987305,1420.0375893199,120,"developing_"
78161026,"2021-04-30","Andricus quercuspetiolicola","39.0037722167","-77.2447966667","https://www.inaturalist.org/observations/78161026","Gall","","bisexual","developing","white oak",1429.36987305,1420.0372464868,120,"developing_"
78178864,"2021-04-30","Andricus quercuspetiolicola","38.8836512844","-77.1529895998","https://www.inaturalist.org/observations/78178864","Gall","","bisexual","developing","128686",1502.36914062,1491.62335595402,120,"developing_"
78241088,"2021-05-10","Andricus quercuspetiolicola","40.79722764","-77.86273684","https://www.inaturalist.org/observations/78241088","Gall","","bisexual","developing","54780",1130.09313965,1129.88488473136,130,"developing_"
78241701,"2021-05-10","Andricus quercuspetiolicola","40.7972072","-77.8626849","https://www.inaturalist.org/observations/78241701","Gall","","bisexual","developing","54780",1130.09313965,1129.88486655967,130,"developing_"
78404276,"2021-05-11","Andricus quercuspetiolicola","40.6568830004","-73.9871408367","https://www.inaturalist.org/observations/78404276","Gall","","bisexual","developing","",1578.20324707,1577.84365112286,131,"developing_"
78425640,"2021-05-11","Andricus quercuspetiolicola","39.09188934","-86.4520505","https://www.inaturalist.org/observations/78425640","Gall","","bisexual","developing","54779",1520.81872559,1512.43994976527,131,"developing_"
78489953,"2021-05-12","Andricus quercuspetiolicola","39.1274275745","-77.1575916741","https://www.inaturalist.org/observations/78489953","Gall","","bisexual","developing","",1702.85314941,1694.83988106785,132,"developing_"
78513660,"2021-05-12","Andricus quercuspetiolicola","35.77215","-84.242011","https://www.inaturalist.org/observations/78513660","Gall","","bisexual","developing","54779",2295.40380859,2182.6513140425,132,"developing_"
78533932,"2021-05-12","Andricus quercuspetiolicola","40.6077716667","-75.378395","https://www.inaturalist.org/observations/78533932","Gall","","bisexual","developing","",1315.06091309,1314.63474661563,132,"developing_"
78648958,"2021-05-13","Andricus quercuspetiolicola","40.3889540881","-77.2122174874","https://www.inaturalist.org/observations/78648958","Gall","","bisexual","developing","128686",1357.74829102,1356.92539063114,133,"developing_"
78729238,"2021-05-14","Andricus quercuspetiolicola","40.38668","-74.8338083333","https://www.inaturalist.org/observations/78729238","Gall; Gall","","bisexual","developing","",1452.49987793,1451.67191425569,134,"developing_"
78753045,"2021-05-05","Andricus quercuspetiolicola","35.206895","-80.7691583333","https://www.inaturalist.org/observations/78753045","Gall; Gall","Larva; Larva","bisexual","developing","54779",2341.96118164,2192.42503531145,125,"developing_Larva; Larva"
78777189,"2021-05-14","Andricus quercuspetiolicola","33.6627634596","-84.2696386324","https://www.inaturalist.org/observations/78777189","Gall; Gall","","bisexual","developing","54779",2838.05834961,2549.22980331773,134,"developing_"
78862249,"2021-05-15","Andricus quercuspetiolicola","40.6908775","-76.25794","https://www.inaturalist.org/observations/78862249","Gall; Gall","","bisexual","developing","",1309.27404785,1308.95621843769,135,"developing_"
78919155,"2021-05-15","Andricus quercuspetiolicola","43.6067937903","-84.2801439739","https://www.inaturalist.org/observations/78919155","Gall; Gall","","bisexual","developing","54781",996.812316895,1002.42302065866,135,"developing_"
79189489,"2021-05-17","Andricus quercuspetiolicola","40.809936138","-77.7964666486","https://www.inaturalist.org/observations/79189489","Gall; Gall","","bisexual","developing","",1152.65625,1152.45908986648,137,"developing_"
79202041,"2021-05-17","Andricus quercuspetiolicola","43.6160683945","-84.1739654962","https://www.inaturalist.org/observations/79202041","Gall; Gall","","bisexual","developing","54781",1036.35827637,1042.04340574547,137,"developing_"
79237261,"2021-05-17","Andricus quercuspetiolicola","33.3099446088","-86.7555879689","https://www.inaturalist.org/observations/79237261","Gall; Gall","","bisexual","developing","",3043.98779297,2714.36914975856,137,"developing_"
79290743,"2021-05-18","Andricus quercuspetiolicola","40.8083116667","-81.963555","https://www.inaturalist.org/observations/79290743","Gall; Gall","","bisexual","developing","54779",1314.26013184,1314.06157602896,138,"developing_"
79296126,"2021-05-18","Andricus quercuspetiolicola","41.2648583333","-96.00546945","https://www.inaturalist.org/observations/79296126","Gall; Gall","","bisexual","developing","",1545.33508301,1545.32728219413,138,"developing_"
79316284,"2021-05-18","Andricus quercuspetiolicola","41.5445404","-73.2090025","https://www.inaturalist.org/observations/79316284","Gall; Gall","","bisexual","developing","54779",1298.42944336,1298.42949637681,138,"developing_"
79338854,"2021-05-18","Andricus quercuspetiolicola","40.78022","-81.9308383333","https://www.inaturalist.org/observations/79338854","Gall; Gall","","bisexual","developing","128686",1302.12817383,1301.90443025368,138,"developing_"
79421527,"2021-05-19","Andricus quercuspetiolicola","40.4735280919","-74.4248536732","https://www.inaturalist.org/observations/79421527","Gall; Gall","","bisexual","developing","54779",1641.00488281,1640.35596087366,139,"developing_"
79438744,"2021-05-19","Andricus quercuspetiolicola","42.1201249026","-71.1681113482","https://www.inaturalist.org/observations/79438744","Gall; Gall","","bisexual","developing","54779",1306.70910645,1306.85218969002,139,"developing_"
79481051,"2021-05-19","Andricus quercuspetiolicola","42.4477194444","-76.4814583333","https://www.inaturalist.org/observations/79481051","Gall; Gall","","bisexual","developing","54781",1158.04736328,1158.55809240391,139,"developing_"
79530443,"2021-05-19","Andricus quercuspetiolicola","42.4622766667","-71.1554433333","https://www.inaturalist.org/observations/79530443","Gall; Gall","","bisexual","developing","54779",1356.13684082,1356.67146810052,139,"developing_"
79539606,"2021-05-19","Andricus quercuspetiolicola","42.4358866667","-71.1063695","https://www.inaturalist.org/observations/79539606","Gall; Gall","","bisexual","developing","128686",1356.95617676,1357.44801357171,139,"developing_"
79574385,"2021-05-20","Andricus quercuspetiolicola","40.682975","-82.0629278333","https://www.inaturalist.org/observations/79574385","Gall; Gall","","bisexual","developing","54779",1412.38708496,1412.05985181428,140,"developing_"
79577618,"2021-05-20","Andricus quercuspetiolicola","40.681605","-82.0522528333","https://www.inaturalist.org/observations/79577618","Gall; Gall","","bisexual","developing","54779",1412.38708496,1412.05820292387,140,"developing_"
79583293,"2021-05-20","Andricus quercuspetiolicola","39.8101065948","-78.4822317213","https://www.inaturalist.org/observations/79583293","Gall; Gall","","bisexual","developing","",1581.18200684,1578.28646940717,140,"developing_"
79633183,"2021-05-19","Andricus quercuspetiolicola","44.7116583333","-93.173225","https://www.inaturalist.org/observations/79633183","Gall; Gall","","bisexual","developing","",1085.77709961,1105.65356984052,139,"developing_"
79648094,"2021-05-18","Andricus quercuspetiolicola","41.2335166931","-90.3330230711","https://www.inaturalist.org/observations/79648094","Gall; Gall","","bisexual","developing","",1360.49267578,1360.48132145614,138,"developing_"
79649263,"2021-05-21","Andricus quercuspetiolicola","41.46125703","-71.94418167","https://www.inaturalist.org/observations/79649263","Gall; Gall","","bisexual","developing","128686",1371.4909668,1371.49093190767,141,"developing_"
79727691,"2021-05-21","Andricus quercuspetiolicola","41.6880045412","-81.1159970239","https://www.inaturalist.org/observations/79727691","Gall; Gall","","bisexual","developing","128686",1404.5925293,1404.59651639211,141,"developing_"
79823422,"2021-05-21","Andricus quercuspetiolicola","42.429295","-71.1211166667","https://www.inaturalist.org/observations/79823422","Gall; Gall","","bisexual","developing","54779",1407.54492188,1408.02643935371,141,"developing_"
79890005,"2021-05-22","Andricus quercuspetiolicola","43.6797997403","-84.2541384684","https://www.inaturalist.org/observations/79890005","Gall; Gall","","bisexual","developing","54779",1219.02282715,1225.23725342181,142,"developing_"
79890026,"2021-05-22","Andricus quercuspetiolicola","43.6799742874","-84.2525645782","https://www.inaturalist.org/observations/79890026","Gall; Gall","","bisexual","developing","54779",1219.02282715,1225.23874639879,142,"developing_"
79890028,"2021-05-22","Andricus quercuspetiolicola","43.6799898058","-84.2524875638","https://www.inaturalist.org/observations/79890028","Gall; Gall","","bisexual","developing","54779",1219.02282715,1225.23887914596,142,"developing_"
79890030,"2021-05-22","Andricus quercuspetiolicola","43.68004412","-84.2524597854","https://www.inaturalist.org/observations/79890030","Gall; Gall","","bisexual","developing","54779",1219.02282715,1225.23934377424,142,"developing_"
79893975,"2021-05-22","Andricus quercuspetiolicola","43.6784935031","-84.2532730915","https://www.inaturalist.org/observations/79893975","Gall; Gall","","bisexual","developing","54779",1224.97119141,1231.17445245703,142,"developing_"
80027180,"2021-05-23","Andricus quercuspetiolicola","38.2359616667","-94.4380283333","https://www.inaturalist.org/observations/80027180","Gall; Gall","","bisexual","developing","54781",2081.53710938,2060.67217602058,143,"developing_"
80194296,"2021-05-24","Andricus quercuspetiolicola","41.9736783333","-87.6817333333","https://www.inaturalist.org/observations/80194296","Gall; Gall","","bisexual","developing","54783",1493.91833496,1493.98210281524,144,"developing_"
80194356,"2021-05-24","Andricus quercuspetiolicola","41.9736783333","-87.6817333333","https://www.inaturalist.org/observations/80194356","Gall; Gall","","bisexual","developing","54783",1493.91833496,1493.98210281524,144,"developing_"
80194405,"2021-05-24","Andricus quercuspetiolicola","41.9736633333","-87.6817466667","https://www.inaturalist.org/observations/80194405","Gall; Gall","","bisexual","developing","54783",1493.91833496,1493.98209675741,144,"developing_"
80202752,"2021-05-24","Andricus quercuspetiolicola","43.6139611111","-84.1783916667","https://www.inaturalist.org/observations/80202752","Gall; Gall","","bisexual","developing","54780",1310.36328125,1316.03144295235,144,"developing_"
80287555,"2021-05-25","Andricus quercuspetiolicola","41.520839","-81.584519","https://www.inaturalist.org/observations/80287555","Gall; Gall","","bisexual","developing","",1702.56518555,1702.56519097978,145,"developing_"
80301426,"2021-05-25","Andricus quercuspetiolicola","41.1434861667","-82.2370616667","https://www.inaturalist.org/observations/80301426","Gall; Gall","","bisexual","developing","54780",1606.37329102,1606.34610282301,145,"developing_"
80308099,"2021-05-25","Andricus quercuspetiolicola","38.857913345","-77.3284736954","https://www.inaturalist.org/observations/80308099","Gall; Gall","","bisexual","developing","54779",2211.29833984,2200.23229507249,145,"developing_"
80390802,"2021-05-25","Andricus quercuspetiolicola","38.9776163","-76.2493477997","https://www.inaturalist.org/observations/80390802","Gall; Gall","","bisexual","developing","",2172.52661133,2162.89753334094,145,"developing_"
80609864,"2021-05-28","Andricus quercuspetiolicola","41.6563731","-87.0582108","https://www.inaturalist.org/observations/80609864","Gall; Gall","","bisexual","developing","54779",1498.56201172,1498.56430595229,148,"developing_"
80633978,"2021-05-28","Andricus quercuspetiolicola","42.5186916667","-71.3181333333","https://www.inaturalist.org/observations/80633978","Gall; Gall","","bisexual","developing","54779",1590.79394531,1591.42822310947,148,"developing_"
80653194,"2021-05-28","Andricus quercuspetiolicola","32.920042626","-96.8080611852","https://www.inaturalist.org/observations/80653194","Gall; Gall","","bisexual","perimature","54781",3707.00854492,3328.03696604274,148,"perimature_"
80656137,"2021-05-28","Andricus quercuspetiolicola","42.0058111111","-87.6961222222","https://www.inaturalist.org/observations/80656137","Gall; Gall","","bisexual","developing","54780",1629.61120605,1629.68885155985,148,"developing_"
80656138,"2021-05-28","Andricus quercuspetiolicola","42.0058166667","-87.6961277778","https://www.inaturalist.org/observations/80656138","Gall; Gall","","bisexual","developing","54780",1629.61120605,1629.68885411834,148,"developing_"
80658951,"2021-05-28","Andricus quercuspetiolicola","38.8577671424","-77.3284254142","https://www.inaturalist.org/observations/80658951","Gall; Gall","","bisexual","developing","54779",2336.33520508,2325.26732315771,148,"developing_"
80804540,"2021-05-29","Andricus quercuspetiolicola","40.4772890792","-79.9409262554","https://www.inaturalist.org/observations/80804540","Gall; Gall","","bisexual","developing","128686",1882.39416504,1881.75234993951,149,"developing_"
80823884,"2021-05-29","Andricus quercuspetiolicola","40.7058060004","-74.7067987714","https://www.inaturalist.org/observations/80823884","Gall; Gall","","bisexual","developing","54780",1923.34399414,1923.04343422801,149,"developing_"
80826136,"2021-05-22","Andricus quercuspetiolicola","42.2993632799","-71.6209686609","https://www.inaturalist.org/observations/80826136","Gall; Gall","","bisexual","developing","54779",1378.16906738,1378.47553446208,142,"developing_"
80881791,"2021-05-22","Andricus quercuspetiolicola","42.4600472222","-71.1610333333","https://www.inaturalist.org/observations/80881791","Gall; Gall","","bisexual","developing","54779",1457.88183594,1458.41275587982,142,"developing_"
80907962,"2021-05-30","Andricus quercuspetiolicola","40.00946325","-75.52387025","https://www.inaturalist.org/observations/80907962","Gall; Gall","","bisexual","developing","",2015.63867188,2013.65175675761,150,"developing_"
80938262,"2021-05-22","Andricus quercuspetiolicola","38.5162316968","-75.8189874568","https://www.inaturalist.org/observations/80938262","Gall; Gall","","bisexual","developing","54779",2195.77416992,2179.83570324698,142,"developing_"
80996902,"2021-05-30","Andricus quercuspetiolicola","44.4601790898","-93.1504758304","https://www.inaturalist.org/observations/80996902","Gall; Gall","","bisexual","developing","54780",1403.36022949,1418.92365566463,150,"developing_"
80996996,"2021-05-30","Andricus quercuspetiolicola","44.4601813845","-93.1504852263","https://www.inaturalist.org/observations/80996996","Gall; Gall","","bisexual","developing","54780",1403.36022949,1418.92369185848,150,"developing_"
81031842,"2021-05-30","Andricus quercuspetiolicola","40.0094963333","-75.5237948883","https://www.inaturalist.org/observations/81031842","Gall; Gall","","bisexual","developing","",2015.63867188,2013.65188905676,150,"developing_"
81081518,"2021-04-07","Andricus quercuspetiolicola","32.9275099722","-97.2009249722","https://www.inaturalist.org/observations/81081518","Gall; Gall","","bisexual","developing","54783",1848.27539062,1470.29243544888,97,"developing_"
81112123,"2021-05-03","Andricus quercuspetiolicola","40.5760130779","-75.4965609717","https://www.inaturalist.org/observations/81112123","Gall; Gall","Pupa; Pupa","bisexual","developing","54780",1130.51611328,1130.04279996339,123,"developing_Pupa; Pupa"
81143062,"2021-05-29","Andricus quercuspetiolicola","43.9714433394","-83.2218131965","https://www.inaturalist.org/observations/81143062","Gall; Gall","","bisexual","developing","54779",1198.76330566,1207.82069892866,149,"developing_"
81143067,"2021-05-29","Andricus quercuspetiolicola","43.9716659979","-83.2286388886","https://www.inaturalist.org/observations/81143067","Gall; Gall","","bisexual","developing","54779",1198.76330566,1207.82314715872,149,"developing_"
81165948,"2021-05-29","Andricus quercuspetiolicola","42.029142","-87.9278484722","https://www.inaturalist.org/observations/81165948","Organism; Organism; Gall; Gall","","bisexual","developing","",1733.07495117,1733.16384424996,149,"developing_"
81166278,"2021-06-01","Andricus quercuspetiolicola","40.7085836906","-73.8310587365","https://www.inaturalist.org/observations/81166278","Organism; Organism","Adult; Adult","bisexual","","",2143.15087891,2142.85346160221,152,"_Adult; Adult"
81169488,"2021-05-31","Andricus quercuspetiolicola","42.64781","-72.2197866667","https://www.inaturalist.org/observations/81169488","Gall; Gall","","bisexual","developing","54779",1411.4329834,1412.34030502662,151,"developing_"
81237044,"2021-06-01","Andricus quercuspetiolicola","40.0906009722","-88.240722","https://www.inaturalist.org/observations/81237044","Gall; Gall","","bisexual","developing","",2010.42822266,2008.74843977058,152,"developing_"
81257509,"2021-06-01","Andricus quercuspetiolicola","43.6138263935","-84.178307722","https://www.inaturalist.org/observations/81257509","Organism; Organism; Gall; Gall","Larva; Larva","bisexual","developing","54780",1507.59814453,1513.26522264693,152,"developing_Larva; Larva"
81327806,"2021-06-02","Andricus quercuspetiolicola","42.1106297959","-71.1870260615","https://www.inaturalist.org/observations/81327806","Gall; Gall","","bisexual","developing","54779",1711.75427246,1711.89088332036,153,"developing_"
81341737,"2021-06-02","Andricus quercuspetiolicola","40.1799437027","-74.1505162779","https://www.inaturalist.org/observations/81341737","Gall; Gall","","bisexual","developing","",2103.30786133,2101.92770395612,153,"developing_"
81364070,"2021-06-02","Andricus quercuspetiolicola","40.1144279922","-88.2210083044","https://www.inaturalist.org/observations/81364070","Organism; Organism","Adult; Adult","bisexual","maturing","",2042.35961914,2040.7635983178,153,"maturing_Adult; Adult"
81372716,"2021-06-02","Andricus quercuspetiolicola","42.5296066667","-72.30744","https://www.inaturalist.org/observations/81372716","Gall; Gall","","bisexual","developing","54779",1562.30883789,1562.96372325966,153,"developing_"
81513520,"2021-06-03","Andricus quercuspetiolicola","42.629892608","-71.2875203918","https://www.inaturalist.org/observations/81513520","Gall; Gall","","bisexual","developing","54779",1752.31689453,1753.18238592154,154,"developing_"
81514655,"2021-06-03","Andricus quercuspetiolicola","42.6298204165","-71.2881308921","https://www.inaturalist.org/observations/81514655","Gall; Gall","","bisexual","developing","54779",1752.31689453,1753.18222003729,154,"developing_"
81522134,"2021-06-01","Andricus quercuspetiolicola","42.3711566667","-71.46248","https://www.inaturalist.org/observations/81522134","Gall; Gall","","bisexual","developing","54779",1702.74511719,1703.14179695189,152,"developing_"
81583635,"2021-06-04","Andricus quercuspetiolicola","42.536567934","-72.3075090754","https://www.inaturalist.org/observations/81583635","Gall; Gall","","bisexual","developing","54779",1630.92480469,1631.59306329552,155,"developing_"
81614120,"2021-06-03","Andricus quercuspetiolicola","40.6387829722","-77.885557","https://www.inaturalist.org/observations/81614120","Gall; Gall","","bisexual","developing","128686",1782.68322754,1782.29997144132,154,"developing_"
81615693,"2021-06-04","Andricus quercuspetiolicola","42.6301318017","-71.2877620707","https://www.inaturalist.org/observations/81615693","Gall; Gall","","bisexual","developing","",1790.02685547,1790.892896641,155,"developing_"
81616619,"2021-06-04","Andricus quercuspetiolicola","42.6303191078","-71.2872221262","https://www.inaturalist.org/observations/81616619","Organism; Organism; Gall; Gall","Larva; Larva","bisexual","developing","",1790.02685547,1790.89332732089,155,"developing_Larva; Larva"
81696713,"2021-05-24","Andricus quercuspetiolicola","42.4639","-71.0854694444","https://www.inaturalist.org/observations/81696713","Gall; Gall","","bisexual","developing","54779",1516.95788574,1517.49522329047,144,"developing_"
81737861,"2021-06-05","Andricus quercuspetiolicola","40.5511083333","-81.9123083333","https://www.inaturalist.org/observations/81737861","Gall; Gall","","bisexual","developing","54779",2008.70874023,2008.19611361769,156,"developing_"
81778764,"2021-06-05","Andricus quercuspetiolicola","41.0287888333","-74.3771583333","https://www.inaturalist.org/observations/81778764","Gall; Gall","","bisexual","developing","oaks",1816.01000977,1815.94723314381,156,"developing_"
82012685,"2021-06-07","Andricus quercuspetiolicola","41.0126833333","-81.5888533333","https://www.inaturalist.org/observations/82012685","Gall; Gall","","bisexual","developing","54780",2034.64697266,2034.57753660393,158,"developing_"
82098240,"2021-05-31","Andricus quercuspetiolicola","40.3782306861","-87.0891036348","https://www.inaturalist.org/observations/82098240","Organism; Organism; Gall; Gall","Larva; Larva","bisexual","developing","54779",2006.30603027,2005.4590721864,151,"developing_Larva; Larva"
82286767,"2021-06-06","Andricus quercuspetiolicola","42.1911893292","-71.6398366642","https://www.inaturalist.org/observations/82286767","Gall; Gall","","bisexual","developing","",1789.45080566,1789.64893204916,157,"developing_"
82348691,"2021-06-09","Andricus quercuspetiolicola","40.785755","-81.9378133333","https://www.inaturalist.org/observations/82348691","Gall; Gall","","bisexual","developing","54779",2121.10107422,2120.88245271641,160,"developing_"
82505157,"2021-06-10","Andricus quercuspetiolicola","38.6932898","-77.2557572","https://www.inaturalist.org/observations/82505157","Gall; Gall","","bisexual","developing","",2986.90039062,2973.63426916133,161,"developing_"
82576852,"2021-06-10","Andricus quercuspetiolicola","42.45507","-71.0844805","https://www.inaturalist.org/observations/82576852","Gall; Gall","","bisexual","developing","54779",2109.55395508,2110.07666032857,161,"developing_"
82613867,"2021-06-11","Andricus quercuspetiolicola","40.8626533333","-81.8551783333","https://www.inaturalist.org/observations/82613867","Gall; Gall","","bisexual","developing","54779",2122.73876953,2122.5834312805,162,"developing_"
82902396,"2021-06-13","Andricus quercuspetiolicola","42.0914046687","-71.1473569306","https://www.inaturalist.org/observations/82902396","Gall; Gall","","bisexual","developing","128686",2133.36767578,2133.4917854144,164,"developing_"
82924616,"2021-06-12","Andricus quercuspetiolicola","39.0480583333","-77.1172945","https://www.inaturalist.org/observations/82924616","Gall; Gall","","bisexual","perimature","54780",2883.09472656,2874.25005619174,163,"perimature_"
83049508,"2021-06-08","Andricus quercuspetiolicola","41.9977905","-87.7721236997","https://www.inaturalist.org/observations/83049508","Gall; Gall","","bisexual","developing","54781",2040.10095215,2040.17496226223,159,"developing_"
83053304,"2021-06-13","Andricus quercuspetiolicola","42.372225","-71.5137966667","https://www.inaturalist.org/observations/83053304","Gall; Gall","","bisexual","developing","54779",2122.55859375,2122.95673469379,164,"developing_"
83177559,"2021-06-15","Andricus quercuspetiolicola","36.1580392672","-86.7728785146","https://www.inaturalist.org/observations/83177559","Gall; Gall","","bisexual","developing","",3714.95507812,3623.49041811238,166,"developing_"
83408283,"2021-06-16","Andricus quercuspetiolicola","38.9557429722","-77.324696","https://www.inaturalist.org/observations/83408283","Gall; Gall","","bisexual","perimature","",3074.53344727,3064.65168961562,167,"perimature_"
83526255,"2021-06-16","Andricus quercuspetiolicola","42.4562333333","-71.1247166667","https://www.inaturalist.org/observations/83526255","Gall; Gall","","bisexual","developing","54779",2308.25585938,2308.78047701636,167,"developing_"
83658416,"2021-06-18","Andricus quercuspetiolicola","39.5729","-77.4756083333","https://www.inaturalist.org/observations/83658416","Gall; Gall","","bisexual","developing","",2430.90795898,2426.61393955629,169,"developing_"
83864437,"2021-06-20","Andricus quercuspetiolicola","33.7966216667","-84.359725","https://www.inaturalist.org/observations/83864437","Gall; Gall","","bisexual","perimature","54779",4424.88476562,4150.60426492436,171,"perimature_"
83975800,"2021-06-21","Andricus quercuspetiolicola","41.5405273438","-87.8445587158","https://www.inaturalist.org/observations/83975800","Gall; Gall","","bisexual","perimature","",2558.34765625,2558.34769618886,172,"perimature_"
84029008,"2021-06-21","Andricus quercuspetiolicola","43.9808535189","-83.2064751586","https://www.inaturalist.org/observations/84029008","Gall; Gall","","bisexual","developing","54779",1865.20349121,1874.36473873113,172,"developing_"
84452825,"2021-06-25","Andricus quercuspetiolicola","40.775466","-77.863686","https://www.inaturalist.org/observations/84452825","Gall; Gall","","bisexual","perimature","54779",2614.74951172,2614.52130545592,176,"perimature_"
84498421,"2021-06-25","Andricus quercuspetiolicola","40.785393552","-73.935068613","https://www.inaturalist.org/observations/84498421","Gall; Gall","","bisexual","developing","",3184.05493164,3183.83597806422,176,"developing_"
84498436,"2021-06-25","Andricus quercuspetiolicola","40.785719488","-73.9355567304","https://www.inaturalist.org/observations/84498436","Gall; Gall","","bisexual","developing","",3184.05493164,3183.83627752545,176,"developing_"
84498459,"2021-06-25","Andricus quercuspetiolicola","40.785368","-73.935034","https://www.inaturalist.org/observations/84498459","Gall; Gall","","bisexual","perimature","",3184.05493164,3183.83595457618,176,"perimature_"
84507365,"2021-06-25","Andricus quercuspetiolicola","42.1380971667","-87.7807366667","https://www.inaturalist.org/observations/84507365","Gall; Gall","","bisexual","developing","",2637.77319336,2637.92908100606,176,"developing_"
84596348,"2021-06-26","Andricus quercuspetiolicola","39.285235","-84.3903916667","https://www.inaturalist.org/observations/84596348","Gall; Gall","","bisexual","perimature","54780",3165.81152344,3159.293225528,177,"perimature_"
84682071,"2021-06-19","Andricus quercuspetiolicola","44.7668172542","-93.5079543407","https://www.inaturalist.org/observations/84682071","Gall; Gall","","bisexual","developing","54781",2316.8059082,2337.72417859646,170,"developing_"
84782708,"2021-06-25","Andricus quercuspetiolicola","36.1431914501","-79.9962913752","https://www.inaturalist.org/observations/84782708","Gall; Gall","","bisexual","developing","54779",3868.91894531,3776.68949381384,176,"developing_"
85251667,"2021-07-01","Andricus quercuspetiolicola","40.9544819722","-83.5501399722","https://www.inaturalist.org/observations/85251667","Gall; Gall","","bisexual","developing","",3118.35473633,3118.25733193069,182,"developing_"
85271025,"2021-07-01","Andricus quercuspetiolicola","38.5973029722","-75.353149","https://www.inaturalist.org/observations/85271025","Gall; Gall","","bisexual","developing","",3737.50976562,3722.83550003133,182,"developing_"
85326162,"2021-06-24","Andricus quercuspetiolicola","45.2142730905","-93.0677062746","https://www.inaturalist.org/observations/85326162","Gall; Gall","","bisexual","developing","54779",2388.42822266,2419.17309868335,175,"developing_"
85428734,"2021-06-28","Andricus quercuspetiolicola","44.889687","-93.349949","https://www.inaturalist.org/observations/85428734","Gall; Gall","","bisexual","perimature","",2736.04345703,2759.41191437865,179,"perimature_"
85676867,"2021-07-04","Andricus quercuspetiolicola","42.8685979452","-77.5903368742","https://www.inaturalist.org/observations/85676867","Gall; Gall","","bisexual","perimature","",2818.29394531,2819.83202522593,185,"perimature_"
85686868,"2021-07-04","Andricus quercuspetiolicola","40.6987583333","-74.497895","https://www.inaturalist.org/observations/85686868","Gall; Gall","","bisexual","perimature","54780",3272.96582031,3272.65718768871,185,"perimature_"
85855256,"2021-07-05","Andricus quercuspetiolicola","40.5788583333","-81.4499666667","https://www.inaturalist.org/observations/85855256","Gall; Gall","","bisexual","developing","54779",3131.01806641,3130.54911209862,186,"developing_"
86100144,"2021-07-06","Andricus quercuspetiolicola","39.572965","-77.4756516667","https://www.inaturalist.org/observations/86100144","Gall; Gall","","bisexual","developing","",3125.21264648,3120.91906154622,187,"developing_"
86131195,"2021-07-07","Andricus quercuspetiolicola","43.6138094365","-84.1783301981","https://www.inaturalist.org/observations/86131195","Gall; Gall","","bisexual","perimature","54780",2894.89404297,2900.56098470505,188,"perimature_"
