"id","observed_on","taxon.name","Latitude","Longitude","uri","Evidence_of_Presence","Life_Stage","Gall_generation","Gall_phenophase","Host_Plant_ID","agdd","phenogen"
75540138,"2021-04-28","Disholcaspis quercusmamma","42.2241725718","-83.3009867615","https://www.inaturalist.org/observations/75540138","Gall","","unisexual","oviscar","",887.210449219,"unisexual_oviscar_"
75603854,"2021-04-24","Disholcaspis quercusmamma","39.7825688889","-86.3433191667","https://www.inaturalist.org/observations/75603854","Gall","","unisexual","oviscar","",936.512390137,"unisexual_oviscar_"
75819111,"2021-04-30","Disholcaspis quercusmamma","41.9818845699","-87.7468617075","https://www.inaturalist.org/observations/75819111","Gall","","unisexual","oviscar","54781",907.451599121,"unisexual_oviscar_"
89006665,"2021-07-28","Disholcaspis quercusmamma","38.8740522229","-77.4904379406","https://www.inaturalist.org/observations/89006665","Gall","","unisexual","developing","54780",4956.08349609,"unisexual_developing_"
89479650,"2021-07-31","Disholcaspis quercusmamma","41.7728454061","-88.1272537541","https://www.inaturalist.org/observations/89479650","Gall","","unisexual","developing","",4276.96875,"unisexual_developing_"
89573186,"2021-08-01","Disholcaspis quercusmamma","40.7298905868","-83.0948321519","https://www.inaturalist.org/observations/89573186","Gall","","unisexual","developing","54781",4309.40576172,"unisexual_developing_"
89805599,"2021-08-03","Disholcaspis quercusmamma","42.0005194444","-87.6745972222","https://www.inaturalist.org/observations/89805599","Gall","","unisexual","developing","54781",4207.85839844,"unisexual_developing_"
90135894,"2021-08-03","Disholcaspis quercusmamma","46.8779066775","-96.7117680522","https://www.inaturalist.org/observations/90135894","Gall","","unisexual","developing","54781",3761.97998047,"unisexual_developing_"
90194861,"2021-08-06","Disholcaspis quercusmamma","42.1989883333","-88.1232778333","https://www.inaturalist.org/observations/90194861","Gall","","unisexual","developing","54781",4313.01464844,"unisexual_developing_"
90425473,"2021-08-08","Disholcaspis quercusmamma","38.8775666667","-77.4892283333","https://www.inaturalist.org/observations/90425473","Gall","","unisexual","developing","54780",5371.13623047,"unisexual_developing_"
90428274,"2021-08-08","Disholcaspis quercusmamma","39.4206883333","-81.4521116667","https://www.inaturalist.org/observations/90428274","Gall","","unisexual","developing","54780",4980.67089844,"unisexual_developing_"
90714360,"2021-08-10","Disholcaspis quercusmamma","40.777265205","-74.4125985035","https://www.inaturalist.org/observations/90714360","Gall","","unisexual","developing","54780",4889.96044922,"unisexual_developing_"
91039438,"2021-08-13","Disholcaspis quercusmamma","47.91277","-97.0214083333","https://www.inaturalist.org/observations/91039438","Gall","","unisexual","developing","54781",3938.07397461,"unisexual_developing_"
91077835,"2021-08-13","Disholcaspis quercusmamma","41.6339916667","-87.054095","https://www.inaturalist.org/observations/91077835","Gall","","unisexual","developing","54780",4516.72851562,"unisexual_developing_"
91182057,"2021-08-14","Disholcaspis quercusmamma","40.8472833333","-83.5563283333","https://www.inaturalist.org/observations/91182057","Gall","","unisexual","developing","54781",4935.875,"unisexual_developing_"
91184709,"2021-08-14","Disholcaspis quercusmamma","41.0224083333","-83.6896883333","https://www.inaturalist.org/observations/91184709","Gall","","unisexual","developing","54781",4976.97021484,"unisexual_developing_"
91344650,"2021-08-15","Disholcaspis quercusmamma","42.2595361111","-87.8881083333","https://www.inaturalist.org/observations/91344650","Gall","","unisexual","developing","54781",4657.84033203,"unisexual_developing_"
91418114,"2021-08-16","Disholcaspis quercusmamma","40.72330654","-77.93200224","https://www.inaturalist.org/observations/91418114","Gall","","unisexual","developing","54781",4548.78710938,"unisexual_developing_"
91475982,"2021-08-13","Disholcaspis quercusmamma","41.923726","-73.9109619722","https://www.inaturalist.org/observations/91475982","Gall","","unisexual","developing","",4612.56152344,"unisexual_developing_"
91658659,"2017-08-19","Disholcaspis quercusmamma","42.4366247995","-87.8530024135","https://www.inaturalist.org/observations/91658659","Gall","","unisexual","developing","54781",4595.72119141,"unisexual_developing_"
91670756,"2021-08-18","Disholcaspis quercusmamma","42.059699207","-87.7116756566","https://www.inaturalist.org/observations/91670756","Gall","","unisexual","developing","54780",4845.03125,"unisexual_developing_"
91705849,"2021-08-18","Disholcaspis quercusmamma","41.9582747554","-87.667774129","https://www.inaturalist.org/observations/91705849","Gall","","unisexual","developing","",4939.09082031,"unisexual_developing_"
91734489,"2021-08-18","Disholcaspis quercusmamma","40.6517777699","-73.9931620616","https://www.inaturalist.org/observations/91734489","Gall","","unisexual","developing","54780",5782.65966797,"unisexual_developing_"
91746006,"2021-08-18","Disholcaspis quercusmamma","41.977875","-87.7458888889","https://www.inaturalist.org/observations/91746006","Gall","","unisexual","developing","",5014.20410156,"unisexual_developing_"
92049127,"2021-08-20","Disholcaspis quercusmamma","44.9371293206","-93.2037162781","https://www.inaturalist.org/observations/92049127","Gall","","unisexual","developing","54781",4979.71630859,"unisexual_developing_"
92310933,"2021-08-23","Disholcaspis quercusmamma","42.4955716667","-71.418655","https://www.inaturalist.org/observations/92310933","Gall","","unisexual","developing","54780",4869.46484375,"unisexual_developing_"
92478233,"2021-08-25","Disholcaspis quercusmamma","41.2353735092","-95.9302364756","https://www.inaturalist.org/observations/92478233","Gall","","unisexual","developing","",5803.83642578,"unisexual_developing_"
92516250,"2021-08-25","Disholcaspis quercusmamma","42.4786266667","-71.3352616667","https://www.inaturalist.org/observations/92516250","Gall","","unisexual","developing","54780",5010.828125,"unisexual_developing_"
92516252,"2021-08-25","Disholcaspis quercusmamma","42.47865","-71.33529","https://www.inaturalist.org/observations/92516252","Gall","","unisexual","developing","54780",5010.828125,"unisexual_developing_"
92517122,"2021-08-20","Disholcaspis quercusmamma","43.6156497147","-84.1814651209","https://www.inaturalist.org/observations/92517122","Gall","","unisexual","developing","54780",4655.89648438,"unisexual_developing_"
92523341,"2021-08-25","Disholcaspis quercusmamma","40.710995","-81.9835883333","https://www.inaturalist.org/observations/92523341","Gall","","unisexual","developing","54781",5207.28857422,"unisexual_developing_"
92626831,"2021-08-26","Disholcaspis quercusmamma","42.1518083333","-87.7853694444","https://www.inaturalist.org/observations/92626831","Gall","","unisexual","developing","",5130.98779297,"unisexual_developing_"
92856237,"2021-08-28","Disholcaspis quercusmamma","42.0845979181","-87.7381021798","https://www.inaturalist.org/observations/92856237","Gall","","unisexual","developing","",5272.64746094,"unisexual_developing_"
92869859,"2021-08-28","Disholcaspis quercusmamma","41.9812466667","-87.7449033333","https://www.inaturalist.org/observations/92869859","Gall","","unisexual","developing","54780",5479.36914062,"unisexual_developing_"
92869935,"2021-08-28","Disholcaspis quercusmamma","41.981205","-87.74492","https://www.inaturalist.org/observations/92869935","Gall","","unisexual","developing","54780",5479.36914062,"unisexual_developing_"
92875692,"2021-08-28","Disholcaspis quercusmamma","39.1461916667","-84.4960116667","https://www.inaturalist.org/observations/92875692","Gall","","unisexual","developing","54780",6053.71923828,"unisexual_developing_"
92875695,"2021-08-28","Disholcaspis quercusmamma","39.14626","-84.4959083333","https://www.inaturalist.org/observations/92875695","Gall","","unisexual","developing","54780",6053.71923828,"unisexual_developing_"
92895364,"2021-08-14","Disholcaspis quercusmamma","44.6514296793","-93.797773436","https://www.inaturalist.org/observations/92895364","Gall","","unisexual","developing","54781",4457.79736328,"unisexual_developing_"
92918101,"2021-08-29","Disholcaspis quercusmamma","42.8387479549","-85.7790701269","https://www.inaturalist.org/observations/92918101","Gall","","unisexual","developing","54781",5063.26171875,"unisexual_developing_"
92945823,"2021-08-29","Disholcaspis quercusmamma","40.0117027833","-83.0899888333","https://www.inaturalist.org/observations/92945823","Gall","","unisexual","developing","54781",5921.17919922,"unisexual_developing_"
92975181,"2021-08-29","Disholcaspis quercusmamma","38.8774984396","-77.4890057908","https://www.inaturalist.org/observations/92975181","Gall","","unisexual","developing","",6387.83007812,"unisexual_developing_"
93002558,"2021-08-29","Disholcaspis quercusmamma","44.9375564978","-93.20343012","https://www.inaturalist.org/observations/93002558","Gall","","unisexual","developing","oaks",5336.81884766,"unisexual_developing_"
93008887,"2021-08-26","Disholcaspis quercusmamma","38.94418333","-77.02284167","https://www.inaturalist.org/observations/93008887","Gall","","unisexual","developing","54780",6429.92480469,"unisexual_developing_"
93097177,"2021-08-29","Disholcaspis quercusmamma","44.9371211","-93.2037035","https://www.inaturalist.org/observations/93097177","Gall","","unisexual","developing","47851",5336.81884766,"unisexual_developing_"
93207568,"2021-08-31","Disholcaspis quercusmamma","41.7975","-88.1327777778","https://www.inaturalist.org/observations/93207568","Organism; Gall","Larva","unisexual","developing","54780",5635.74365234,"unisexual_developing_Larva"
93241534,"2021-08-31","Disholcaspis quercusmamma","41.4573966667","-87.8963466667","https://www.inaturalist.org/observations/93241534","Gall","","unisexual","developing","",5467.50585938,"unisexual_developing_"
93419278,"2021-09-02","Disholcaspis quercusmamma","39.9394989722","-95.7853099722","https://www.inaturalist.org/observations/93419278","Gall","","unisexual","developing","54781",6130.99609375,"unisexual_developing_"
93435606,"2021-08-30","Disholcaspis quercusmamma","42.477329","-71.3363758056","https://www.inaturalist.org/observations/93435606","Gall","","unisexual","developing","54780",5247.95996094,"unisexual_developing_"
93481039,"2021-08-20","Disholcaspis quercusmamma","44.97159763","-93.39140625","https://www.inaturalist.org/observations/93481039","Gall","","unisexual","developing","54781",4934.58154297,"unisexual_developing_"
93506018,"2021-09-02","Disholcaspis quercusmamma","39.260401","-84.473629","https://www.inaturalist.org/observations/93506018","Gall","","unisexual","developing","",6192.64697266,"unisexual_developing_"
93530723,"2021-09-03","Disholcaspis quercusmamma","42.0408861667","-88.2772366667","https://www.inaturalist.org/observations/93530723","Gall","","unisexual","developing","54781",5554.39306641,"unisexual_developing_"
93530769,"2021-09-03","Disholcaspis quercusmamma","42.0409","-88.277245","https://www.inaturalist.org/observations/93530769","Gall","","unisexual","developing","54781",5554.39306641,"unisexual_developing_"
93530958,"2021-09-03","Disholcaspis quercusmamma","42.0409138333","-88.2772","https://www.inaturalist.org/observations/93530958","Gall","","unisexual","developing","54781",5554.39306641,"unisexual_developing_"
93531015,"2021-09-03","Disholcaspis quercusmamma","42.0408971667","-88.2771833333","https://www.inaturalist.org/observations/93531015","Gall","","unisexual","developing","54781",5554.39306641,"unisexual_developing_"
93637730,"2021-09-04","Disholcaspis quercusmamma","40.77710603","-77.79819804","https://www.inaturalist.org/observations/93637730","Gall","","unisexual","developing","54780",5593.56933594,"unisexual_developing_"
93656421,"2021-09-04","Disholcaspis quercusmamma","41.828755","-88.7299716667","https://www.inaturalist.org/observations/93656421","Gall","","unisexual","developing","54781",5519.08496094,"unisexual_developing_"
93660941,"2021-09-03","Disholcaspis quercusmamma","38.5559027665","-90.4284620385","https://www.inaturalist.org/observations/93660941","Gall","","unisexual","developing","54780",6748.17089844,"unisexual_developing_"
93664790,"2021-09-04","Disholcaspis quercusmamma","41.9813716667","-87.73932","https://www.inaturalist.org/observations/93664790","Gall","","unisexual","developing","",5766.44189453,"unisexual_developing_"
93775456,"2021-09-05","Disholcaspis quercusmamma","40.540076","-85.6475012","https://www.inaturalist.org/observations/93775456","Gall","Larva","unisexual","developing","",5898.52587891,"unisexual_developing_Larva"
93817967,"2021-09-05","Disholcaspis quercusmamma","41.841111","-88.074181","https://www.inaturalist.org/observations/93817967","Organism; Gall","Larva","unisexual","developing","54780",5800.01074219,"unisexual_developing_Larva"
93820047,"2021-09-05","Disholcaspis quercusmamma","42.2454944444","-87.8761527778","https://www.inaturalist.org/observations/93820047","Gall","","unisexual","developing","54780",5515.51416016,"unisexual_developing_"
93820048,"2021-09-05","Disholcaspis quercusmamma","42.2460972222","-87.875175","https://www.inaturalist.org/observations/93820048","Gall","","unisexual","perimature","54781",5515.51416016,"unisexual_perimature_"
93929458,"2021-09-06","Disholcaspis quercusmamma","40.2464063889","-74.5289458333","https://www.inaturalist.org/observations/93929458","Gall","","unisexual","developing","",6159.75146484,"unisexual_developing_"
93947525,"2021-09-06","Disholcaspis quercusmamma","41.4677616667","-73.7049116667","https://www.inaturalist.org/observations/93947525","Gall","","unisexual","developing","",5403.93896484,"unisexual_developing_"
94054930,"2021-09-07","Disholcaspis quercusmamma","41.1558805","-81.8322366667","https://www.inaturalist.org/observations/94054930","Gall","","unisexual","developing","54780",5705.54785156,"unisexual_developing_"
94065673,"2021-09-06","Disholcaspis quercusmamma","42.3872777778","-71.1462055556","https://www.inaturalist.org/observations/94065673","Gall","","unisexual","developing","",5779.34765625,"unisexual_developing_"
94157515,"2021-09-08","Disholcaspis quercusmamma","42.0004027778","-87.6746361111","https://www.inaturalist.org/observations/94157515","Gall","","unisexual","developing","",5742.30273438,"unisexual_developing_"
94229615,"2021-09-09","Disholcaspis quercusmamma","41.0167718451","-81.522943585","https://www.inaturalist.org/observations/94229615","Gall","","unisexual","perimature","",5871.07568359,"unisexual_perimature_"
94238201,"2021-09-09","Disholcaspis quercusmamma","41.202675","-73.6406383333","https://www.inaturalist.org/observations/94238201","Gall","","unisexual","developing","54780",5786.70068359,"unisexual_developing_"
94347624,"2021-09-10","Disholcaspis quercusmamma","32.897906751","-97.0918945698","https://www.inaturalist.org/observations/94347624","Gall","","unisexual","developing","",9032.39941406,"unisexual_developing_"
94381546,"2021-09-10","Disholcaspis quercusmamma","39.8329947918","-86.1934103072","https://www.inaturalist.org/observations/94381546","Gall","","unisexual","developing","54781",6417.10449219,"unisexual_developing_"
94500843,"2021-09-11","Disholcaspis quercusmamma","40.7929212973","-73.9553669841","https://www.inaturalist.org/observations/94500843","Gall","","unisexual","developing","",6662.328125,"unisexual_developing_"
94500967,"2021-09-11","Disholcaspis quercusmamma","40.79275149","-73.9665026348","https://www.inaturalist.org/observations/94500967","Gall","","unisexual","developing","",6610.79394531,"unisexual_developing_"
94505956,"2021-09-11","Disholcaspis quercusmamma","38.190313045","-84.7115928366","https://www.inaturalist.org/observations/94505956","Gall","","unisexual","developing","",6520.77587891,"unisexual_developing_"
94516146,"2021-09-11","Disholcaspis quercusmamma","37.83228","-87.98545","https://www.inaturalist.org/observations/94516146","Gall","","unisexual","developing","54780",6917.20166016,"unisexual_developing_"
94647708,"2021-09-12","Disholcaspis quercusmamma","40.8823276718","-92.194411844","https://www.inaturalist.org/observations/94647708","Gall","","unisexual","developing","",6326.36816406,"unisexual_developing_"
94878416,"2021-09-14","Disholcaspis quercusmamma","41.8812675476","-88.6699066162","https://www.inaturalist.org/observations/94878416","Gall","","unisexual","developing","54781",5871.09667969,"unisexual_developing_"
94986477,"2016-08-25","Disholcaspis quercusmamma","41.8411111111","-88.074181","https://www.inaturalist.org/observations/94986477","Organism; Gall","Larva","unisexual","developing","54780",5424.41699219,"unisexual_developing_Larva"
95105640,"2021-09-16","Disholcaspis quercusmamma","40.7536672494","-73.7437416296","https://www.inaturalist.org/observations/95105640","Gall","","unisexual","developing","54780",6721.34082031,"unisexual_developing_"
95458910,"2021-09-19","Disholcaspis quercusmamma","39.2581116667","-84.5297833333","https://www.inaturalist.org/observations/95458910","Gall","","unisexual","developing","",6898.62207031,"unisexual_developing_"
95458911,"2021-09-19","Disholcaspis quercusmamma","39.2580533333","-84.529735","https://www.inaturalist.org/observations/95458911","Gall","","unisexual","developing","",6898.62207031,"unisexual_developing_"
95707853,"2021-09-21","Disholcaspis quercusmamma","40.87252","-82.3307116667","https://www.inaturalist.org/observations/95707853","Gall","","unisexual","developing","54781",6181.07373047,"unisexual_developing_"
95811443,"2021-09-22","Disholcaspis quercusmamma","40.8936583333","-73.8915866667","https://www.inaturalist.org/observations/95811443","Gall","","unisexual","developing","54780",6856.68310547,"unisexual_developing_"
95892082,"2021-09-23","Disholcaspis quercusmamma","40.8702395345","-73.7911649142","https://www.inaturalist.org/observations/95892082","Gall","","unisexual","developing","",6823.99511719,"unisexual_developing_"
95973849,"2021-09-23","Disholcaspis quercusmamma","40.8684805556","-73.7966833333","https://www.inaturalist.org/observations/95973849","Gall","","unisexual","developing","54780",6823.99511719,"unisexual_developing_"
95973854,"2021-09-23","Disholcaspis quercusmamma","40.87","-73.7914055556","https://www.inaturalist.org/observations/95973854","Gall","","unisexual","developing","54780",6823.99511719,"unisexual_developing_"
96036532,"2021-09-24","Disholcaspis quercusmamma","40.3430805556","-80.3305055556","https://www.inaturalist.org/observations/96036532","Gall","","unisexual","developing","54781",6338.23925781,"unisexual_developing_"
96037338,"2021-09-24","Disholcaspis quercusmamma","40.341525","-80.3318055556","https://www.inaturalist.org/observations/96037338","Gall","","unisexual","developing","",6338.23925781,"unisexual_developing_"
96060293,"2021-09-24","Disholcaspis quercusmamma","41.3586190856","-81.5637944174","https://www.inaturalist.org/observations/96060293","Gall","","unisexual","perimature","",6464.69970703,"unisexual_perimature_"
96099111,"2021-09-25","Disholcaspis quercusmamma","40.7316033333","-84.1251305","https://www.inaturalist.org/observations/96099111","Gall","","unisexual","developing","54781",6737.54980469,"unisexual_developing_"
96114379,"2021-09-25","Disholcaspis quercusmamma","40.5063033333","-84.6380216667","https://www.inaturalist.org/observations/96114379","Gall","","unisexual","developing","54781",6566.11914062,"unisexual_developing_"
96286706,"2021-09-26","Disholcaspis quercusmamma","38.8767250859","-77.4954269334","https://www.inaturalist.org/observations/96286706","Gall","","unisexual","developing","54780",7490.7890625,"unisexual_developing_"
96288087,"2021-09-26","Disholcaspis quercusmamma","41.1248778333","-82.2192466667","https://www.inaturalist.org/observations/96288087","Gall","","unisexual","developing","54780",6405.01074219,"unisexual_developing_"
96308906,"2021-09-26","Disholcaspis quercusmamma","43.6158286115","-84.1813636619","https://www.inaturalist.org/observations/96308906","Gall","","unisexual","developing","54780",5954.65087891,"unisexual_developing_"
96364857,"2021-09-26","Disholcaspis quercusmamma","38.6291","-90.300705","https://www.inaturalist.org/observations/96364857","Gall","","unisexual","developing","",7759.93017578,"unisexual_developing_"
96365780,"2021-09-27","Disholcaspis quercusmamma","40.8004260224","-77.8667222384","https://www.inaturalist.org/observations/96365780","Gall","","unisexual","developing","54780",6272.3828125,"unisexual_developing_"
96422959,"2021-09-27","Disholcaspis quercusmamma","41.2679333333","-82.0710055","https://www.inaturalist.org/observations/96422959","Gall","","unisexual","developing","oaks",6406.06347656,"unisexual_developing_"
96429335,"2021-09-27","Disholcaspis quercusmamma","44.9593516363","-93.2120265414","https://www.inaturalist.org/observations/96429335","Gall","","unisexual","developing","oaks",6334.90917969,"unisexual_developing_"
96429405,"2021-09-27","Disholcaspis quercusmamma","44.9643003429","-93.221044438","https://www.inaturalist.org/observations/96429405","Gall","","unisexual","developing","54781",6334.90917969,"unisexual_developing_"
96470021,"2021-09-28","Disholcaspis quercusmamma","39.3791057997","-84.4742258997","https://www.inaturalist.org/observations/96470021","Gall","","unisexual","developing","54781",7025.38037109,"unisexual_developing_"
96480594,"2021-09-26","Disholcaspis quercusmamma","41.9629166667","-87.634605","https://www.inaturalist.org/observations/96480594","Gall","","unisexual","developing","",6386.56835938,"unisexual_developing_"
96490911,"2021-09-26","Disholcaspis quercusmamma","44.908713","-73.237479","https://www.inaturalist.org/observations/96490911","Gall","","unisexual","developing","",5240.61035156,"unisexual_developing_"
96706270,"2021-09-30","Disholcaspis quercusmamma","40.8005366667","-77.8667633333","https://www.inaturalist.org/observations/96706270","Gall","","unisexual","developing","swamp white oak",6364.29101562,"unisexual_developing_"
96937836,"2021-10-02","Disholcaspis quercusmamma","40.6024093276","-74.5326815428","https://www.inaturalist.org/observations/96937836","Gall","","unisexual","developing","54780",7057.72558594,"unisexual_developing_"
97008468,"2021-10-03","Disholcaspis quercusmamma","40.6517386769","-74.0036427382","https://www.inaturalist.org/observations/97008468","Gall","","unisexual","perimature","54780",7671.98388672,"unisexual_perimature_"
97037741,"2021-09-26","Disholcaspis quercusmamma","42.348315","-72.6506616667","https://www.inaturalist.org/observations/97037741","Gall","","unisexual","developing","54780",6153.91748047,"unisexual_developing_"
97055938,"2021-10-03","Disholcaspis quercusmamma","41.0340416667","-81.604095","https://www.inaturalist.org/observations/97055938","Gall","","unisexual","developing","54780",6573.68554688,"unisexual_developing_"
97066136,"2021-10-03","Disholcaspis quercusmamma","40.6540877272","-73.9945579449","https://www.inaturalist.org/observations/97066136","Gall","","unisexual","developing","54780",7671.98388672,"unisexual_developing_"
97067769,"2021-10-03","Disholcaspis quercusmamma","40.6517590672","-73.9931498665","https://www.inaturalist.org/observations/97067769","Gall","","unisexual","developing","54780",7671.98388672,"unisexual_developing_"
97101475,"2021-10-03","Disholcaspis quercusmamma","42.8460138889","-83.5777833333","https://www.inaturalist.org/observations/97101475","Gall","","unisexual","developing","54780",6125.40722656,"unisexual_developing_"
97101515,"2021-10-03","Disholcaspis quercusmamma","42.8464333333","-83.5763361111","https://www.inaturalist.org/observations/97101515","Gall","","unisexual","developing","54780",6125.40722656,"unisexual_developing_"
97155462,"2021-10-03","Disholcaspis quercusmamma","39.8975403296","-75.3546656022","https://www.inaturalist.org/observations/97155462","Gall","","unisexual","developing","54780",7588.47167969,"unisexual_developing_"
97204955,"2021-10-04","Disholcaspis quercusmamma","35.0944069722","-92.4638139722","https://www.inaturalist.org/observations/97204955","Gall","","unisexual","developing","82754",9021.31933594,"unisexual_developing_"
97296495,"2021-10-05","Disholcaspis quercusmamma","39.13682","-84.519425","https://www.inaturalist.org/observations/97296495","Gall","","unisexual","developing","",7514.86425781,"unisexual_developing_"
97300248,"2021-10-05","Disholcaspis quercusmamma","38.8743863784","-77.4925194021","https://www.inaturalist.org/observations/97300248","Gall","","unisexual","developing","54780",7843.31103516,"unisexual_developing_"
97392589,"2021-10-06","Disholcaspis quercusmamma","41.0154996025","-73.9135857426","https://www.inaturalist.org/observations/97392589","Gall","","unisexual","developing","54780",7188.57519531,"unisexual_developing_"
97406821,"2021-10-06","Disholcaspis quercusmamma","45.0204288192","-93.5094572604","https://www.inaturalist.org/observations/97406821","Gall","","unisexual","developing","54781",6322.71191406,"unisexual_developing_"
97512360,"2021-10-05","Disholcaspis quercusmamma","38.8775783333","-77.4892366667","https://www.inaturalist.org/observations/97512360","Gall","","unisexual","developing","54780",7789.74169922,"unisexual_developing_"
97570732,"2021-10-08","Disholcaspis quercusmamma","39.787514","-75.6572089722","https://www.inaturalist.org/observations/97570732","Gall","","unisexual","developing","",7445.69189453,"unisexual_developing_"
97635982,"2021-10-07","Disholcaspis quercusmamma","40.286249333","-79.3980805733","https://www.inaturalist.org/observations/97635982","Gall","","unisexual","developing","",6772.38964844,"unisexual_developing_"
97688652,"2021-10-09","Disholcaspis quercusmamma","39.8630033399","-88.0587743105","https://www.inaturalist.org/observations/97688652","Gall","","unisexual","developing","",7379.07763672,"unisexual_developing_"
97689758,"2021-10-09","Disholcaspis quercusmamma","39.8329913993","-88.1737409732","https://www.inaturalist.org/observations/97689758","Gall","","unisexual","developing","",7404.640625,"unisexual_developing_"
97763932,"2021-10-05","Disholcaspis quercusmamma","38.8777","-77.4901716667","https://www.inaturalist.org/observations/97763932","Gall","","unisexual","perimature","",7789.74169922,"unisexual_perimature_"
97764969,"2021-10-09","Disholcaspis quercusmamma","41.2229283333","-81.5108866667","https://www.inaturalist.org/observations/97764969","Gall","","unisexual","developing","",6780.71337891,"unisexual_developing_"
97775215,"2021-10-09","Disholcaspis quercusmamma","44.2461","-93.52064","https://www.inaturalist.org/observations/97775215","Gall","","unisexual","developing","54781",6348.48144531,"unisexual_developing_"
97840237,"2021-10-10","Disholcaspis quercusmamma","40.78253","-81.9175633333","https://www.inaturalist.org/observations/97840237","Gall","","unisexual","developing","54780",6723.17138672,"unisexual_developing_"
98126603,"2021-10-13","Disholcaspis quercusmamma","32.927315","-97.2012699722","https://www.inaturalist.org/observations/98126603","Organism; Gall","Larva","unisexual","developing","54781",10369.1923828,"unisexual_developing_Larva"
98548872,"2021-10-17","Disholcaspis quercusmamma","39.2982466667","-84.6932383333","https://www.inaturalist.org/observations/98548872","Gall","","unisexual","developing","",7606.0703125,"unisexual_developing_"
98706680,"2021-10-19","Disholcaspis quercusmamma","40.737445","-74.0102916667","https://www.inaturalist.org/observations/98706680","Gall","","unisexual","developing","861033",8115.91796875,"unisexual_developing_"
98706817,"2021-10-19","Disholcaspis quercusmamma","40.73742","-74.0103138833","https://www.inaturalist.org/observations/98706817","Gall","","unisexual","developing","861033",8115.91796875,"unisexual_developing_"
99162250,"2021-10-23","Disholcaspis quercusmamma","39.538395","-83.4169783333","https://www.inaturalist.org/observations/99162250","Gall","","unisexual","developing","54780",7523.20703125,"unisexual_developing_"
99163049,"2021-10-23","Disholcaspis quercusmamma","39.4397416667","-83.815575","https://www.inaturalist.org/observations/99163049","Gall","","unisexual","developing","54780",7517.16650391,"unisexual_developing_"
99725815,"2021-10-26","Disholcaspis quercusmamma","41.8138012","-88.0516948","https://www.inaturalist.org/observations/99725815","Gall","","unisexual","developing","54780",7531.99755859,"unisexual_developing_"
100260100,"2021-09-22","Disholcaspis quercusmamma","41.3185533726","-72.9249169305","https://www.inaturalist.org/observations/100260100","Gall","","unisexual","developing","",6377.60595703,"unisexual_developing_"
100608797,"2021-11-05","Disholcaspis quercusmamma","40.7358283889","-73.8698196389","https://www.inaturalist.org/observations/100608797","Gall","","unisexual","developing","",8445.21777344,"unisexual_developing_"
100778650,"2021-11-10","Disholcaspis quercusmamma","40.7965794532","-77.8410871235","https://www.inaturalist.org/observations/100778650","Gall","","unisexual","perimature","54781",7507.94189453,"unisexual_perimature_"
101660137,"2021-11-21","Disholcaspis quercusmamma","43.6154909368","-84.1808060501","https://www.inaturalist.org/observations/101660137","Gall","","unisexual","perimature","",6895.64355469,"unisexual_perimature_"
101674816,"2021-11-21","Disholcaspis quercusmamma","38.4277785512","-90.470312291","https://www.inaturalist.org/observations/101674816","Gall","","unisexual","perimature","",8937.29589844,"unisexual_perimature_"
101855718,"2021-11-24","Disholcaspis quercusmamma","41.51533","-87.835305","https://www.inaturalist.org/observations/101855718","Gall","","unisexual","perimature","",7636.93798828,"unisexual_perimature_"
