"Site","Plant.number","observed_on","Plant.species","FlushPercent","Latitude","Longitude","agdd32","agdd50"
"Gatorama","Tree 2",2017-03-13,"Quercus virginiana",0.526119402985075,26.9326,-81.29,2430.77319336,1136.69042969
"Gatorama","Tree 2",2017-03-16,"Quercus virginiana",0.555555555555556,26.9326,-81.29,2517.25439453,1169.17138672
"Gatorama","Tree 2",2017-03-20,"Quercus virginiana",0.679245283018868,26.9326,-81.29,2623.32836914,1203.24523926
"Gatorama","Tree 2",2017-03-24,"Quercus virginiana",0.708502024291498,26.9326,-81.29,2759.5793457,1267.49621582
"Gatorama","Tree 2",2017-03-28,"Quercus virginiana",0.818181818181818,26.9326,-81.29,2903.8762207,1339.79321289
"Gatorama","Tree 2",2017-04-01,"Quercus virginiana",0.87890625,26.9326,-81.29,3063.57202148,1427.48925781
"Gatorama","Tree 2",2017-04-05,"Quercus virginiana",0.915057915057915,26.9326,-81.29,3246.64990234,1538.56713867
"Gatorama","Tree 2",2017-04-08,"Quercus virginiana",0.921933085501859,26.9326,-81.29,3360.22998047,1598.14709473
"Gatorama","Tree 2",2017-04-11,"Quercus virginiana",0.936170212765957,26.9326,-81.29,3461.0300293,1644.94702148
"Gatorama","Tree 2",2017-04-14,"Quercus virginiana",0.917355371900826,26.9326,-81.29,3572.49487305,1702.41210938
"Gatorama","Tree 2",2017-04-17,"Quercus virginiana",0.96,26.9326,-81.29,3691.15991211,1767.07714844
"Gatorama","Tree 2",2017-04-19,"Quercus virginiana",0.90625,26.9326,-81.29,3771.25073242,1811.16809082
"Gatorama","Tree 2",2017-04-22,"Quercus virginiana",0.914163090128755,26.9326,-81.29,3893.87548828,1879.79309082
"Gatorama","Tree 3",2017-04-11,"Quercus virginiana",0.876923076923077,26.9326,-81.29,3461.0300293,1644.94702148
"Gatorama","Tree 3",2017-04-14,"Quercus virginiana",0.969072164948454,26.9326,-81.29,3572.49487305,1702.41210938
"Gatorama","Tree 3",2017-04-17,"Quercus virginiana",0.953271028037383,26.9326,-81.29,3691.15991211,1767.07714844
"Gatorama","Tree 3",2017-04-19,"Quercus virginiana",0.914893617021277,26.9326,-81.29,3771.25073242,1811.16809082
"Gatorama","Tree 3",2017-04-22,"Quercus virginiana",0.940860215053763,26.9326,-81.29,3893.87548828,1879.79309082
"Gatorama","Tree 4",2017-03-10,"Quercus virginiana",0.388429752066116,26.9326,-81.29,2313.55737305,1073.4744873
"Gatorama","Tree 4",2017-03-13,"Quercus virginiana",0.493975903614458,26.9326,-81.29,2430.77319336,1136.69042969
"Gatorama","Tree 4",2017-03-16,"Quercus virginiana",0.637795275590551,26.9326,-81.29,2517.25439453,1169.17138672
"Gatorama","Tree 4",2017-03-20,"Quercus virginiana",0.704225352112676,26.9326,-81.29,2623.32836914,1203.24523926
"Gatorama","Tree 4",2017-03-24,"Quercus virginiana",0.753968253968254,26.9326,-81.29,2759.5793457,1267.49621582
"Gatorama","Tree 4",2017-03-28,"Quercus virginiana",0.852112676056338,26.9326,-81.29,2903.8762207,1339.79321289
"Gatorama","Tree 4",2017-04-01,"Quercus virginiana",0.90625,26.9326,-81.29,3063.57202148,1427.48925781
"Gatorama","Tree 4",2017-04-05,"Quercus virginiana",0.928571428571429,26.9326,-81.29,3246.64990234,1538.56713867
"Gatorama","Tree 4",2017-04-08,"Quercus virginiana",0.942857142857143,26.9326,-81.29,3360.22998047,1598.14709473
"Gatorama","Tree 4",2017-04-11,"Quercus virginiana",0.941666666666667,26.9326,-81.29,3461.0300293,1644.94702148
"Gatorama","Tree 4",2017-04-14,"Quercus virginiana",0.930769230769231,26.9326,-81.29,3572.49487305,1702.41210938
"Gatorama","Tree 4",2017-04-17,"Quercus virginiana",0.927007299270073,26.9326,-81.29,3691.15991211,1767.07714844
"Gatorama","Tree 4",2017-04-19,"Quercus virginiana",0.909836065573771,26.9326,-81.29,3771.25073242,1811.16809082
"Gatorama","Tree 4",2017-04-22,"Quercus virginiana",0.952,26.9326,-81.29,3893.87548828,1879.79309082
"Gatorama","Tree 1",2017-03-10,"Quercus geminata",0,26.9326,-81.29,2313.55737305,1073.4744873
"Gatorama","Tree 1",2017-03-13,"Quercus geminata",0,26.9326,-81.29,2430.77319336,1136.69042969
"Gatorama","Tree 1",2017-03-16,"Quercus geminata",0.0138888888888889,26.9326,-81.29,2517.25439453,1169.17138672
"Gatorama","Tree 1",2017-03-20,"Quercus geminata",0.0395480225988701,26.9326,-81.29,2623.32836914,1203.24523926
"Gatorama","Tree 1",2017-03-24,"Quercus geminata",0.032258064516129,26.9326,-81.29,2759.5793457,1267.49621582
"Gatorama","Tree 1",2017-03-28,"Quercus geminata",0.05,26.9326,-81.29,2903.8762207,1339.79321289
"Gatorama","Tree 1",2017-04-01,"Quercus geminata",0.194444444444444,26.9326,-81.29,3063.57202148,1427.48925781
"Gatorama","Tree 1",2017-04-05,"Quercus geminata",0.3,26.9326,-81.29,3246.64990234,1538.56713867
"Gatorama","Tree 1",2017-04-08,"Quercus geminata",0.73469387755102,26.9326,-81.29,3360.22998047,1598.14709473
"Gatorama","Tree 1",2017-04-11,"Quercus geminata",0.802919708029197,26.9326,-81.29,3461.0300293,1644.94702148
"Gatorama","Tree 1",2017-04-14,"Quercus geminata",0.84,26.9326,-81.29,3572.49487305,1702.41210938
"Gatorama","Tree 1",2017-04-17,"Quercus geminata",0.830357142857143,26.9326,-81.29,3691.15991211,1767.07714844
"Gatorama","Tree 1",2017-04-19,"Quercus geminata",0.884615384615385,26.9326,-81.29,3771.25073242,1811.16809082
"Gatorama","Tree 1",2017-04-22,"Quercus geminata",0.943661971830986,26.9326,-81.29,3893.87548828,1879.79309082
"Gatorama","Tree 2",2017-03-10,"Quercus geminata",0.00680272108843537,26.9326,-81.29,2313.55737305,1073.4744873
"Gatorama","Tree 2",2017-03-13,"Quercus geminata",0.00694444444444444,26.9326,-81.29,2430.77319336,1136.69042969
"Gatorama","Tree 2",2017-03-16,"Quercus geminata",0.0150375939849624,26.9326,-81.29,2517.25439453,1169.17138672
"Gatorama","Tree 2",2017-03-20,"Quercus geminata",0,26.9326,-81.29,2623.32836914,1203.24523926
"Gatorama","Tree 2",2017-03-24,"Quercus geminata",0.0333333333333333,26.9326,-81.29,2759.5793457,1267.49621582
"Gatorama","Tree 2",2017-03-28,"Quercus geminata",0.0833333333333333,26.9326,-81.29,2903.8762207,1339.79321289
"Gatorama","Tree 2",2017-04-01,"Quercus geminata",0.169811320754717,26.9326,-81.29,3063.57202148,1427.48925781
"Gatorama","Tree 2",2017-04-05,"Quercus geminata",0.277777777777778,26.9326,-81.29,3246.64990234,1538.56713867
"Gatorama","Tree 2",2017-04-08,"Quercus geminata",0.4,26.9326,-81.29,3360.22998047,1598.14709473
"Gatorama","Tree 2",2017-04-11,"Quercus geminata",0.752212389380531,26.9326,-81.29,3461.0300293,1644.94702148
"Gatorama","Tree 2",2017-04-14,"Quercus geminata",0.783783783783784,26.9326,-81.29,3572.49487305,1702.41210938
"Gatorama","Tree 2",2017-04-17,"Quercus geminata",0.817460317460317,26.9326,-81.29,3691.15991211,1767.07714844
"Gatorama","Tree 2",2017-04-19,"Quercus geminata",0.863636363636364,26.9326,-81.29,3771.25073242,1811.16809082
"Gatorama","Tree 2",2017-04-22,"Quercus geminata",0.938271604938272,26.9326,-81.29,3893.87548828,1879.79309082
"Gatorama","Tree 3",2017-03-10,"Quercus geminata",0.00662251655629139,26.9326,-81.29,2313.55737305,1073.4744873
"Gatorama","Tree 3",2017-03-13,"Quercus geminata",0.0144927536231884,26.9326,-81.29,2430.77319336,1136.69042969
"Gatorama","Tree 3",2017-03-16,"Quercus geminata",0.00632911392405063,26.9326,-81.29,2517.25439453,1169.17138672
"Gatorama","Tree 3",2017-03-20,"Quercus geminata",0.0245398773006135,26.9326,-81.29,2623.32836914,1203.24523926
"Gatorama","Tree 3",2017-03-24,"Quercus geminata",0.0661157024793388,26.9326,-81.29,2759.5793457,1267.49621582
"Gatorama","Tree 3",2017-03-28,"Quercus geminata",0.148148148148148,26.9326,-81.29,2903.8762207,1339.79321289
"Gatorama","Tree 3",2017-04-01,"Quercus geminata",0.241935483870968,26.9326,-81.29,3063.57202148,1427.48925781
"Gatorama","Tree 3",2017-04-05,"Quercus geminata",0.352459016393443,26.9326,-81.29,3246.64990234,1538.56713867
"Gatorama","Tree 3",2017-04-08,"Quercus geminata",0.782258064516129,26.9326,-81.29,3360.22998047,1598.14709473
"Gatorama","Tree 3",2017-04-11,"Quercus geminata",0.834710743801653,26.9326,-81.29,3461.0300293,1644.94702148
"Gatorama","Tree 3",2017-04-14,"Quercus geminata",0.825,26.9326,-81.29,3572.49487305,1702.41210938
"Gatorama","Tree 3",2017-04-17,"Quercus geminata",0.81203007518797,26.9326,-81.29,3691.15991211,1767.07714844
"Gatorama","Tree 3",2017-04-19,"Quercus geminata",0.808333333333333,26.9326,-81.29,3771.25073242,1811.16809082
"Gatorama","Tree 3",2017-04-22,"Quercus geminata",0.875,26.9326,-81.29,3893.87548828,1879.79309082
"Gatorama","Tree 4",2017-03-10,"Quercus geminata",0.0420168067226891,26.9326,-81.29,2313.55737305,1073.4744873
"Gatorama","Tree 4",2017-03-13,"Quercus geminata",0.0352112676056338,26.9326,-81.29,2430.77319336,1136.69042969
"Gatorama","Tree 4",2017-03-16,"Quercus geminata",0.0701754385964912,26.9326,-81.29,2517.25439453,1169.17138672
"Gatorama","Tree 4",2017-03-20,"Quercus geminata",0.0588235294117647,26.9326,-81.29,2623.32836914,1203.24523926
"Gatorama","Tree 4",2017-03-24,"Quercus geminata",0.111111111111111,26.9326,-81.29,2759.5793457,1267.49621582
"Gatorama","Tree 4",2017-03-28,"Quercus geminata",0.188976377952756,26.9326,-81.29,2903.8762207,1339.79321289
"Gatorama","Tree 4",2017-04-01,"Quercus geminata",0.326388888888889,26.9326,-81.29,3063.57202148,1427.48925781
"Gatorama","Tree 4",2017-04-05,"Quercus geminata",0.482758620689655,26.9326,-81.29,3246.64990234,1538.56713867
"Gatorama","Tree 4",2017-04-08,"Quercus geminata",0.666666666666667,26.9326,-81.29,3360.22998047,1598.14709473
"Gatorama","Tree 4",2017-04-11,"Quercus geminata",0.75,26.9326,-81.29,3461.0300293,1644.94702148
"Gatorama","Tree 4",2017-04-14,"Quercus geminata",0.833333333333333,26.9326,-81.29,3572.49487305,1702.41210938
"Gatorama","Tree 4",2017-04-17,"Quercus geminata",0.866666666666667,26.9326,-81.29,3691.15991211,1767.07714844
"Gatorama","Tree 4",2017-04-19,"Quercus geminata",0.948717948717949,26.9326,-81.29,3771.25073242,1811.16809082
"Gatorama","Tree 4",2017-04-22,"Quercus geminata",0.907692307692308,26.9326,-81.29,3893.87548828,1879.79309082
"Kissimmee","Tree 1",2017-03-08,"Quercus virginiana",0.27979274611399,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 1",2017-03-11,"Quercus virginiana",0.264423076923077,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 1",2017-03-17,"Quercus virginiana",0.424050632911392,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 1",2017-03-20,"Quercus virginiana",0.58433734939759,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 1",2017-03-23,"Quercus virginiana",0.659340659340659,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 1",2017-03-28,"Quercus virginiana",0.822916666666667,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 1",2017-04-01,"Quercus virginiana",0.913978494623656,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 1",2017-04-05,"Quercus virginiana",0.908333333333333,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 1",2017-04-08,"Quercus virginiana",0.945454545454545,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 1",2017-04-12,"Quercus virginiana",0.943396226415094,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 1",2017-04-15,"Quercus virginiana",0.937984496124031,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 1",2017-04-19,"Quercus virginiana",0.963636363636364,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 1",2017-04-22,"Quercus virginiana",0.95049504950495,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 2",2017-03-08,"Quercus virginiana",0.180257510729614,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 2",2017-03-11,"Quercus virginiana",0.17687074829932,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 2",2017-03-17,"Quercus virginiana",0.410891089108911,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 2",2017-03-20,"Quercus virginiana",0.591160220994475,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 2",2017-03-23,"Quercus virginiana",0.680851063829787,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 2",2017-03-28,"Quercus virginiana",0.814814814814815,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 2",2017-04-01,"Quercus virginiana",0.91578947368421,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 2",2017-04-05,"Quercus virginiana",0.9375,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 2",2017-04-08,"Quercus virginiana",0.929824561403509,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 2",2017-04-12,"Quercus virginiana",0.917241379310345,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 2",2017-04-15,"Quercus virginiana",0.957983193277311,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 2",2017-04-19,"Quercus virginiana",0.952830188679245,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 2",2017-04-22,"Quercus virginiana",0.916083916083916,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 3",2017-03-08,"Quercus virginiana",0.34375,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 3",2017-03-11,"Quercus virginiana",0.379310344827586,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 3",2017-03-17,"Quercus virginiana",0.365168539325843,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 3",2017-03-20,"Quercus virginiana",0.607142857142857,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 3",2017-03-23,"Quercus virginiana",0.758620689655172,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 3",2017-03-28,"Quercus virginiana",0.825242718446602,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 3",2017-04-01,"Quercus virginiana",0.844036697247706,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 3",2017-04-05,"Quercus virginiana",0.815789473684211,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 3",2017-04-08,"Quercus virginiana",0.9453125,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 3",2017-04-12,"Quercus virginiana",0.942307692307692,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 3",2017-04-15,"Quercus virginiana",0.913669064748201,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 3",2017-04-19,"Quercus virginiana",0.953125,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 3",2017-04-22,"Quercus virginiana",0.911764705882353,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 4",2017-03-08,"Quercus virginiana",0.046583850931677,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 4",2017-03-11,"Quercus virginiana",0.150326797385621,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 4",2017-03-17,"Quercus virginiana",0.50261780104712,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 4",2017-03-20,"Quercus virginiana",0.438356164383562,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 4",2017-03-23,"Quercus virginiana",0.5,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 4",2017-03-28,"Quercus virginiana",0.785046728971963,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 4",2017-04-01,"Quercus virginiana",0.777777777777778,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 4",2017-04-05,"Quercus virginiana",0.810810810810811,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 4",2017-04-08,"Quercus virginiana",0.893805309734513,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 4",2017-04-12,"Quercus virginiana",0.890625,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 4",2017-04-15,"Quercus virginiana",0.944954128440367,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 4",2017-04-19,"Quercus virginiana",0.889830508474576,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 4",2017-04-22,"Quercus virginiana",0.945454545454545,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 5",2017-03-08,"Quercus virginiana",0.137614678899083,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 5",2017-03-11,"Quercus virginiana",0.23134328358209,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 5",2017-03-17,"Quercus virginiana",0.48062015503876,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 5",2017-03-20,"Quercus virginiana",0.588235294117647,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 5",2017-03-23,"Quercus virginiana",0.484536082474227,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 5",2017-03-28,"Quercus virginiana",0.508196721311475,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 5",2017-04-01,"Quercus virginiana",0.6171875,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 5",2017-04-05,"Quercus virginiana",0.758928571428571,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 5",2017-04-08,"Quercus virginiana",0.93859649122807,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 5",2017-04-12,"Quercus virginiana",0.935185185185185,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 5",2017-04-15,"Quercus virginiana",0.867256637168142,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 5",2017-04-19,"Quercus virginiana",0.926829268292683,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 5",2017-04-22,"Quercus virginiana",0.903846153846154,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 1",2017-03-23,"Quercus geminata",0.148936170212766,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 1",2017-03-08,"Quercus geminata",0,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 1",2017-03-11,"Quercus geminata",0,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 1",2017-03-13,"Quercus geminata",0,27.9828,-81.3826,2445.99194336,1155.72497559
"Kissimmee","Tree 1",2017-03-17,"Quercus geminata",0,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 1",2017-03-20,"Quercus geminata",0,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 1",2017-03-28,"Quercus geminata",0.292307692307692,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 1",2017-04-01,"Quercus geminata",0.270833333333333,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 1",2017-04-05,"Quercus geminata",0.416666666666667,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 1",2017-04-08,"Quercus geminata",0.528301886792453,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 1",2017-04-12,"Quercus geminata",0.565789473684211,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 1",2017-04-15,"Quercus geminata",0.660377358490566,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 1",2017-04-19,"Quercus geminata",0.838235294117647,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 1",2017-04-22,"Quercus geminata",0.922222222222222,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 2",2017-03-08,"Quercus geminata",0,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 2",2017-03-11,"Quercus geminata",0,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 2",2017-03-13,"Quercus geminata",0,27.9828,-81.3826,2445.99194336,1155.72497559
"Kissimmee","Tree 2",2017-03-17,"Quercus geminata",0.0294117647058824,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 2",2017-03-20,"Quercus geminata",0.147058823529412,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 2",2017-03-23,"Quercus geminata",0.26530612244898,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 2",2017-03-28,"Quercus geminata",0.0980392156862745,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 2",2017-04-01,"Quercus geminata",0.169491525423729,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 2",2017-04-05,"Quercus geminata",0.423076923076923,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 2",2017-04-08,"Quercus geminata",0.534722222222222,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 2",2017-04-12,"Quercus geminata",0.663265306122449,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 2",2017-04-15,"Quercus geminata",0.722222222222222,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 2",2017-04-19,"Quercus geminata",0.805970149253731,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 2",2017-04-22,"Quercus geminata",0.918032786885246,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 3",2017-03-08,"Quercus geminata",0,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 3",2017-03-11,"Quercus geminata",0,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 3",2017-03-13,"Quercus geminata",0,27.9828,-81.3826,2445.99194336,1155.72497559
"Kissimmee","Tree 3",2017-03-17,"Quercus geminata",0,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 3",2017-03-20,"Quercus geminata",0.04,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 3",2017-03-23,"Quercus geminata",0.0444444444444444,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 3",2017-03-28,"Quercus geminata",0.0645161290322581,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 3",2017-04-01,"Quercus geminata",0.155172413793103,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 3",2017-04-05,"Quercus geminata",0.4,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 3",2017-04-08,"Quercus geminata",0.532710280373832,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 3",2017-04-12,"Quercus geminata",0.576923076923077,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 3",2017-04-15,"Quercus geminata",0.698412698412698,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 3",2017-04-19,"Quercus geminata",0.912280701754386,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 3",2017-04-22,"Quercus geminata",0.876543209876543,27.9828,-81.3826,3934.22290039,1923.95507812
"Lake Lizzie","Tree 1",2017-03-08,"Quercus virginiana",0.214285714285714,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 1",2017-03-11,"Quercus virginiana",0.430656934306569,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 1",2017-03-13,"Quercus virginiana",0.5859375,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 1",2017-03-17,"Quercus virginiana",0.75,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 1",2017-03-21,"Quercus virginiana",0.747572815533981,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 1",2017-03-26,"Quercus virginiana",0.851851851851852,28.2451,-81.1681,2765.67236328,1240.93701172
"Lake Lizzie","Tree 1",2017-03-30,"Quercus virginiana",0.836538461538462,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 1",2017-04-03,"Quercus virginiana",0.927710843373494,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 1",2017-04-06,"Quercus virginiana",0.854700854700855,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 1",2017-04-09,"Quercus virginiana",0.935185185185185,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 1",2017-04-12,"Quercus virginiana",0.952830188679245,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 1",2017-04-15,"Quercus virginiana",0.933884297520661,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 1",2017-04-18,"Quercus virginiana",0.813725490196078,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 1",2017-04-22,"Quercus virginiana",0.925233644859813,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 2",2017-03-08,"Quercus virginiana",0.23728813559322,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 2",2017-03-11,"Quercus virginiana",0.373913043478261,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 2",2017-03-13,"Quercus virginiana",0.610294117647059,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 2",2017-03-17,"Quercus virginiana",0.72992700729927,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 2",2017-03-21,"Quercus virginiana",0.686440677966102,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 2",2017-03-25,"Quercus virginiana",0.714285714285714,28.2451,-81.1681,2730.14038086,1223.4050293
"Lake Lizzie","Tree 2",2017-03-30,"Quercus virginiana",0.752,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 2",2017-04-03,"Quercus virginiana",0.902654867256637,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 2",2017-04-06,"Quercus virginiana",0.96551724137931,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 2",2017-04-09,"Quercus virginiana",0.947826086956522,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 2",2017-04-12,"Quercus virginiana",0.876190476190476,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 2",2017-04-15,"Quercus virginiana",0.890909090909091,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 2",2017-04-18,"Quercus virginiana",0.948979591836735,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 2",2017-04-22,"Quercus virginiana",0.925619834710744,28.2451,-81.1681,3828.66186523,1817.92663574
