"id","observed_on","taxon.name","Latitude","Longitude","uri","Evidence_of_Presence","Life_Stage","Gall_generation","Gall_phenophase","agdd","phenogen"
58652792,"2020-09-05","Neuroterus quercusverrucarum","32.6952316667","-97.4503133333","https://www.inaturalist.org/observations/58652792","Gall","","unisexual","developing",9346.67382812,"developing_"
58656519,"2020-09-05","Neuroterus quercusverrucarum","38.7634583333","-83.4109633333","https://www.inaturalist.org/observations/58656519","Gall","","unisexual","developing",6463.67236328,"developing_"
58665118,"2020-09-05","Neuroterus quercusverrucarum","38.8379366667","-83.57695","https://www.inaturalist.org/observations/58665118","Gall","","unisexual","developing",6291.05908203,"developing_"
58767214,"2020-09-06","Neuroterus quercusverrucarum","38.8585926864","-77.3277254417","https://www.inaturalist.org/observations/58767214","Gall","","unisexual","developing",7033.25341797,"developing_"
58809311,"2020-09-06","Neuroterus quercusverrucarum","32.9373689722","-97.18917","https://www.inaturalist.org/observations/58809311","Gall","","unisexual","developing",9058.47070312,"developing_"
59106019,"2020-09-08","Neuroterus quercusverrucarum","32.6826489722","-97.173978","https://www.inaturalist.org/observations/59106019","Gall","","unisexual","developing",9383.47851562,"developing_"
59130063,"2020-09-10","Neuroterus quercusverrucarum","40.0453388333","-83.4793466667","https://www.inaturalist.org/observations/59130063","Gall","","unisexual","developing",6002.19677734,"developing_"
59192956,"2020-09-10","Neuroterus quercusverrucarum","32.67971","-97.1456359722","https://www.inaturalist.org/observations/59192956","Gall","","unisexual","developing",9479.28320312,"developing_"
59279532,"2020-09-11","Neuroterus quercusverrucarum","42.6622194444","-83.08335","https://www.inaturalist.org/observations/59279532","Gall","","unisexual","developing",5667.73779297,"developing_"
59605509,"2020-09-14","Neuroterus quercusverrucarum","32.30072887","-96.63161591","https://www.inaturalist.org/observations/59605509","Gall","","unisexual","developing",9653.44433594,"developing_"
59628993,"2020-09-13","Neuroterus quercusverrucarum","33.1451090348","-98.993053695","https://www.inaturalist.org/observations/59628993","Gall","","unisexual","developing",9208.68066406,"developing_"
59674964,"2020-09-13","Neuroterus quercusverrucarum","40.7186859316","-74.5235206468","https://www.inaturalist.org/observations/59674964","Gall","","unisexual","developing",6491.82373047,"developing_"
60105302,"2020-09-19","Neuroterus quercusverrucarum","32.9342566667","-97.4851416667","https://www.inaturalist.org/observations/60105302","Gall","","unisexual","developing",9577.75097656,"developing_"
60105620,"2020-09-19","Neuroterus quercusverrucarum","32.93432","-97.4851416667","https://www.inaturalist.org/observations/60105620","Gall","","unisexual","developing",9577.75097656,"developing_"
60120037,"2020-09-19","Neuroterus quercusverrucarum","38.8587779017","-77.3274568753","https://www.inaturalist.org/observations/60120037","Gall","","unisexual","dormant",7500.50634766,"dormant_"
60444502,"2020-09-20","Neuroterus quercusverrucarum","32.9286133333","-97.4857866667","https://www.inaturalist.org/observations/60444502","Gall","","unisexual","developing",9662.89257812,"developing_"
60728801,"2020-09-25","Neuroterus quercusverrucarum","32.7385766667","-97.3587166667","https://www.inaturalist.org/observations/60728801","Gall","","unisexual","developing",10330.6279297,"developing_"
60731506,"2020-09-19","Neuroterus quercusverrucarum","45.4209584472","-93.6707005462","https://www.inaturalist.org/observations/60731506","Gall","","unisexual","developing",5167.93164062,"developing_"
60734522,"2020-09-25","Neuroterus quercusverrucarum","32.73854","-97.358935","https://www.inaturalist.org/observations/60734522","Gall","","unisexual","developing",10330.6279297,"developing_"
60737622,"2020-09-25","Neuroterus quercusverrucarum","32.7387716667","-97.3579833333","https://www.inaturalist.org/observations/60737622","Gall","","unisexual","developing",10330.6279297,"developing_"
60792428,"2020-09-25","Neuroterus quercusverrucarum","32.84707","-97.16989","https://www.inaturalist.org/observations/60792428","Gall","","unisexual","developing",10118.453125,"developing_"
60792430,"2020-09-25","Neuroterus quercusverrucarum","32.84707","-97.16989","https://www.inaturalist.org/observations/60792430","Gall","","unisexual","developing",10118.453125,"developing_"
60861110,"2020-09-26","Neuroterus quercusverrucarum","32.853605","-97.477965","https://www.inaturalist.org/observations/60861110","Gall","","unisexual","dormant",10013.9775391,"dormant_"
60862631,"2020-09-26","Neuroterus quercusverrucarum","32.8549433333","-97.4783683333","https://www.inaturalist.org/observations/60862631","Gall","","unisexual","developing",10013.9775391,"developing_"
60878092,"2020-09-26","Neuroterus quercusverrucarum","40.77701167","-77.79834667","https://www.inaturalist.org/observations/60878092","Gall","","unisexual","developing",6397.80566406,"developing_"
61010412,"2020-09-26","Neuroterus quercusverrucarum","32.8550483333","-97.478335","https://www.inaturalist.org/observations/61010412","Gall","","unisexual","developing",10013.9775391,"developing_"
61024682,"2020-09-27","Neuroterus quercusverrucarum","32.690335","-97.1914183333","https://www.inaturalist.org/observations/61024682","Gall","","unisexual","developing",10109.2021484,"developing_"
61133985,"2020-09-27","Neuroterus quercusverrucarum","32.691165","-97.1910716667","https://www.inaturalist.org/observations/61133985","Gall","","unisexual","developing",10109.2021484,"developing_"
61138169,"2020-09-27","Neuroterus quercusverrucarum","32.6903383333","-97.1922866667","https://www.inaturalist.org/observations/61138169","Gall","","unisexual","developing",10109.2021484,"developing_"
61233770,"2020-09-27","Neuroterus quercusverrucarum","32.6629183333","-97.2228433333","https://www.inaturalist.org/observations/61233770","Gall","","unisexual","developing",10142.5146484,"developing_"
61295190,"2020-08-20","Neuroterus quercusverrucarum","38.4643221023","-90.5195847899","https://www.inaturalist.org/observations/61295190","Gall","","unisexual","developing",5952.37207031,"developing_"
61317065,"2020-09-30","Neuroterus quercusverrucarum","32.6920096801","-97.1919304132","https://www.inaturalist.org/observations/61317065","Gall","","unisexual","developing",10218.0205078,"developing_"
61505960,"2020-10-02","Neuroterus quercusverrucarum","30.9112578031","-97.3672196626","https://www.inaturalist.org/observations/61505960","Gall","","unisexual","developing",10679.7021484,"developing_"
61524390,"2020-10-02","Neuroterus quercusverrucarum","38.8575499188","-77.3288116534","https://www.inaturalist.org/observations/61524390","Gall","","unisexual","developing",7895.09277344,"developing_"
61705857,"2020-10-04","Neuroterus quercusverrucarum","32.6598783333","-97.15105","https://www.inaturalist.org/observations/61705857","Gall","","unisexual","developing",10432.3935547,"developing_"
61717407,"2020-10-04","Neuroterus quercusverrucarum","40.8682116667","-82.3235466667","https://www.inaturalist.org/observations/61717407","Gall","","unisexual","developing",6373.58251953,"developing_"
61744523,"2020-10-04","Neuroterus quercusverrucarum","40.7857608635","-77.9931145477","https://www.inaturalist.org/observations/61744523","Gall","","unisexual","developing",6195.76708984,"developing_"
61745056,"2020-10-04","Neuroterus quercusverrucarum","38.8990650585","-92.4646246068","https://www.inaturalist.org/observations/61745056","Gall","","unisexual","dormant",7629.25146484,"dormant_"
61801943,"2020-10-05","Neuroterus quercusverrucarum","40.759155","-81.4548116667","https://www.inaturalist.org/observations/61801943","Gall","","unisexual","developing",6565.46142578,"developing_"
61905974,"2020-10-06","Neuroterus quercusverrucarum","44.5374426111","-92.34137925","https://www.inaturalist.org/observations/61905974","Gall","","unisexual","developing",5083.02685547,"developing_"
61906711,"2020-10-06","Neuroterus quercusverrucarum","38.874185923","-77.4974225016","https://www.inaturalist.org/observations/61906711","Gall","","unisexual","developing",7878.50732422,"developing_"
61906722,"2020-10-06","Neuroterus quercusverrucarum","38.874185923","-77.4974225016","https://www.inaturalist.org/observations/61906722","Gall","","unisexual","developing",7878.50732422,"developing_"
61906726,"2020-10-06","Neuroterus quercusverrucarum","38.874185923","-77.4974225016","https://www.inaturalist.org/observations/61906726","Gall","","unisexual","developing",7878.50732422,"developing_"
61973272,"2020-10-05","Neuroterus quercusverrucarum","30.3923447636","-97.0188514665","https://www.inaturalist.org/observations/61973272","Gall","","unisexual","developing",11033.5957031,"developing_"
61981145,"2020-10-07","Neuroterus quercusverrucarum","32.6629516667","-97.2226133333","https://www.inaturalist.org/observations/61981145","Gall","","unisexual","developing",10510.6337891,"developing_"
62050730,"2020-10-07","Neuroterus quercusverrucarum","32.6641966667","-97.2195583333","https://www.inaturalist.org/observations/62050730","Gall","","unisexual","developing",10510.6337891,"developing_"
62054498,"2020-10-07","Neuroterus quercusverrucarum","32.6656716667","-97.2198533333","https://www.inaturalist.org/observations/62054498","Gall","","unisexual","dormant",10510.6337891,"dormant_"
62069572,"2020-10-08","Neuroterus quercusverrucarum","33.02356667","-97.14527217","https://www.inaturalist.org/observations/62069572","Gall","","unisexual","developing",10515.2900391,"developing_"
62252607,"2020-10-10","Neuroterus quercusverrucarum","40.7691634784","-77.7542402968","https://www.inaturalist.org/observations/62252607","Gall","","unisexual","developing",6436.47460938,"developing_"
62330082,"2020-10-10","Neuroterus quercusverrucarum","32.8436933333","-97.4760716667","https://www.inaturalist.org/observations/62330082","Gall","","unisexual","perimature",10577.7294922,"perimature_"
62358023,"2020-10-11","Neuroterus quercusverrucarum","40.6493877712","-73.9856609393","https://www.inaturalist.org/observations/62358023","Gall","","unisexual","developing",7945.38818359,"developing_"
62369900,"2020-10-10","Neuroterus quercusverrucarum","42.8900085256","-100.3117502091","https://www.inaturalist.org/observations/62369900","Gall","","unisexual","developing",6419.14941406,"developing_"
62586103,"2020-10-14","Neuroterus quercusverrucarum","38.8587555311","-77.4983807005","https://www.inaturalist.org/observations/62586103","Gall","","unisexual","developing",8101.66210938,"developing_"
62648498,"2020-10-15","Neuroterus quercusverrucarum","32.7979183333","-97.4578033333","https://www.inaturalist.org/observations/62648498","Gall","","unisexual","developing",10962.3417969,"developing_"
63661014,"2020-10-27","Neuroterus quercusverrucarum","41.9819784108","-87.7439105922","https://www.inaturalist.org/observations/63661014","Gall","","unisexual","developing",6929.59228516,"developing_"
63983975,"2020-11-01","Neuroterus quercusverrucarum","32.8753766667","-97.1676666667","https://www.inaturalist.org/observations/63983975","Gall","","unisexual","developing",11258.5234375,"developing_"
63984307,"2020-11-01","Neuroterus quercusverrucarum","32.87538","-97.16768","https://www.inaturalist.org/observations/63984307","Gall","","unisexual","dormant",11258.5234375,"dormant_"
64016507,"2020-11-01","Neuroterus quercusverrucarum","39.1547966667","-84.4998716667","https://www.inaturalist.org/observations/64016507","Gall","","unisexual","dormant",8258.07226562,"dormant_"
64128055,"2020-11-03","Neuroterus quercusverrucarum","32.7726638667","-97.0247272551","https://www.inaturalist.org/observations/64128055","Gall","","unisexual","dormant",11584.9052734,"dormant_"
64397140,"2020-11-07","Neuroterus quercusverrucarum","32.6134166667","-96.9720166667","https://www.inaturalist.org/observations/64397140","Gall","","unisexual","dormant",11454.6738281,"dormant_"
64397392,"2020-11-07","Neuroterus quercusverrucarum","32.6134016667","-96.97202","https://www.inaturalist.org/observations/64397392","Gall","","unisexual","dormant",11454.6738281,"dormant_"
64550318,"2020-11-09","Neuroterus quercusverrucarum","41.1025916667","-81.9171","https://www.inaturalist.org/observations/64550318","Gall","","unisexual","dormant",7066.5,"dormant_"
64708602,"2020-11-11","Neuroterus quercusverrucarum","40.08341","-88.201627","https://www.inaturalist.org/observations/64708602","Gall","","unisexual","dormant",7649.80712891,"dormant_"
64735601,"2020-11-11","Neuroterus quercusverrucarum","41.739321785","-81.2917973846","https://www.inaturalist.org/observations/64735601","Gall","","unisexual","dormant",7220.84863281,"dormant_"
64884468,"2020-11-14","Neuroterus quercusverrucarum","41.2857225266","-81.4114141837","https://www.inaturalist.org/observations/64884468","Gall","","unisexual","dormant",7109.1875,"dormant_"
65033669,"2020-11-16","Neuroterus quercusverrucarum","32.7674374784","-97.1903376914","https://www.inaturalist.org/observations/65033669","Gall","","unisexual","dormant",11866.0742188,"dormant_"
65223937,"2020-11-19","Neuroterus quercusverrucarum","32.93397","-97.194062","https://www.inaturalist.org/observations/65223937","Gall","","unisexual","dormant",11551.5087891,"dormant_"
65230168,"2020-11-19","Neuroterus quercusverrucarum","32.7351738021","-97.1988038178","https://www.inaturalist.org/observations/65230168","Gall","","unisexual","dormant",11869.2041016,"dormant_"
65235543,"2020-11-19","Neuroterus quercusverrucarum","37.6901395471","-97.3784605832","https://www.inaturalist.org/observations/65235543","Gall","","unisexual","dormant",9230.29785156,"dormant_"
65235917,"2020-10-10","Neuroterus quercusverrucarum","43.5283111111","-83.9437777778","https://www.inaturalist.org/observations/65235917","Gall","","unisexual","developing",5968.87841797,"developing_"
65237169,"2020-11-19","Neuroterus quercusverrucarum","33.54906739","-96.14658119","https://www.inaturalist.org/observations/65237169","Gall","","unisexual","developing",11163.5654297,"developing_"
65353418,"2020-11-21","Neuroterus quercusverrucarum","40.8055616667","-82.9956133333","https://www.inaturalist.org/observations/65353418","Gall","","unisexual","dormant",7404.58105469,"dormant_"
65414385,"2020-11-22","Neuroterus quercusverrucarum","32.772429","-97.379496","https://www.inaturalist.org/observations/65414385","Gall","","unisexual","dormant",12234.5400391,"dormant_"
65484620,"2020-11-23","Neuroterus quercusverrucarum","38.9513283759","-77.3193098932","https://www.inaturalist.org/observations/65484620","Gall","","unisexual","dormant",9099.00976562,"dormant_"
65485691,"2020-11-23","Neuroterus quercusverrucarum","28.6139565","-82.4686657","https://www.inaturalist.org/observations/65485691","Gall","","unisexual","dormant",13754.3378906,"dormant_"
65653509,"2020-11-26","Neuroterus quercusverrucarum","32.8345283331","-98.0370957295","https://www.inaturalist.org/observations/65653509","Gall","","unisexual","dormant",11494.3173828,"dormant_"
65709188,"2020-11-26","Neuroterus quercusverrucarum","32.758985","-97.504285","https://www.inaturalist.org/observations/65709188","Gall","","unisexual","developing",11831.6845703,"developing_"
65774625,"2020-11-28","Neuroterus quercusverrucarum","32.6898266667","-97.1921783333","https://www.inaturalist.org/observations/65774625","Gall","","unisexual","dormant",12047.3505859,"dormant_"
65778254,"2020-11-28","Neuroterus quercusverrucarum","32.6912566667","-97.19183","https://www.inaturalist.org/observations/65778254","Gall","","unisexual","dormant",12047.3505859,"dormant_"
65840581,"2020-11-28","Neuroterus quercusverrucarum","32.68978","-97.192165","https://www.inaturalist.org/observations/65840581","Gall","","unisexual","dormant",12047.3505859,"dormant_"
65845780,"2020-11-28","Neuroterus quercusverrucarum","32.69139","-97.190855","https://www.inaturalist.org/observations/65845780","Gall","","unisexual","dormant",12047.3505859,"dormant_"
65908979,"2020-11-29","Neuroterus quercusverrucarum","32.667795","-97.1829833333","https://www.inaturalist.org/observations/65908979","Gall","","unisexual","dormant",12073.8925781,"dormant_"
66107405,"2020-12-04","Neuroterus quercusverrucarum","33.2242983356","-96.9431353893","https://www.inaturalist.org/observations/66107405","Gall","","unisexual","dormant",11778.6025391,"dormant_"
66212223,"2020-12-05","Neuroterus quercusverrucarum","32.7673516667","-97.190325","https://www.inaturalist.org/observations/66212223","Gall","","unisexual","dormant",12283.4472656,"dormant_"
66213172,"2020-12-05","Neuroterus quercusverrucarum","32.7674766667","-97.1903016667","https://www.inaturalist.org/observations/66213172","Gall","","unisexual","dormant",12283.4472656,"dormant_"
66437022,"2020-12-10","Neuroterus quercusverrucarum","32.7027916667","-97.1660066667","https://www.inaturalist.org/observations/66437022","Gall","","unisexual","dormant",12304.1845703,"dormant_"
66489988,"2020-12-12","Neuroterus quercusverrucarum","30.2420666667","-97.7006616667","https://www.inaturalist.org/observations/66489988","Gall","","unisexual","dormant",13242.4384766,"dormant_"
66537043,"2020-12-10","Neuroterus quercusverrucarum","32.7025783333","-97.16613","https://www.inaturalist.org/observations/66537043","Gall","","unisexual","dormant",12304.1845703,"dormant_"
66679245,"2020-12-14","Neuroterus quercusverrucarum","32.904246","-97.2647469722","https://www.inaturalist.org/observations/66679245","Gall","","unisexual","dormant",12154.0703125,"dormant_"
66848970,"2020-12-20","Neuroterus quercusverrucarum","32.6355816667","-96.963435","https://www.inaturalist.org/observations/66848970","Gall","","unisexual","dormant",12426.0878906,"dormant_"
67107062,"2020-12-25","Neuroterus quercusverrucarum","31.597198","-96.535225","https://www.inaturalist.org/observations/67107062","Gall","","unisexual","dormant",12231.3779297,"dormant_"
67580148,"2021-01-04","Neuroterus quercusverrucarum","32.7418983333","-97.36338","https://www.inaturalist.org/observations/67580148","Gall","","unisexual","dormant",39.4200248718,"dormant_"
67967674,"2021-01-12","Neuroterus quercusverrucarum","32.7674499594","-97.1902471082","https://www.inaturalist.org/observations/67967674","Gall","","unisexual","dormant",141.129089355,"dormant_"
68029546,"2021-01-13","Neuroterus quercusverrucarum","30.2591738755","-97.7768513442","https://www.inaturalist.org/observations/68029546","Gall","","unisexual","dormant",193.509109497,"dormant_"
68237607,"2021-01-17","Neuroterus quercusverrucarum","32.7356483333","-97.2937033333","https://www.inaturalist.org/observations/68237607","Gall","","unisexual","dormant",218.151031494,"dormant_"
68270499,"2021-01-03","Neuroterus quercusverrucarum","36.2978372927","-91.5159731358","https://www.inaturalist.org/observations/68270499","Gall","","unisexual","dormant",14.4900245667,"dormant_"
68502080,"2021-01-23","Neuroterus quercusverrucarum","30.2190138889","-97.7511833333","https://www.inaturalist.org/observations/68502080","Gall","","unisexual","dormant",415.863098145,"dormant_"
68527178,"2020-11-14","Neuroterus quercusverrucarum","33.8292994156","-80.8223424365","https://www.inaturalist.org/observations/68527178","Gall","","unisexual","dormant",11551.4677734,"dormant_"
68737563,"2021-01-28","Neuroterus quercusverrucarum","30.5226361111","-97.6445611111","https://www.inaturalist.org/observations/68737563","Gall","","unisexual","dormant",511.119049072,"dormant_"
68811849,"2021-01-30","Neuroterus quercusverrucarum","29.9180343259","-97.9826032943","https://www.inaturalist.org/observations/68811849","Gall","","unisexual","dormant",571.526855469,"dormant_"
68932908,"2021-02-01","Neuroterus quercusverrucarum","30.3097805556","-97.6164166667","https://www.inaturalist.org/observations/68932908","Gall","","unisexual","dormant",612.476867676,"dormant_"
69955380,"2021-02-21","Neuroterus quercusverrucarum","30.4351527778","-97.6663888889","https://www.inaturalist.org/observations/69955380","Gall","","unisexual","dormant",823.085571289,"dormant_"
70001131,"2021-02-22","Neuroterus quercusverrucarum","32.8675811459","-96.6721193121","https://www.inaturalist.org/observations/70001131","Gall","","unisexual","dormant",623.213623047,"dormant_"
70562498,"2021-03-04","Neuroterus quercusverrucarum","30.404805","-97.7969583333","https://www.inaturalist.org/observations/70562498","Gall","","unisexual","dormant",1146.66259766,"dormant_"
70711055,"2021-03-06","Neuroterus quercusverrucarum","32.639365","-96.562483","https://www.inaturalist.org/observations/70711055","Gall","","unisexual","dormant",914.687744141,"dormant_"
70963613,"2021-03-10","Neuroterus quercusverrucarum","30.3643388889","-97.8584444444","https://www.inaturalist.org/observations/70963613","Gall","","unisexual","dormant",1259.30651855,"dormant_"
71261811,"2021-03-14","Neuroterus quercusverrucarum","32.6699724723","-97.4452932744","https://www.inaturalist.org/observations/71261811","Gall","","unisexual","dormant",1196.00048828,"dormant_"
82187610,"2021-06-08","Neuroterus quercusverrucarum","38.8575415646","-77.3284254152","https://www.inaturalist.org/observations/82187610","Gall","","unisexual","developing",2745.16943359,"developing_"
83337170,"2021-06-16","Neuroterus quercusverrucarum","38.8579175223","-77.3285702581","https://www.inaturalist.org/observations/83337170","Gall","","unisexual","developing",3076.33300781,"developing_"
83824508,"2021-06-20","Neuroterus quercusverrucarum","38.8583143662","-77.3276583038","https://www.inaturalist.org/observations/83824508","Gall","","unisexual","developing",3234.7421875,"developing_"
83935282,"2021-06-20","Neuroterus quercusverrucarum","39.0634721667","-77.1661611667","https://www.inaturalist.org/observations/83935282","Gall","","unisexual","developing",3191.63305664,"developing_"
84475579,"2021-06-24","Neuroterus quercusverrucarum","26.413637","-80.09778","https://www.inaturalist.org/observations/84475579","Gall","","unisexual","developing",7365.65283203,"developing_"
85691425,"2021-07-04","Neuroterus quercusverrucarum","32.775895","-97.6955716667","https://www.inaturalist.org/observations/85691425","Gall","","unisexual","developing",5227.00878906,"developing_"
85860529,"2021-07-04","Neuroterus quercusverrucarum","39.1366966667","-84.5177133333","https://www.inaturalist.org/observations/85860529","Gall","","unisexual","developing",3580.30517578,"developing_"
85966139,"2021-07-06","Neuroterus quercusverrucarum","32.7064496154","-96.8739261221","https://www.inaturalist.org/observations/85966139","Gall","","unisexual","developing",5574.52783203,"developing_"
87593086,"2021-07-18","Neuroterus quercusverrucarum","42.957705","-89.6757283333","https://www.inaturalist.org/observations/87593086","Gall","","unisexual","developing",3454.36938477,"developing_"
87802427,"2021-07-19","Neuroterus quercusverrucarum","40.6080405296","-74.7685072749","https://www.inaturalist.org/observations/87802427","Gall","","unisexual","developing",3939.28930664,"developing_"
88291774,"2021-07-22","Neuroterus quercusverrucarum","35.1088826861","-92.5418402124","https://www.inaturalist.org/observations/88291774","Gall","","unisexual","developing",5425.30664062,"developing_"
88980704,"2021-07-28","Neuroterus quercusverrucarum","42.0486465656","-87.6742873247","https://www.inaturalist.org/observations/88980704","Gall","","unisexual","developing",3649.2277832,"developing_"
89519949,"2021-07-31","Neuroterus quercusverrucarum","40.6514099861","-73.9993759442","https://www.inaturalist.org/observations/89519949","Gall","","unisexual","developing",4972.41699219,"developing_"
89668722,"2021-08-02","Neuroterus quercusverrucarum","34.8850866667","-82.34492","https://www.inaturalist.org/observations/89668722","Gall","","unisexual","developing",6191.22363281,"developing_"
89730840,"2021-08-02","Neuroterus quercusverrucarum","32.934164","-97.1942939722","https://www.inaturalist.org/observations/89730840","Gall","","unisexual","developing",6807.49755859,"developing_"
89812259,"2021-08-03","Neuroterus quercusverrucarum","32.63576556","-97.32500905","https://www.inaturalist.org/observations/89812259","Gall","","unisexual","developing",6984.94433594,"developing_"
89851922,"2021-08-03","Neuroterus quercusverrucarum","39.1397760982","-84.513483829","https://www.inaturalist.org/observations/89851922","Gall","","unisexual","developing",4903.50244141,"developing_"
90402287,"2021-08-07","Neuroterus quercusverrucarum","43.029","-89.4376833333","https://www.inaturalist.org/observations/90402287","Gall","","unisexual","developing",4286.84179688,"developing_"
90672980,"2021-08-10","Neuroterus quercusverrucarum","40.77978","-81.926675","https://www.inaturalist.org/observations/90672980","Gall","","unisexual","developing",4501.87109375,"developing_"
90942720,"2021-08-12","Neuroterus quercusverrucarum","32.9657460099","-97.0936810307","https://www.inaturalist.org/observations/90942720","Gall","","unisexual","developing",7404.95410156,"developing_"
91074928,"2021-08-13","Neuroterus quercusverrucarum","41.39621","-87.32863","https://www.inaturalist.org/observations/91074928","Gall","","unisexual","developing",4631.57763672,"developing_"
91074932,"2021-08-13","Neuroterus quercusverrucarum","41.3961433333","-87.3287416667","https://www.inaturalist.org/observations/91074932","Gall","","unisexual","developing",4631.57763672,"developing_"
91074933,"2021-08-13","Neuroterus quercusverrucarum","41.3961416667","-87.3287433333","https://www.inaturalist.org/observations/91074933","Gall","","unisexual","developing",4631.57763672,"developing_"
91296712,"2021-08-15","Neuroterus quercusverrucarum","41.9746961","-87.6807060997","https://www.inaturalist.org/observations/91296712","Gall","","unisexual","developing",4771.60986328,"developing_"
91298357,"2021-08-15","Neuroterus quercusverrucarum","40.4817583333","-82.147125","https://www.inaturalist.org/observations/91298357","Gall","","unisexual","developing",4756.85986328,"developing_"
91329048,"2021-08-15","Neuroterus quercusverrucarum","43.2349725684","-89.4430386069","https://www.inaturalist.org/observations/91329048","Gall","","unisexual","developing",4458.20214844,"developing_"
91768409,"2021-08-19","Neuroterus quercusverrucarum","32.9567879","-97.0828773","https://www.inaturalist.org/observations/91768409","Gall","","unisexual","developing",7757.33105469,"developing_"
92174026,"2021-08-22","Neuroterus quercusverrucarum","38.8362166667","-83.573005","https://www.inaturalist.org/observations/92174026","Gall","","unisexual","developing",5630.83789062,"developing_"
92286892,"2021-08-16","Neuroterus quercusverrucarum","40.3360524177","-75.4832048937","https://www.inaturalist.org/observations/92286892","Gall","","unisexual","developing",5168.87841797,"developing_"
92295740,"2021-08-23","Neuroterus quercusverrucarum","38.8579467627","-77.3283449506","https://www.inaturalist.org/observations/92295740","Gall","","unisexual","perimature",6164.54785156,"perimature_"
92295741,"2021-08-23","Neuroterus quercusverrucarum","38.8579467627","-77.3283449506","https://www.inaturalist.org/observations/92295741","Gall","","unisexual","developing",6164.54785156,"developing_"
92733294,"2021-08-27","Neuroterus quercusverrucarum","42.0152805556","-88.2547083333","https://www.inaturalist.org/observations/92733294","Gall","","unisexual","developing",5288.84716797,"developing_"
92733306,"2021-08-27","Neuroterus quercusverrucarum","42.0157611111","-88.2562555556","https://www.inaturalist.org/observations/92733306","Gall","","unisexual","developing",5288.84716797,"developing_"
92831273,"2021-08-28","Neuroterus quercusverrucarum","38.8026826511","-77.426134243","https://www.inaturalist.org/observations/92831273","Gall","","unisexual","developing",6478.47753906,"developing_"
92831284,"2021-08-28","Neuroterus quercusverrucarum","38.8026826511","-77.426134243","https://www.inaturalist.org/observations/92831284","Gall","","unisexual","developing",6478.47753906,"developing_"
93070958,"2021-08-27","Neuroterus quercusverrucarum","32.766845","-97.3740916667","https://www.inaturalist.org/observations/93070958","Gall","","unisexual","developing",8427.18359375,"developing_"
93409695,"2021-09-02","Neuroterus quercusverrucarum","42.1702067052","-87.8480578078","https://www.inaturalist.org/observations/93409695","Gall","","unisexual","developing",5511.88525391,"developing_"
93527729,"2021-09-03","Neuroterus quercusverrucarum","42.37456009","-71.10748435","https://www.inaturalist.org/observations/93527729","Gall","","unisexual","developing",5644.01416016,"developing_"
93653609,"2021-09-04","Neuroterus quercusverrucarum","35.6074172581","-78.9389132957","https://www.inaturalist.org/observations/93653609","Gall","","unisexual","developing",7688.61767578,"developing_"
93740187,"2021-09-05","Neuroterus quercusverrucarum","39.1383766667","-84.5146516667","https://www.inaturalist.org/observations/93740187","Gall","","unisexual","developing",6384.84716797,"developing_"
93752298,"2021-09-05","Neuroterus quercusverrucarum","39.1362866667","-84.5196433333","https://www.inaturalist.org/observations/93752298","Gall","","unisexual","developing",6402.22900391,"developing_"
93820039,"2021-09-05","Neuroterus quercusverrucarum","42.2448364048","-87.8815131554","https://www.inaturalist.org/observations/93820039","Gall","","unisexual","developing",5515.51416016,"developing_"
93895384,"2021-09-06","Neuroterus quercusverrucarum","30.2370720954","-97.3200239442","https://www.inaturalist.org/observations/93895384","Gall","","unisexual","developing",9168.79296875,"developing_"
93913970,"2021-09-05","Neuroterus quercusverrucarum","32.6122583333","-96.9736133333","https://www.inaturalist.org/observations/93913970","Gall","","unisexual","developing",8612.91699219,"developing_"
93940415,"2021-09-06","Neuroterus quercusverrucarum","42.0157408068","-88.2541057878","https://www.inaturalist.org/observations/93940415","Gall","","unisexual","developing",5685.35986328,"developing_"
94381233,"2021-09-10","Neuroterus quercusverrucarum","36.803825","-88.0040666667","https://www.inaturalist.org/observations/94381233","Gall","","unisexual","developing",7361.63720703,"developing_"
94382421,"2021-09-10","Neuroterus quercusverrucarum","36.8215616667","-88.0348888333","https://www.inaturalist.org/observations/94382421","Gall","","unisexual","developing",7337.61669922,"developing_"
94440359,"2021-09-11","Neuroterus quercusverrucarum","37.0849","-88.6361083333","https://www.inaturalist.org/observations/94440359","Gall","","unisexual","developing",7464.33886719,"developing_"
94450496,"2021-09-11","Neuroterus quercusverrucarum","37.2523216667","-88.8374116667","https://www.inaturalist.org/observations/94450496","Gall","","unisexual","developing",7185.453125,"developing_"
94458761,"2021-09-11","Neuroterus quercusverrucarum","37.3035133333","-89.0202416667","https://www.inaturalist.org/observations/94458761","Gall","","unisexual","developing",7142.85449219,"developing_"
94463378,"2021-09-11","Neuroterus quercusverrucarum","37.3589466667","-88.9175333333","https://www.inaturalist.org/observations/94463378","Gall","","unisexual","developing",7080.11035156,"developing_"
94471005,"2021-09-11","Neuroterus quercusverrucarum","33.0433805556","-97.1783361111","https://www.inaturalist.org/observations/94471005","Gall","","unisexual","developing",8970.10644531,"developing_"
94491240,"2021-09-11","Neuroterus quercusverrucarum","37.481175","-88.7392116667","https://www.inaturalist.org/observations/94491240","Gall","","unisexual","developing",7036.84472656,"developing_"
