Collection Site,Species,Generation,Host plant,State,Harvest.date,Emergence.date,Emergent.animal.type,Alive.dead,N,Entered.by.,H.julian,E.julian,Latitude,Longitude,Year
Lake Lizzie,C. batatoides,asexual,Qv,FL,12/15/17,4/2/18,cynipid,alive,4,EH,349,457,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/14/18,cynipid,alive,4,EH,349,438,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,12/15/17,1/11/18,cynipid,alive,1,LZ,349,376,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/7/19,cynipid,alive,3,LZ,305,372,28.22757,-81.17879,2018
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/16/17,1/18/18,cynipid,alive,5,LZ,320,383,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/23/18,cynipid,dead,1,EH,349,447,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,5/13/19,synergist,dead,1,LZ,305,498,28.22757,-81.17879,2018
Lake Lizzie,A. atra,NA,Qg,FL,11/1/18,4/8/19,fly,alive,1,LZ,305,463,28.22757,-81.17879,2018
Lake Lizzie,C. batatoides,asexual,Qg,FL,12/15/17,3/29/18,cynipid,alive,2,EH,349,453,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,10/14/15,12/30/15,cynipid,dead,1,GD,287,364,28.22757,-81.17879,2015
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/11/19,cynipid,alive,1,LZ,305,376,28.22757,-81.17879,2018
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/14/19,cynipid,dead,5,LZ,305,379,28.22757,-81.17879,2018
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/4/19,cynipid,alive,1,LZ,305,369,28.22757,-81.17879,2018
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/11/19,cynipid,dead,2,LZ,305,376,28.22757,-81.17879,2018
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/28/18,cynipid,alive,6,EH,349,452,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,2/28/18,cynipid,alive,1,EH,349,424,28.22757,-81.17879,2017
Lake Lizzie,C. batatoides,asexual,Qv,FL,12/15/17,3/28/18,cynipid,alive,23,EH,349,452,28.22757,-81.17879,2017
Lake Lizzie,C. batatoides,asexual,Qg,FL,12/15/17,3/19/18,cynipid,alive,11,EH,349,443,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/5/18,cynipid,alive,5,EH,349,429,28.22757,-81.17879,2017
Lake Lizzie,A. atra,NA,Qg,FL,12/15/17,3/29/18,fly,alive,2,EH,349,453,28.22757,-81.17879,2017
Lake Lizzie,A. foliatus,asexual,Qg,FL,11/16/17,3/27/18,cynipid,alive,1,EH,320,451,28.22757,-81.17879,2017
Lake Lizzie,A. foliatus,asexual,Qg,FL,12/16/17,4/2/18,cynipid,alive,2,EH,350,457,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/16/17,5/3/18,synergist,alive,1,EH,320,488,28.22757,-81.17879,2017
Lake Lizzie,A. foliatus,asexual,Qg,FL,12/15/17,3/22/18,cynipid,alive,1,EH,349,446,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/9/19,cynipid,alive,2,LZ,305,374,28.22757,-81.17879,2018
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,5/8/19,synergist,alive,1,LZ,305,493,28.22757,-81.17879,2018
Lake Lizzie,A. foliatus,asexual,Qg,FL,12/15/17,3/19/18,cynipid,alive,2,EH,349,443,28.22757,-81.17879,2017
Lake Lizzie,A. atra,NA,Qv,FL,12/15/17,3/1/18,fly,alive,1,EH,349,425,28.22757,-81.17879,2017
Lake Lizzie,A. atra,NA,Qg,FL,12/15/17,3/27/18,fly,dead,15,EH,349,451,28.22757,-81.17879,2017
Lake Lizzie,A. atra,NA,Qg,FL,11/1/18,3/6/19,fly,alive,1,LZ,305,430,28.22757,-81.17879,2018
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,4/16/18,cynipid,dead,1,EH,349,471,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/7/19,cynipid,dead,1,LZ,305,372,28.22757,-81.17879,2018
Lake Lizzie,C. batatoides,asexual,Qg,FL,12/15/17,4/5/18,cynipid,dead,1,EH,349,460,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/16/18,cynipid,alive,5,EH,349,440,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/16/19,cynipid,dead,1,LZ,305,381,28.22757,-81.17879,2018
Lake Lizzie,C. batatoides,asexual,Qg,FL,12/15/17,3/28/18,cynipid,dead,1,EH,349,452,28.22757,-81.17879,2017
Lake Lizzie,A. atra,NA,Qg,FL,12/15/17,4/2/18,fly,dead,3,EH,349,457,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/16/17,1/4/18,cynipid,alive,3,IC,320,369,28.22757,-81.17879,2017
Lake Lizzie,A. atra,NA,Qg,FL,12/15/17,3/29/18,fly,dead,1,EH,349,453,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qv,FL,12/15/17,4/20/18,synergist,dead,1,EH,349,475,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/7/18,cynipid,alive,1,EH,349,431,28.22757,-81.17879,2017
Lake Lizzie,A. atra,NA,Qg,FL,12/15/17,3/22/18,fly,alive,12,EH,349,446,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,1/9/19,cynipid,dead,1,LZ,305,374,28.22757,-81.17879,2018
Lake Lizzie,A. atra,NA,Qg,FL,11/1/18,1/23/19,fly,dead,1,LZ,305,388,28.22757,-81.17879,2018
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/21/18,cynipid,alive,11,EH,349,445,28.22757,-81.17879,2017
Lake Lizzie,A. atra,NA,Qg,FL,12/15/17,3/27/18,fly,pupae,3,EH,349,451,28.22757,-81.17879,2017
Lake Lizzie,C. batatoides,asexual,Qg,FL,12/15/17,3/28/18,cynipid,alive,24,EH,349,452,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/23/18,cynipid,alive,5,EH,349,447,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/16/17,2/6/18,cynipid,alive,1,LZ,320,402,28.22757,-81.17879,2017
Lake Lizzie,D. q. virens,asexual,Qg,FL,11/1/18,12/21/18,cynipid,dead,2,LZ,305,355,28.22757,-81.17879,2018
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/21/18,cynipid,dead,6,EH,349,445,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/5/18,cynipid,dead,1,EH,349,429,28.22757,-81.17879,2017
Lake Lizzie,C. batatoides,asexual,Qv,FL,12/15/17,3/19/18,cynipid,dead,1,EH,349,443,28.22757,-81.17879,2017
Lake Lizzie,A. atra,asexual,Qg,FL,11/1/18,3/11/19,fly,alive,1,SS,305,435,28.22757,-81.17879,2018
Lake Lizzie,A. atra,NA,Qg,FL,12/15/17,3/27/18,fly,alive,7,EH,349,451,28.22757,-81.17879,2017
Lake Lizzie,A. lanigera,asexual,Qg,FL,12/15/17,3/30/18,cynipid,alive,1,EH,349,454,28.22757,-81.17879,2017
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,1/25/19,cynipid,alive,1,LZ,350,390,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qg,FL,12/16/18,2/20/19,cynipid,alive,1,LZ,350,416,27.5220382,-81.4265167,2018
Lake Whales,A. foliatus,asexual,Qv,FL,12/16/18,2/13/19,cynipid,alive,1,LZ,350,409,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,1/16/19,cynipid,alive,1,LZ,350,381,27.5220382,-81.4265167,2018
Lake Whales,A. atra,NA,Qv,FL,12/16/18,2/11/19,fly,alive,6,LZ,350,407,27.5220382,-81.4265167,2018
Lake Whales,A. foliatus,asexual,Qg,FL,12/16/18,3/4/19,cynipid,alive,3,LZ,350,428,27.5220382,-81.4265167,2018
Lake Whales,A. foliatus,asexual,Qg,FL,12/16/18,3/13/19,cynipid,alive,1,CD,350,437,27.5220382,-81.4265167,2018
Lake Whales,A. foliatus,asexual,Qg,FL,12/16/18,3/4/19,cynipid,dead,1,LZ,350,428,27.5220382,-81.4265167,2018
Lake Whales,A. atra,NA,Qv,FL,12/16/18,2/20/19,fly,dead,1,LZ,350,416,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,2/15/19,cynipid,dead,1,SS,350,411,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qg,FL,12/16/18,2/6/19,cynipid,alive,1,LZ,350,402,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,2/1/19,cynipid,dead,1,LZ,350,397,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,2/6/19,cynipid,alive,2,LZ,350,402,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,1/21/19,cynipid,alive,2,LZ,350,386,27.5220382,-81.4265167,2018
Lake Whales,A. foliatus,asexual,Qg,FL,12/16/18,2/27/19,cynipid,alive,2,LZ,350,423,27.5220382,-81.4265167,2018
Lake Whales,C. batatoides,asexual,Qv,FL,12/16/18,3/30/19,synergist,dead,1,LZ,350,454,27.5220382,-81.4265167,2018
Lake Whales,A. atra,NA,Qv,FL,12/16/18,2/4/19,fly,alive,1,LZ,350,400,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,1/28/19,cynipid,alive,2,LZ,350,393,27.5220382,-81.4265167,2018
Lake Whales,A. atra,asexual,Qv,FL,12/16/18,2/13/19,fly,dead,1,LZ,350,409,27.5220382,-81.4265167,2018
Lake Whales,A. atra,NA,Qv,FL,12/16/18,2/6/19,fly,alive,1,LZ,350,402,27.5220382,-81.4265167,2018
Lake Whales,A. foliatus,asexual,Qg,FL,12/16/18,2/25/19,cynipid,dead,1,LZ,350,421,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,1/30/19,cynipid,alive,2,LZ,350,395,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,1/18/19,cynipid,alive,2,LZ,350,383,27.5220382,-81.4265167,2018
Lake Whales,A. lanigera,asexual,Qv,FL,12/16/18,1/23/19,cynipid,alive,4,LZ,350,388,27.5220382,-81.4265167,2018
Lake Whales,A. foliatus,asexual,Qv,FL,12/16/18,2/11/19,cynipid,alive,1,LZ,350,407,27.5220382,-81.4265167,2018
Lake Whales,A. foliatus,asexual,Qv,FL,12/16/18,4/11/19,cynipid,dead,1,CD,350,466,27.5220382,-81.4265167,2018
Lake Whales,A. atra,asexual,Qv,FL,12/16/18,2/13/19,fly,alive,1,LZ,350,409,27.5220382,-81.4265167,2018
Lanark Village,A. lanigera,asexual,Qv,FL,12/10/17,2/19/18,cynipid,alive,1,AR,344,415,29.88354,-84.59573,2017
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,1/14/19,cynipid,dead,1,LZ,350,379,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,1/9/19,cynipid,alive,1,LZ,350,374,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,1/14/19,cynipid,alive,1,LZ,350,379,27.8657992,-82.2276275,2018
Lithia Springs Park,A. foliatus,asexual,Qg,FL,12/16/18,3/1/19,cynipid,alive,1,LZ,350,425,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,12/31/18,cynipid,alive,1,LZ,350,365,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,1/21/19,cynipid,alive,1,LZ,350,386,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,5/13/19,synergist,alive,1,LZ,350,498,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,12/28/18,cynipid,dead,1,LZ,350,362,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,1/16/19,cynipid,alive,2,LZ,350,381,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,5/13/19,synergist,dead,3,LZ,350,498,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,1/21/19,cynipid,dead,1,LZ,350,386,27.8657992,-82.2276275,2018
Lithia Springs Park,D. q. virens,asexual,Qg,FL,12/16/18,1/23/19,cynipid,dead,1,LZ,350,388,27.8657992,-82.2276275,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/28/19,cynipid,alive,12,LZ,352,393,30.3934545,-83.35486,2018
Madison City,A. atra,NA,Qv,FL,12/18/18,2/11/19,fly,dead,1,LZ,352,407,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/18/19,cynipid,dead,1,LZ,352,383,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/1/19,cynipid,alive,19,LZ,352,397,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,3/1/19,synergist,alive,1,LZ,352,425,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/22/19,cynipid,alive,1,LZ,352,418,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/4/19,cynipid,dead,2,LZ,352,400,30.3934545,-83.35486,2018
Madison City,A. foliatus,asexual,Qv,FL,12/18/18,5/6/19,synergist,alive,1,LZ,352,491,30.3934545,-83.35486,2018
Madison City,A. atra,NA,Qv,FL,12/18/18,2/18/19,fly,alive,6,CD,352,414,30.3934545,-83.35486,2018
Madison City,A. atra,NA,Qv,FL,12/18/18,2/22/19,fly,dead,1,LZ,352,418,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/8/19,cynipid,alive,6,LZ,352,404,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/1/19,cynipid,dead,1,LZ,352,397,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/13/19,cynipid,alive,1,LZ,352,409,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/25/19,cynipid,dead,3,LZ,352,390,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/4/19,cynipid,alive,15,LZ,352,400,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/18/19,cynipid,alive,1,LZ,352,383,30.3934545,-83.35486,2018
Madison City,C. batatoides,asexual,Qv,FL,12/18/18,3/6/19,cynipid,dead,1,LZ,352,430,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/30/19,cynipid,alive,15,LZ,352,395,30.3934545,-83.35486,2018
Madison City,A. foliatus,asexual,Qv,FL,12/18/18,5/1/19,synergist,alive,1,LZ,352,486,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/6/19,cynipid,alive,7,LZ,352,402,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,2/11/19,cynipid,alive,2,LZ,352,407,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/25/19,cynipid,alive,2,LZ,352,390,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/21/19,cynipid,dead,1,LZ,352,386,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/21/19,cynipid,alive,2,LZ,352,386,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/23/19,cynipid,alive,3,LZ,352,388,30.3934545,-83.35486,2018
Madison City,A. lanigera,asexual,Qv,FL,12/18/18,1/16/19,cynipid,dead,3,LZ,352,381,30.3934545,-83.35486,2018
Melbourne,A. foliatus,asexual,Qg,FL,12/13/17,4/30/18,cynipid,dead,1,EH,347,485,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,1/1/18,cynipid,alive,2,IC,347,366,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,2/12/18,cynipid,alive,2,LZ,347,408,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,1/22/18,cynipid,alive,1,LZ,347,387,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,12/29/17,cynipid,alive,2,LZ,347,363,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,2/8/18,cynipid,alive,1,LZ,347,404,28.017342,-80.5871794,2017
Melbourne,A. foliatus,asexual,Qg,FL,12/13/17,3/27/18,cynipid,alive,1,EH,347,451,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,1/15/18,cynipid,alive,4,LZ,347,380,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,1/8/18,cynipid,alive,2,LZ,347,373,28.017342,-80.5871794,2017
Melbourne,A. atra,NA,Qg,FL,12/13/17,3/22/18,fly,dead,6,EH,347,446,28.017342,-80.5871794,2017
Melbourne,A. atra,NA,Qg,FL,12/13/17,3/27/18,fly,alive,2,EH,347,451,28.017342,-80.5871794,2017
Melbourne,A. foliatus,asexual,Qg,FL,12/13/17,4/5/18,cynipid,alive,3,EH,347,460,28.017342,-80.5871794,2017
Melbourne,C. batatoides,asexual,Qv,FL,12/13/17,3/8/18,cynipid,alive,2,EH,347,432,28.017342,-80.5871794,2017
Melbourne,C. batatoides,asexual,Qv,FL,12/13/17,3/19/18,cynipid,alive,1,EH,347,443,28.017342,-80.5871794,2017
Melbourne,C. batatoides,asexual,Qv,FL,12/13/17,3/1/18,cynipid,alive,2,EH,347,425,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,2/19/18,cynipid,dead,1,AR,347,415,28.017342,-80.5871794,2017
Melbourne,C. batatoides,asexual,Qv,FL,12/13/17,4/5/18,cynipid,dead,1,EH,347,460,28.017342,-80.5871794,2017
Melbourne,A. atra,NA,Qg,FL,12/13/17,3/29/18,fly,alive,1,EH,347,453,28.017342,-80.5871794,2017
Melbourne,A. foliatus,asexual,Qg,FL,12/13/17,4/12/18,cynipid,alive,1,EH,347,467,28.017342,-80.5871794,2017
Melbourne,A. atra,NA,Qg,FL,12/13/17,3/27/18,fly,dead,1,EH,347,451,28.017342,-80.5871794,2017
Melbourne,D. q. virens,asexual,Qg,FL,12/13/17,2/6/18,cynipid,alive,1,LZ,347,402,28.017342,-80.5871794,2017
Melbourne,C. batatoides,asexual,Qv,FL,12/13/17,3/5/18,cynipid,alive,2,EH,347,429,28.017342,-80.5871794,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/19/18,synergist,alive,13,EH,343,443,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/19/18,cynipid,alive,1,EH,343,443,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,2/23/18,cynipid,alive,3,EH,343,419,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,2/20/18,cynipid,alive,7,AR,343,416,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/8/18,cynipid,dead,2,EH,343,432,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/1/18,cynipid,dead,5,EH,343,425,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/22/18,cynipid,alive,1,EH,343,446,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,2/22/18,cynipid,alive,2,EH,343,418,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,2/26/18,cynipid,dead,21,EH,343,422,30.6905248,-88.0553193,2017
Mobile City,D. q. virens,asexual,Qv,AL,12/9/17,12/23/17,cynipid,NA,20,LZ,343,357,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/1/18,cynipid,alive,3,EH,343,425,30.6905248,-88.0553193,2017
Mobile City,A. lanigera,asexual,Qv,AL,12/9/17,2/16/18,synergist,dead,1,LZ,343,412,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,4/26/18,cynipid,dead,1,EH,343,481,30.6905248,-88.0553193,2017
Mobile City,A. atra,NA,Qv,AL,12/9/17,3/5/18,fly,dead,4,EH,343,429,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/8/18,cynipid,alive,2,EH,343,432,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/22/18,synergist,alive,4,EH,343,446,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,3/19/18,cynipid,dead,3,EH,343,443,30.6905248,-88.0553193,2017
Mobile City,C. batatoides,asexual,Qv,AL,12/9/17,2/26/18,cynipid,alive,12,EH,343,422,30.6905248,-88.0553193,2017
Mobile City,A. lanigera,asexual,Qv,AL,12/9/17,2/19/18,synergist,alive,1,AR,343,415,30.6905248,-88.0553193,2017
Morgan City,A. lanigera,asexual,Qv,FL,10/23/16,11/9/16,cynipid,dead,2,LZ,297,314,29.6994,-91.2068,2016
Myakka River SP,D. q. virens,asexual,Qv,FL,10/31/18,11/30/18,cynipid,alive,1,LZ,304,334,27.241033,-82.3160478,2018
Myakka River SP,A. atra,NA,Qv,FL,10/31/18,1/21/19,fly,dead,1,LZ,304,386,27.241033,-82.3160478,2018
Myakka River SP,D. q. virens,asexual,Qv,FL,10/31/18,12/10/18,cynipid,alive,2,CD,304,344,27.241033,-82.3160478,2018
Myakka River SP,D. q. virens,asexual,Qv,FL,10/31/18,12/10/18,cynipid,alive,2,CD,304,344,27.241033,-82.3160478,2018
Myakka River SP,A. lanigera,asexual,Qv,FL,12/14/17,2/28/18,synergist,dead,2,EH,348,424,27.241033,-82.3160478,2017
Myakka River SP,A. atra,NA,Qv,FL,12/15/17,3/1/18,fly,alive,1,EH,349,425,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,12/15/17,1/4/18,cynipid,alive,6,IC,349,369,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,10/31/18,11/14/18,cynipid,alive,1,LZ,304,318,27.241033,-82.3160478,2018
Myakka River SP,A. foliatus,asexual,Qv,FL,12/15/17,4/26/18,cynipid,dead,1,EH,349,481,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,12/15/17,2/19/18,cynipid,dead,1,AR,349,415,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,12/15/17,1/29/18,cynipid,alive,1,LZ,349,394,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,12/15/17,12/21/17,cynipid,alive,1,LZ,349,355,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,10/31/18,12/26/18,cynipid,dead,1,LZ,304,360,27.241033,-82.3160478,2018
Myakka River SP,A. lanigera,asexual,Qv,FL,12/14/17,2/6/18,cynipid,alive,1,LZ,348,402,27.241033,-82.3160478,2017
Myakka River SP,C. batatoides,asexual,Qv,AL,12/15/17,3/1/18,cynipid,alive,2,EH,349,425,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,12/15/17,1/15/18,cynipid,alive,3,LZ,349,380,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,12/15/17,12/29/17,cynipid,alive,1,LZ,349,363,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,12/15/17,2/12/18,cynipid,alive,2,LZ,349,408,27.241033,-82.3160478,2017
Myakka River SP,C. batatoides,asexual,Qv,FL,12/18/17,3/19/18,synergist,alive,1,EH,352,443,27.241033,-82.3160478,2017
Myakka River SP,C. batatoides,asexual,Qv,FL,12/15/17,3/5/18,cynipid,alive,2,EH,349,429,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,12/15/17,12/26/17,cynipid,alive,2,IC,349,360,27.241033,-82.3160478,2017
Myakka River SP,A. foliatus,asexual,Qv,FL,12/15/17,4/20/18,cynipid,alive,1,EH,349,475,27.241033,-82.3160478,2017
Myakka River SP,D. q. virens,asexual,Qv,FL,10/31/18,12/14/18,cynipid,alive,1,LZ,304,348,27.241033,-82.3160478,2018
Myakka River SP,D. q. virens,asexual,Qv,FL,10/31/18,12/5/18,cynipid,alive,1,SS,304,339,27.241033,-82.3160478,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/23/18,synergist,dead,2,EH,344,447,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/26/18,cynipid,alive,1,EH,344,450,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,2/18/19,cynipid,dead,1,CD,307,414,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/26/18,synergist,alive,2,EH,344,450,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,1/18/18,cynipid,alive,2,LZ,344,383,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,2/22/18,cynipid,alive,3,AR,344,418,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,4/5/18,synergist,dead,9,EH,344,460,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qv,FL,12/10/17,3/27/18,cynipid,alive,1,EH,344,451,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/28/18,cynipid,dead,1,EH,344,452,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,4/2/18,synergist,dead,1,EH,344,457,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/23/18,cynipid,dead,1,EH,344,447,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,2/22/18,cynipid,dead,3,EH,344,418,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/12/18,synergist,dead,2,EH,344,467,30.41211,-86.73663,2017
